"","mu_ 0","mu_ 1","mu_ 2","mu_ 3","mu_ 4","mu_ 5","mu_ 6","mu_ 7","sig_ 0","sig_ 1","sig_ 2","sig_ 3","sig_ 4","sig_ 5","sig_ 6","sig_ 7","nlml","id"
"1",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"2",13.928,19.028,24.063,24.957,24.999,25,25,25,0.14239,9.3239,11.033,11.072,11.073,11.073,11.073,11.073,3.8234,1
"3",13.928,36.768,25,25,25,25,25,25,0.14241,0.14241,11.426,11.426,11.426,11.426,11.426,11.426,7.7097,1
"4",14.066,36.765,25,25,25,25,25,25,0.23794,0.27474,11.36,11.36,11.36,11.36,11.36,11.36,7.8251,1
"5",14.129,36.766,25,25,25,25,25,25,0.20336,0.24905,11.329,11.329,11.329,11.329,11.329,11.329,7.6066,1
"6",14.113,36.767,25,25,25,25,25,25,0.16488,0.20855,11.337,11.337,11.337,11.337,11.337,11.337,6.9017,1
"7",14.044,36.765,25,25,25,25,25,25,0.21974,0.28366,11.371,11.371,11.371,11.371,11.371,11.371,7.7544,1
"8",14.052,36.766,25,25,25,25,25,25,0.19515,0.2555,11.367,11.367,11.367,11.367,11.367,11.367,7.1344,1
"9",14.031,36.766,25,25,25,25,25,25,0.18589,0.24589,11.377,11.377,11.377,11.377,11.377,11.377,6.6912,1
"10",14.001,36.766,25,25,25,25,25,25,0.19357,0.25808,11.391,11.391,11.391,11.391,11.391,11.391,6.7688,1
"11",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"12",7.962,15.81,23.558,24.934,24.999,25,25,25,0.13924,14.347,16.977,17.038,17.039,17.039,17.039,17.039,4.2544,1
"13",8.0099,15.835,23.562,24.934,24.999,25,25,25,0.083714,14.307,16.929,16.99,16.99,16.99,16.99,16.99,3.334,1
"14",7.9727,15.815,23.559,24.934,24.999,25,25,25,0.092998,14.338,16.966,17.027,17.028,17.028,17.028,17.028,2.6029,1
"15",7.8999,15.776,23.552,24.934,24.999,25,25,25,0.17922,14.4,17.04,17.101,17.101,17.101,17.101,17.101,3.716,1
"16",7.8948,15.773,23.552,24.934,24.999,25,25,25,0.15255,14.404,17.044,17.106,17.106,17.106,17.106,17.106,2.853,1
"17",7.8912,15.771,23.552,24.934,24.999,25,25,25,0.13487,14.407,17.048,17.109,17.109,17.109,17.109,17.109,1.8465,1
"18",7.8941,15.773,23.552,24.934,24.999,25,25,25,0.12215,14.404,17.045,17.106,17.106,17.106,17.106,17.106,0.7291,1
"19",7.9242,15.789,23.554,24.934,24.999,25,25,25,0.144,14.379,17.015,17.076,17.076,17.076,17.076,17.076,1.2512,1
"20",7.8567,15.753,23.549,24.934,24.999,25,25,25,0.25253,14.438,17.084,17.145,17.145,17.145,17.145,17.145,5.2796,1
"21",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"22",45.508,36.062,26.736,25.079,25.001,25,25,25,0.14225,17.269,20.435,20.508,20.509,20.509,20.509,20.509,4.4398,1
"23",45.49,36.052,26.735,25.079,25.001,25,25,25,0.032775,17.253,20.416,20.49,20.49,20.49,20.49,20.49,2.5836,1
"24",45.658,36.143,26.749,25.08,25.001,25,25,25,0.34039,17.398,20.587,20.661,20.661,20.661,20.661,20.661,5.3913,1
"25",45.558,36.089,26.74,25.079,25.001,25,25,25,0.35106,17.314,20.487,20.56,20.561,20.561,20.561,20.561,5.9171,1
"26",45.543,36.081,26.739,25.079,25.001,25,25,25,0.30002,17.301,20.472,20.545,20.546,20.546,20.546,20.546,5.7418,1
"27",45.548,36.084,26.74,25.079,25.001,25,25,25,0.26487,17.305,20.476,20.55,20.55,20.55,20.55,20.55,5.4044,1
"28",45.561,36.091,26.741,25.079,25.001,25,25,25,0.24179,17.315,20.488,20.562,20.562,20.562,20.562,20.562,5.0102,1
"29",45.495,36.055,26.735,25.079,25.001,25,25,25,0.29593,17.26,20.424,20.497,20.497,20.497,20.497,20.497,6.4757,1
"30",45.488,36.051,26.734,25.079,25.001,25,25,25,0.27605,17.254,20.416,20.49,20.49,20.49,20.49,20.49,6.1702,1
"31",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"32",11.385,17.656,23.847,24.947,24.999,25,25,25,0.13537,11.465,13.566,13.615,13.615,13.615,13.615,13.615,4.0301,1
"33",11.461,17.697,23.854,24.948,24.999,25,25,25,0.13139,11.401,13.491,13.54,13.54,13.54,13.54,13.54,3.5577,1
"34",11.549,17.744,23.861,24.948,24.999,25,25,25,0.19574,11.328,13.404,13.453,13.453,13.453,13.453,13.453,3.8557,1
"35",11.575,17.758,23.863,24.948,24.999,25,25,25,0.16536,11.306,13.378,13.426,13.427,13.427,13.427,13.427,3.2324,1
"36",11.565,17.753,23.863,24.948,24.999,25,25,25,0.14227,11.314,13.388,13.436,13.436,13.436,13.436,13.436,2.3326,1
"37",11.606,17.775,23.866,24.948,24.999,25,25,25,0.1668,11.279,13.347,13.395,13.395,13.395,13.395,13.395,2.6641,1
"38",11.564,17.753,23.863,24.948,24.999,25,25,25,0.19205,11.315,13.389,13.437,13.437,13.437,13.437,13.437,3.2028,1
"39",11.612,17.778,23.867,24.948,24.999,25,25,25,0.22664,11.276,13.342,13.39,13.39,13.39,13.39,13.39,4.1828,1
"40",11.57,17.756,23.863,24.948,24.999,25,25,25,0.24829,11.311,13.384,13.432,13.432,13.432,13.432,13.432,4.8999,1
"41",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"42",6.3041,14.915,23.417,24.928,24.999,25,25,25,0.14242,15.743,18.629,18.696,18.696,18.696,18.696,18.696,4.3473,1
"43",6.2069,14.863,23.409,24.927,24.999,25,25,25,0.16832,15.826,18.726,18.794,18.794,18.794,18.794,18.794,4.1334,1
"44",6.0916,14.801,23.399,24.927,24.999,25,25,25,0.25714,15.924,18.842,18.91,18.91,18.91,18.91,18.91,4.7419,1
"45",6.2567,14.89,23.413,24.928,24.999,25,25,25,0.41954,15.788,18.681,18.748,18.748,18.748,18.748,18.748,6.3594,1
"46",6.1845,14.851,23.407,24.927,24.999,25,25,25,0.39701,15.848,18.752,18.82,18.82,18.82,18.82,18.82,6.7744,1
"47",6.2212,14.871,23.41,24.927,24.999,25,25,25,0.36363,15.817,18.715,18.782,18.782,18.782,18.782,18.782,6.8988,1
"48",6.2206,14.87,23.41,24.927,24.999,25,25,25,0.32854,15.817,18.715,18.782,18.782,18.782,18.782,18.782,6.7592,1
"49",6.1931,14.855,23.408,24.927,24.999,25,25,25,0.31275,15.839,18.742,18.809,18.81,18.81,18.81,18.81,6.7767,1
"50",6.2325,14.877,23.411,24.927,24.999,25,25,25,0.31642,15.806,18.703,18.77,18.77,18.77,18.77,18.77,7.1742,1
"51",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"52",7.6899,15.663,23.535,24.933,24.999,25,25,25,0.13916,14.577,17.249,17.311,17.311,17.311,17.311,17.311,4.2703,1
"53",7.5224,15.572,23.52,24.932,24.999,25,25,25,0.29193,14.72,17.417,17.48,17.48,17.48,17.48,17.48,4.6115,1
"54",7.5185,15.57,23.52,24.932,24.999,25,25,25,0.19471,14.722,17.42,17.483,17.483,17.483,17.483,17.483,4.1071,1
"55",7.5735,15.6,23.525,24.933,24.999,25,25,25,0.1972,14.675,17.365,17.428,17.428,17.428,17.428,17.428,4.0216,1
"56",7.4222,15.518,23.512,24.932,24.999,25,25,25,0.40922,14.807,17.52,17.582,17.583,17.583,17.583,17.583,6.8275,1
"57",7.4238,13.903,22.275,24.857,25.079,25.023,25.002,25,0.40918,9.4545,9.4567,0.52814,9.6378,12.277,12.436,12.438,10.42,1
"58",7.4373,13.772,19.803,24.876,28.568,30.743,31.525,31.227,0.40733,0.5144,0.55014,0.52472,1.2285,2.8277,5.118,7.8751,12.529,1
"59",7.5092,13.768,19.76,24.876,28.707,31.091,32.106,32.01,0.4087,0.52176,0.55501,0.53368,1.2098,2.7301,4.9117,7.5626,13.098,1
"60",7.5071,13.781,19.775,24.894,28.738,31.145,32.19,32.123,0.3741,0.47905,0.50247,0.424,1.0488,2.5301,4.6749,7.3056,13.347,1
"61",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"62",4.8643,14.139,23.295,24.922,24.999,25,25,25,0.14228,16.956,20.064,20.136,20.136,20.136,20.136,20.136,4.4215,1
"63",4.8648,8.3199,15.028,21.421,25.159,26.262,26.011,25.509,0.14228,4.506,4.506,0.14228,6.1933,11.033,13.48,14.277,8.1177,1
"64",4.8638,9.9283,15.555,21.421,27.188,32.532,37.175,40.907,0.0041722,0.0041722,0.054621,0.0041722,0.31143,0.99173,2.1026,3.6489,9.3629,1
"65",4.6049,9.9296,15.634,21.404,26.929,31.926,36.169,39.499,0.4132,0.45824,0.48206,0.47787,0.96321,1.9837,3.4269,5.2375,10.32,1
"66",4.487,9.9222,15.652,21.409,26.93,31.978,36.353,39.913,0.36394,0.4258,0.44692,0.44484,0.88892,1.8166,3.1314,4.794,10.713,1
"67",4.4817,9.8383,15.566,21.405,27.093,32.381,37.056,40.953,0.32008,0.33561,0.35598,0.3913,0.74104,1.4886,2.6067,4.0839,10.824,1
"68",4.4804,9.8384,15.556,21.405,27.155,32.58,37.484,41.703,0.27978,0.28086,0.28719,0.33578,0.64847,1.2786,2.2269,3.5025,10.642,1
"69",4.4785,9.8512,15.521,21.268,26.875,32.133,36.862,40.915,0.2748,0.27549,0.27933,0.29042,0.53892,1.1094,1.9933,3.1988,10.839,1
"70",4.4779,9.8523,15.517,21.256,26.853,32.103,36.826,40.878,0.25223,0.25295,0.25581,0.2524,0.46543,0.99794,1.8421,3.0087,10.488,1
"71",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"72",25,24.986,24.684,22.984,21.263,22.984,24.684,24.986,3.74,3.7399,3.7266,3.1502,0.14132,3.1502,3.7266,3.7399,2.738,1
"73",25.005,25.092,25.61,25.808,21.259,14.93,17.22,22.693,7.597,7.5941,7.4072,5.2079,0.14142,0.14142,5.2079,7.4072,6.6158,1
"74",25.006,25.099,25.625,25.786,21.258,15.036,17.224,22.634,7.5289,7.5256,7.3273,5.1133,0.20963,0.18156,5.1126,7.3273,6.4485,1
"75",25.006,25.098,25.624,25.789,21.259,15.028,17.224,22.639,7.5325,7.5293,7.3319,5.1181,0.14903,0.1217,5.1176,7.3319,5.4802,1
"76",42.278,37.809,32.763,27.216,21.265,15.024,8.6159,2.1753,1.9816,1.2116,0.67152,0.32546,0.14688,0.12035,0.13181,0.14749,8.6616,1
"77",36.492,34.538,31.293,26.806,21.27,15.017,8.4848,2.1647,3.8617,2.2208,1.0666,0.38839,0.12884,0.10466,0.11489,0.12889,7.8014,1
"78",42.568,38.343,33.323,27.641,21.468,15.012,8.4984,2.1639,2.8368,1.685,0.88393,0.3997,0.19729,0.18213,0.18902,0.22475,9.2872,1
"79",45.089,39.79,34.01,27.859,21.462,14.954,8.4762,2.1696,2.2705,1.4171,0.80261,0.40431,0.21607,0.19544,0.20328,0.24584,9.4566,1
"80",43.602,38.93,33.597,27.725,21.468,14.997,8.4995,2.1648,2.5938,1.5836,0.87227,0.42822,0.22641,0.20191,0.21148,0.25762,9.5315,1
"81",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"82",25,25,25,25.031,25.669,29.265,32.906,29.265,7.9072,7.9072,7.9072,7.9072,7.8789,6.6587,0.14206,6.6587,3.4867,1
"83",24.951,24.77,24.254,23.459,23.512,26.53,32.908,38.925,11.324,11.317,11.221,10.566,8.2563,3.9234,0.14204,0.14204,7.0233,1
"84",16.53,12.699,10.228,11.031,16.055,24.274,32.907,38.927,12.228,9.738,6.1591,2.46,0.0038775,0.56261,0.0038775,0.0038775,10.354,1
"85",25,25.002,25.051,24.437,16.055,10.529,32.907,38.927,11.743,11.743,11.716,9.8522,0.003877,0.003877,0.003877,0.003877,15.051,1
"86",25,25.002,25.047,24.427,16.055,10.533,33.004,38.926,11.758,11.758,11.733,9.8882,0.19531,0.1953,0.16915,0.19531,14.847,1
"87",25,25.002,25.045,24.421,16.055,10.531,33.004,38.888,11.746,11.746,11.72,9.8857,0.14858,0.14858,0.12868,0.12868,14.084,1
"88",25,25.002,25.043,24.415,16.055,10.531,33.004,38.852,11.734,11.734,11.709,9.8835,0.1419,0.1419,0.12289,0.11586,13.312,1
"89",25,25.002,25.046,24.425,16.055,10.532,33.004,38.913,11.754,11.754,11.728,9.8872,0.19414,0.19414,0.16813,0.15349,13.833,1
"90",25,25.002,25.039,24.399,16.055,10.545,33,38.774,11.71,11.71,11.686,9.8808,0.42745,0.42741,0.37023,0.33117,17.318,1
"91",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"92",25.001,25.047,26.019,31.494,37.04,31.494,26.019,25.047,12.041,12.04,11.997,10.139,0.14224,10.139,11.997,12.04,3.9072,1
"93",25.001,25.048,26.046,31.667,37.36,31.667,26.046,25.048,12.373,12.373,12.329,10.423,0.56866,10.423,12.329,12.373,4.9325,1
"94",25,25,25,25,37.362,10.191,25,25,13.654,13.654,13.654,13.654,0.5687,0.65655,13.654,13.654,9.0642,1
"95",25,25,25,25,37.359,10.197,31.533,25,11.772,11.772,11.772,11.772,0.56863,0.65643,0.65643,11.772,12.652,1
"96",25,25,25,25,37.362,10.191,31.536,42.619,13.48,13.48,13.48,13.48,0.5687,0.65655,0.65655,0.65655,17.079,1
"97",25,25,25,25,37.365,10.184,31.539,42.53,13.447,13.447,13.447,13.447,0.42166,0.48684,0.48684,0.42166,17.469,1
"98",25,25,25,25,37.365,10.183,31.539,42.659,13.489,13.489,13.489,13.489,0.40836,0.47148,0.47148,0.38501,17.941,1
"99",25,25,25,25,37.408,10.181,31.54,42.66,13.498,13.498,13.498,13.498,0.33847,0.41449,0.41449,0.33847,17.951,1
"100",25,25,25,25,37.407,9.7897,31.539,42.659,13.608,13.608,13.608,13.608,0.41532,0.4405,0.50859,0.41532,19.545,1
"101",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"102",25,25,25,24.999,24.941,23.714,16.807,9.8119,15.189,15.189,15.189,15.189,15.189,15.134,12.79,0.13702,4.1395,1
"103",25,25,25,25.132,26.014,25.128,23.024,9.8125,10.764,10.764,10.764,10.672,0.13701,10.672,10.672,0.13701,7.5903,1
"104",43.973,40.697,36.472,31.49,26.014,20.355,14.847,9.8113,3.0421,1.6784,0.73979,0.20572,0.0009626,0.0009626,0.053381,0.0009626,9.2211,1
"105",45.213,43.459,38.771,32.432,26.014,20.355,15.196,9.8113,9.7938,5.7574,2.4943,0.61021,0.00096308,0.00096308,0.00096308,0.00096308,11.383,1
"106",45.091,43.395,38.747,32.426,26.013,20.357,15.194,9.798,9.8674,5.8236,2.5378,0.62986,0.027148,0.027136,0.027136,0.023512,9.208,1
"107",46.873,41.807,36.587,31.258,25.867,20.464,15.097,9.814,1.5649,1.0195,0.597,0.30085,0.15929,0.1592,0.1592,0.15929,8.5229,1
"108",47.462,42.17,36.777,31.325,25.858,20.423,15.062,9.8181,1.3766,0.90059,0.53381,0.27743,0.15097,0.14333,0.1451,0.15128,7.9206,1
"109",47.472,42.13,36.726,31.29,25.852,20.442,15.09,9.8243,1.1628,0.76666,0.45989,0.24582,0.14092,0.13091,0.13091,0.14092,7.0903,1
"110",47.586,42.215,36.779,31.313,25.854,20.436,15.097,9.8693,1.1717,0.76966,0.46085,0.24642,0.14107,0.13096,0.13079,0.13391,6.5422,1
"111",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"112",25,25,24.964,24.215,19.996,15.723,19.996,24.215,9.2784,9.2784,9.2784,9.2451,7.8132,0.13924,7.8132,9.2451,3.6466,1
"113",25.669,26.415,26.968,25.98,22.073,15.72,9.984,8.2514,12.417,12.056,10.727,7.6817,3.3578,0.13922,0.13922,3.3578,7.0825,1
"114",39.828,36.747,32.542,27.415,21.676,15.722,9.9819,4.8745,5.3233,3.3483,1.8128,0.77198,0.20192,0.0014984,0.0014984,0.0014984,8.3536,1
"115",39.82,36.411,32.091,27.03,21.473,15.714,10.074,4.8728,5.2262,3.477,2.0933,1.0937,0.4581,0.16543,0.14296,0.16543,8.0028,1
"116",40.127,36.717,32.356,27.227,21.589,15.757,10.073,4.873,4.9938,3.2299,1.8604,0.90576,0.33715,0.11492,0.11443,0.1323,7.1561,1
"117",21.326,22.485,23.32,22.841,20.313,15.747,10.08,4.8699,6.3418,3.8047,1.7963,0.57742,0.13116,0.11283,0.11283,0.13116,8.4786,1
"118",24.558,25.368,25.329,23.823,20.544,15.713,10.107,4.86,6.497,4.0565,2.0556,0.73884,0.22891,0.22076,0.2208,0.26144,9.9987,1
"119",26.066,26.581,26.075,24.111,20.545,15.65,10.109,4.8589,5.861,3.5927,1.8011,0.65774,0.22644,0.2094,0.21615,0.25796,9.709,1
"120",25.087,25.838,25.65,23.964,20.543,15.653,10.064,4.8586,5.9079,3.6202,1.8071,0.64964,0.21023,0.19469,0.19471,0.23969,9.2331,1
"121",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"122",25,24.993,24.847,24.028,23.199,24.028,24.847,24.993,1.807,1.807,1.8005,1.5235,0.14127,1.5235,1.8005,1.807,2.0106,1
"123",25,24.993,24.855,24.078,23.291,24.078,24.855,24.993,1.7166,1.7166,1.7105,1.4481,0.1608,1.4481,1.7105,1.7166,1.6935,1
"124",25,25.002,25.074,25.532,23.285,17.844,21.445,24.664,5.2059,5.2059,5.2002,4.5431,0.16089,0.18576,4.5433,5.2002,5.7584,1
"125",39.697,36.845,33.049,28.454,23.286,17.832,12.418,7.3696,3.6988,2.2506,1.1726,0.4637,0.14973,0.16838,0.17206,0.51413,7.9396,1
"126",40.285,36.809,32.784,28.254,23.276,17.925,12.289,6.4654,2.1225,1.3271,0.74125,0.35153,0.17402,0.17584,0.17633,0.19833,9.3457,1
"127",39.019,35.979,32.314,28.058,23.265,18.01,12.388,6.5102,2.4736,1.5446,0.86323,0.41666,0.21869,0.21183,0.20835,0.24773,9.8421,1
"128",39.992,36.658,32.744,28.292,23.36,18.024,12.376,6.5219,2.4348,1.5304,0.85856,0.41451,0.22692,0.23078,0.22803,0.27076,10.065,1
"129",43.164,38.678,33.832,28.69,23.32,17.801,12.214,6.6434,2.9092,1.9194,1.1475,0.61843,0.38505,0.37408,0.37841,0.44891,12.621,1
"130",43.241,38.689,33.815,28.672,23.318,17.819,12.242,6.6581,2.6191,1.7256,1.0324,0.56109,0.35521,0.3414,0.34167,0.41032,12.587,1
"131",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"132",25.001,25.064,26.41,33.982,41.652,33.982,26.41,25.064,16.652,16.652,16.592,14.022,0.13847,14.022,16.592,16.652,4.2315,1
"133",25.004,25.173,27.411,36.312,41.651,30.417,23.527,24.371,12.382,12.382,12.256,9.394,0.13847,0.13847,9.394,12.256,7.658,1
"134",25.019,25.313,27.484,34.645,41.652,30.417,8.7612,7.63,16.305,16.289,15.643,10.113,0.023037,0.023037,0.023037,10.113,11.897,1
"135",25,25,25.027,28.181,41.652,30.417,8.7612,25.271,12.129,12.129,12.129,11.86,0.023037,0.023037,0.023037,0.023037,15.592,1
"136",25,25,25.032,28.325,41.751,30.416,8.7636,25.27,12.179,12.179,12.179,11.885,0.17288,0.19963,0.19963,0.19963,15.41,1
"137",25,25,25.035,28.387,41.751,30.31,8.7638,25.27,12.175,12.175,12.175,11.869,0.17857,0.17857,0.20619,0.20619,15.278,1
"138",25,25,25.022,28.044,41.748,30.309,8.4501,25.269,12.247,12.247,12.247,12.005,0.34798,0.34798,0.34798,0.40177,17.159,1
"139",25,25,25.03,28.265,41.749,30.309,8.4492,25.169,12.269,12.269,12.269,11.985,0.31384,0.31384,0.31384,0.31384,17.25,1
"140",25,25,25.029,28.25,41.738,30.309,8.4484,25.169,12.264,12.264,12.264,11.982,0.26508,0.28115,0.28115,0.28115,16.959,1
"141",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"142",25.001,25.082,26.799,36.461,46.248,36.461,26.799,25.082,21.248,21.248,21.172,17.892,0.12677,17.892,21.172,21.248,4.4752,1
"143",25.001,25.082,26.806,36.504,46.328,36.504,26.806,25.082,21.328,21.328,21.251,17.959,0.13789,17.959,21.251,21.328,4.0604,1
"144",25,25.001,25.205,31.899,46.327,28.379,24.107,24.968,15.269,15.269,15.269,14.455,0.13789,0.15921,14.455,15.269,7.8208,1
"145",25,25,25.183,31.696,46.327,28.283,24.148,24.972,15.259,15.259,15.258,14.493,0.15294,0.15294,14.493,15.258,7.611,1
"146",26.282,30.822,41.099,50.925,46.327,28.284,15.997,16.889,18.012,17.61,14.795,7.2133,0.15293,0.15293,0.17658,7.2146,11.03,1
"147",25,25,25,25,46.327,28.282,15.997,40.36,13.988,13.988,13.988,13.988,0.15294,0.15294,0.1766,0.1766,15.599,1
"148",25,25,25,25,46.327,28.283,15.997,40.391,13.997,13.997,13.997,13.997,0.12834,0.12834,0.14819,0.12834,14.76,1
"149",25,25,25,25,46.327,28.283,15.997,40.375,13.992,13.992,13.992,13.992,0.11375,0.11375,0.13134,0.10724,13.642,1
"150",25,25,25,25,46.327,28.282,15.997,40.325,13.979,13.979,13.979,13.979,0.13833,0.13833,0.15973,0.12628,13.803,1
"151",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"152",25,25.018,25.403,27.569,29.762,27.569,25.403,25.018,4.7642,4.7642,4.7472,4.0124,0.14105,4.0124,4.7472,4.7642,2.9801,1
"153",25,25.019,25.421,27.681,29.971,27.681,25.421,25.019,4.9845,4.9845,4.9667,4.202,0.37336,4.202,4.9667,4.9845,3.6022,1
"154",25,25.019,25.419,27.667,29.945,27.667,25.419,25.019,4.9518,4.9518,4.9341,4.1719,0.25676,4.1719,4.9341,4.9518,3.3985,1
"155",25,25.019,25.42,27.674,29.957,27.674,25.42,25.019,4.9614,4.9614,4.9436,4.1792,0.20432,4.1792,4.9436,4.9614,2.8713,1
"156",25,25.019,25.421,27.683,29.973,27.683,25.421,25.019,4.9766,4.9766,4.9587,4.1916,0.17754,4.1916,4.9587,4.9766,2.225,1
"157",24.872,24.435,23.828,24.993,29.975,35.254,34.95,30.384,8.0581,7.9605,7.0575,3.9346,0.17756,0.22917,3.9379,7.058,5.735,1
"158",12.765,16.002,20.077,24.816,29.975,35.263,40.368,44.985,3.9526,2.4507,1.2973,0.51213,0.17254,0.21284,0.22036,0.61965,7.3638,1
"159",10.432,15.024,19.842,24.842,29.978,35.199,40.453,45.687,1.6837,1.0816,0.61709,0.29704,0.1635,0.18018,0.18216,0.20553,8.0708,1
"160",10.122,14.814,19.719,24.79,29.977,35.227,40.487,45.702,1.5237,0.9711,0.5514,0.26897,0.15531,0.16477,0.16371,0.19402,7.4379,1
"161",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"162",25,25.02,25.431,27.749,30.096,27.749,25.431,25.02,5.098,5.0979,5.0797,4.2934,0.141,4.2934,5.0797,5.0979,3.0478,1
"163",24.883,24.454,23.801,24.922,30.099,35.647,35.234,30.394,8.3457,8.2584,7.3779,4.1637,0.141,0.141,4.1637,7.3779,6.6155,1
"164",8.4324,13.638,19.026,24.534,30.098,35.649,41.123,46.454,0.60414,0.30615,0.12375,0.031169,9.5553e-05,9.5553e-05,9.556e-05,0.031169,8.1084,1
"165",8.0752,10.964,16.677,23.608,30.098,35.65,41.123,47.616,12.576,7.482,3.2757,0.80809,9.5507e-05,9.5507e-05,9.5508e-05,9.5507e-05,12.317,1
"166",17.465,18.529,21.192,25.184,30.098,35.65,41.64,47.616,12.576,7.482,3.2757,0.80809,9.5507e-05,9.5507e-05,8.2709e-05,9.5507e-05,58411000,1
"167",13.9,15.54,19.291,24.438,30.098,35.812,41.639,47.616,12.576,7.482,3.2757,0.80809,9.5507e-05,8.2709e-05,8.271e-05,9.5504e-05,64187000,1
"168",13.418,15.108,18.981,24.276,30.049,35.812,41.64,47.616,12.576,7.482,3.2757,0.80809,8.271e-05,8.2711e-05,8.271e-05,9.5507e-05,64711000,1
"169",11.181,13.232,17.788,23.807,30.049,35.914,41.64,47.616,12.576,7.482,3.2757,0.80809,8.271e-05,7.798e-05,8.2709e-05,9.5507e-05,71566000,1
"170",8.5039,11.075,16.5,23.358,30.049,35.914,41.492,47.615,12.576,7.482,3.2757,0.80809,8.271e-05,7.7981e-05,7.7979e-05,9.5505e-05,85859000,1
"171",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"172",25,24.985,24.661,22.84,20.996,22.84,24.661,24.985,4.0066,4.0066,3.9922,3.3746,0.14127,3.3746,3.9922,4.0066,2.8069,1
"173",25.04,25.284,25.888,25.377,20.992,15.925,16.82,21.375,7.0162,6.9887,6.5015,3.9635,0.14133,0.14133,3.9635,6.5015,6.3398,1
"174",39.103,35.025,30.61,25.912,20.993,15.922,10.771,5.6159,0.70069,0.35613,0.14428,0.036404,0.00016484,0.00016484,0.00016484,0.036404,7.9615,1
"175",28.782,28.922,27.798,25.126,20.993,15.922,10.771,6.507,3.3453,1.7412,0.68001,0.1534,0.00016477,0.00016477,0.00016477,0.00016477,8.2714,1
"176",30.51,30.036,28.345,25.285,20.993,15.922,10.771,6.3304,3.3453,1.7412,0.68001,0.1534,0.00016477,0.00016477,0.00016477,0.00014269,2296900,1
"177",29.051,29.095,27.883,25.151,20.993,15.922,10.771,6.4795,3.3453,1.7412,0.68001,0.1534,0.00017157,0.00017157,0.00017157,0.00014008,6649100,1
"178",29.683,29.503,28.083,25.209,20.993,15.922,10.771,6.4149,3.3453,1.7412,0.68001,0.1534,0.00017157,0.00017157,0.00017157,0.00013564,8347700,1
"179",30.639,30.12,28.386,25.297,20.993,15.922,10.771,6.3174,3.3453,1.7412,0.68001,0.1534,0.00017157,0.00017157,0.00017157,0.0001329,14809000,1
"180",30.194,29.833,28.245,25.256,20.993,15.922,10.771,6.3628,3.3453,1.7412,0.68001,0.1534,0.00017157,0.00017157,0.00017157,0.00013104,16907000,1
"181",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"182",25,24.985,24.663,22.856,21.025,22.856,24.663,24.985,3.9779,3.9778,3.9636,3.3504,0.14128,3.3504,3.9636,3.9778,2.7997,1
"183",25,25,25,25,25,25,25,25,3.9779,3.9778,3.9636,3.3502,0.12236,3.3502,3.9636,3.9778,1.7898,1
"184",25,24.985,24.664,22.856,21.025,22.856,24.664,24.985,3.9748,3.9748,3.9606,3.3471,0.036392,3.3471,3.9606,3.9748,-0.72842,1
"185",25,24.985,24.666,22.873,21.056,22.873,24.666,24.985,3.9445,3.9445,3.9304,3.3217,0.07429,3.3217,3.9304,3.9445,-0.3929,1
