"","mu_ 0","mu_ 1","mu_ 2","mu_ 3","mu_ 4","mu_ 5","mu_ 6","mu_ 7","sig_ 0","sig_ 1","sig_ 2","sig_ 3","sig_ 4","sig_ 5","sig_ 6","sig_ 7","nlml","id"
"1",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"2",24.91,24.819,24.729,24.639,24.548,24.458,24.368,24.277,11.072,11.206,11.425,11.725,12.099,12.542,13.046,13.604,3.8234,1
"3",25.091,25.182,25.273,25.364,25.455,25.547,25.638,25.729,11.524,11.649,11.854,12.135,12.487,12.905,13.381,13.911,7.724,1
"4",25.012,25.025,25.037,25.05,25.062,25.075,25.087,25.1,11.347,11.472,11.679,11.962,12.316,12.735,13.214,13.745,11.533,1
"5",24.931,24.862,24.793,24.724,24.655,24.586,24.517,24.448,11.206,11.332,11.539,11.823,12.178,12.599,13.078,13.61,15.33,1
"6",24.847,24.694,24.541,24.388,24.235,24.082,23.929,23.777,11.127,11.253,11.459,11.743,12.097,12.517,12.995,13.526,19.135,1
"7",24.762,24.524,24.285,24.047,23.809,23.571,23.332,23.094,11.095,11.22,11.426,11.707,12.06,12.478,12.954,13.482,22.959,1
"8",24.676,24.352,24.028,23.704,23.38,23.056,22.732,22.408,11.002,11.127,11.333,11.614,11.967,12.384,12.859,13.387,26.746,1
"9",24.589,24.179,23.768,23.357,22.946,22.536,22.125,21.714,10.934,11.059,11.264,11.545,11.896,12.312,12.786,13.312,30.542,1
"10",24.502,24.003,23.505,23.007,22.509,22.01,21.512,21.014,10.875,11,11.204,11.484,11.834,12.249,12.721,13.245,34.341,1
"11",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"12",24.941,24.883,24.824,24.765,24.707,24.648,24.589,24.53,17.038,17.126,17.271,17.472,17.726,18.033,18.389,18.791,4.2544,1
"13",24.882,24.764,24.646,24.527,24.409,24.291,24.173,24.055,16.931,17.019,17.164,17.365,17.621,17.928,18.284,18.687,8.4997,1
"14",24.823,24.645,24.468,24.29,24.113,23.935,23.758,23.581,16.909,16.996,17.141,17.342,17.597,17.904,18.259,18.661,12.751,1
"15",24.764,24.527,24.291,24.055,23.818,23.582,23.346,23.109,16.923,17.01,17.155,17.355,17.609,17.914,18.268,18.669,17.012,1
"16",24.704,24.407,24.111,23.814,23.518,23.222,22.925,22.629,16.868,16.955,17.099,17.299,17.553,17.858,18.212,18.613,21.257,1
"17",24.643,24.286,23.929,23.572,23.215,22.859,22.502,22.145,16.811,16.898,17.042,17.242,17.496,17.801,18.155,18.555,25.499,1
"18",24.582,24.164,23.746,23.328,22.91,22.492,22.074,21.656,16.747,16.834,16.978,17.178,17.432,17.737,18.091,18.491,29.735,1
"19",24.52,24.039,23.559,23.079,22.598,22.118,21.638,21.157,16.655,16.742,16.886,17.087,17.341,17.646,18.001,18.401,33.954,1
"20",24.46,23.92,23.38,22.84,22.3,21.76,21.22,20.68,16.663,16.75,16.894,17.094,17.347,17.651,18.004,18.403,38.22,1
"21",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"22",25.049,25.098,25.146,25.195,25.244,25.293,25.341,25.39,20.509,20.581,20.702,20.87,21.084,21.343,21.645,21.988,4.4398,1
"23",25.098,25.196,25.294,25.391,25.489,25.587,25.685,25.783,20.441,20.514,20.634,20.803,21.017,21.276,21.578,21.921,8.8753,1
"24",25.146,25.292,25.438,25.584,25.729,25.875,26.021,26.167,20.563,20.636,20.756,20.922,21.135,21.392,21.691,22.032,13.334,1
"25",25.196,25.392,25.588,25.784,25.98,26.176,26.372,26.567,20.413,20.486,20.606,20.774,20.987,21.245,21.546,21.888,17.755,1
"26",25.246,25.491,25.737,25.983,26.228,26.474,26.72,26.966,20.349,20.421,20.542,20.71,20.923,21.181,21.482,21.825,22.184,1
"27",25.296,25.591,25.887,26.182,26.478,26.773,27.069,27.364,20.303,20.376,20.496,20.664,20.877,21.136,21.436,21.779,26.615,1
"28",25.345,25.691,26.036,26.382,26.727,27.072,27.418,27.763,20.265,20.338,20.458,20.626,20.839,21.097,21.398,21.74,31.046,1
"29",25.397,25.794,26.191,26.588,26.985,27.382,27.779,28.176,20.149,20.222,20.343,20.511,20.725,20.984,21.285,21.628,35.446,1
"30",25.448,25.896,26.344,26.792,27.24,27.688,28.136,28.583,20.091,20.164,20.285,20.453,20.667,20.925,21.227,21.57,39.862,1
"31",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"32",24.927,24.853,24.78,24.706,24.633,24.559,24.486,24.412,13.615,13.724,13.904,14.152,14.465,14.839,15.268,15.749,4.0301,1
"33",24.851,24.703,24.554,24.406,24.257,24.109,23.96,23.812,13.465,13.575,13.755,14.005,14.319,14.694,15.125,15.608,8.0436,1
"34",24.774,24.549,24.323,24.098,23.872,23.647,23.421,23.196,13.301,13.412,13.594,13.845,14.161,14.537,14.971,15.455,12.038,1
"35",24.697,24.394,24.091,23.788,23.485,23.182,22.879,22.575,13.198,13.308,13.491,13.742,14.058,14.436,14.869,15.354,16.031,1
"36",24.619,24.238,23.858,23.477,23.096,22.715,22.334,21.954,13.129,13.24,13.422,13.673,13.989,14.366,14.799,15.284,20.028,1
"37",24.539,24.078,23.616,23.155,22.694,22.233,21.771,21.31,13.008,13.119,13.302,13.553,13.87,14.248,14.682,15.167,23.996,1
"38",24.46,23.921,23.381,22.842,22.302,21.763,21.223,20.683,12.972,13.082,13.264,13.515,13.831,14.208,14.64,15.124,27.998,1
"39",24.377,23.754,23.131,22.508,21.886,21.263,20.64,20.017,12.842,12.953,13.135,13.387,13.704,14.081,14.515,14.999,31.944,1
"40",24.297,23.594,22.892,22.189,21.486,20.783,20.08,19.377,12.804,12.914,13.096,13.347,13.663,14.039,14.471,14.954,35.94,1
"41",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"42",24.947,24.893,24.84,24.786,24.733,24.679,24.626,24.572,18.696,18.776,18.908,19.092,19.326,19.607,19.935,20.307,4.3473,1
"43",24.893,24.787,24.68,24.573,24.466,24.36,24.253,24.146,18.74,18.82,18.951,19.134,19.367,19.647,19.973,20.343,8.7021,1
"44",24.84,24.681,24.521,24.362,24.202,24.043,23.883,23.724,18.803,18.882,19.013,19.195,19.426,19.705,20.029,20.397,13.067,1
"45",24.785,24.57,24.354,24.139,23.924,23.709,23.494,23.279,18.586,18.666,18.798,18.981,19.214,19.495,19.822,20.192,17.383,1
"46",24.731,24.463,24.194,23.925,23.656,23.388,23.119,22.85,18.604,18.683,18.815,18.997,19.229,19.509,19.835,20.204,21.741,1
"47",24.676,24.352,24.028,23.704,23.38,23.056,22.731,22.407,18.511,18.591,18.723,18.905,19.138,19.418,19.745,20.114,26.068,1
"48",24.621,24.242,23.862,23.483,23.104,22.725,22.345,21.966,18.456,18.536,18.667,18.85,19.083,19.363,19.689,20.059,30.402,1
"49",24.566,24.132,23.698,23.264,22.83,22.396,21.962,21.528,18.429,18.508,18.639,18.822,19.054,19.334,19.66,20.029,34.746,1
"50",24.509,24.018,23.527,23.037,22.546,22.055,21.564,21.073,18.333,18.412,18.544,18.727,18.959,19.24,19.566,19.936,39.056,1
"51",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"52",24.942,24.884,24.827,24.769,24.711,24.653,24.596,24.538,17.311,17.397,17.539,17.737,17.988,18.29,18.641,19.038,4.2703,1
"53",24.885,24.77,24.656,24.541,24.426,24.311,24.196,24.082,17.422,17.508,17.649,17.845,18.094,18.393,18.741,19.134,8.5567,1
"54",24.827,24.655,24.482,24.309,24.136,23.964,23.791,23.618,17.367,17.452,17.594,17.789,18.038,18.338,18.685,19.079,12.831,1
"55",24.768,24.536,24.305,24.073,23.841,23.609,23.377,23.145,17.253,17.339,17.48,17.677,17.926,18.226,18.575,18.969,17.088,1
"56",24.712,24.424,24.136,23.848,23.559,23.271,22.983,22.695,17.351,17.436,17.577,17.771,18.019,18.317,18.662,19.053,21.396,1
"57",24.676,24.351,24.027,23.702,23.378,23.053,22.729,22.404,15.893,15.98,16.123,16.323,16.575,16.879,17.23,17.627,25.152,1
"58",24.563,24.127,23.69,23.254,22.817,22.38,21.944,21.507,15.15,15.239,15.386,15.59,15.848,16.158,16.516,16.921,29.043,1
"59",24.507,24.014,23.521,23.028,22.535,22.042,21.549,21.056,15.306,15.394,15.539,15.741,15.996,16.302,16.657,17.057,33.286,1
"60",24.489,23.977,23.466,22.954,22.443,21.931,21.42,20.908,14.475,14.561,14.703,14.9,15.149,15.448,15.795,16.185,36.943,1
"61",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"62",24.95,24.901,24.851,24.801,24.752,24.702,24.652,24.603,20.136,20.21,20.333,20.504,20.722,20.985,21.292,21.64,4.4215,1
"63",24.85,24.699,24.549,24.398,24.248,24.097,23.947,23.797,14.593,14.687,14.844,15.061,15.335,15.663,16.043,16.47,8.2073,1
"64",24.72,24.441,24.161,23.882,23.602,23.322,23.043,22.763,14.523,14.617,14.771,14.985,15.256,15.58,15.955,16.377,12.319,1
"65",24.699,24.397,24.096,23.794,23.493,23.192,22.89,22.589,16.181,16.266,16.408,16.603,16.851,17.15,17.496,17.887,16.851,1
"66",24.663,24.325,23.988,23.65,23.313,22.975,22.638,22.3,17.09,17.171,17.306,17.492,17.729,18.014,18.346,18.721,21.338,1
"67",24.546,24.092,23.638,23.184,22.73,22.276,21.822,21.368,16.573,16.655,16.791,16.98,17.219,17.508,17.842,18.221,25.456,1
"68",24.4,23.8,23.2,22.6,22,21.401,20.801,20.201,15.483,15.567,15.706,15.899,16.143,16.436,16.776,17.16,29.283,1
"69",24.303,23.607,22.91,22.214,21.517,20.821,20.124,19.427,14.416,14.499,14.636,14.826,15.066,15.355,15.69,16.068,32.937,1
"70",24.219,23.438,22.656,21.875,21.094,20.313,19.532,18.751,13.528,13.608,13.742,13.926,14.159,14.439,14.764,15.129,36.523,1
"71",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"72",24.252,23.504,22.756,22.008,21.26,20.512,19.764,19.016,0.00042654,0.00045048,0.00048777,0.00053564,0.00059151,0.00065335,0.0007196,0.00078918,2.8081,1
"73",23.703,22.406,21.108,19.811,18.514,17.217,15.919,14.622,0.00042167,0.00043176,0.00044805,0.00046992,0.00049663,0.00052743,0.00056166,0.00059874,36522000,1
"74",23.574,22.148,20.723,19.297,17.871,16.445,15.019,13.594,0.00042041,0.0004268,0.00043723,0.00045144,0.00046907,0.00048976,0.00051314,0.00053886,44289000,1
"75",23.571,22.143,20.714,19.286,17.857,16.429,15,13.571,2.4071,2.4328,2.475,2.533,2.6056,2.6917,2.79,2.8993,11.308,1
"76",23.293,21.585,19.878,18.171,16.464,14.756,13.049,11.342,5.1181,5.1523,5.2087,5.2867,5.3852,5.5033,5.6397,5.7931,17.336,1
"77",23.146,21.292,19.438,17.585,15.731,13.877,12.023,10.169,4.6873,4.7134,4.7565,4.8163,4.892,4.983,5.0885,5.2076,20.283,1
"78",23.267,21.533,19.8,18.067,16.333,14.6,12.867,11.133,5.0228,5.0481,5.09,5.148,5.2217,5.3104,5.4133,5.5297,23.497,1
"79",23.25,21.5,19.75,18,16.25,14.5,12.75,11,4.6405,4.6616,4.6965,4.745,4.8065,4.8808,4.967,5.0648,26.046,1
"80",23.249,21.498,19.748,17.997,16.246,14.495,12.744,10.994,4.3525,4.3705,4.4002,4.4416,4.4941,4.5576,4.6314,4.7152,28.53,1
"81",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"82",25.885,26.771,27.656,28.541,29.426,30.312,31.197,32.082,3.7069,3.7934,3.9334,4.1213,4.3511,4.6164,4.9116,5.2315,3.4867,1
"83",26.341,27.681,29.022,30.363,31.703,33.044,34.385,35.725,3.3888,3.4291,3.4953,3.5858,3.6989,3.8327,3.985,4.1538,6.9106,1
"84",25.508,26.016,26.524,27.032,27.54,28.048,28.555,29.063,10.135,10.198,10.302,10.445,10.627,10.845,11.097,11.381,11.467,1
"85",25.107,25.214,25.321,25.427,25.534,25.641,25.748,25.855,12.494,12.551,12.644,12.774,12.94,13.139,13.37,13.632,15.888,1
"86",25.259,25.517,25.776,26.035,26.294,26.552,26.811,27.07,11.523,11.571,11.651,11.763,11.904,12.075,12.274,12.5,19.523,1
"87",25.49,25.98,26.469,26.959,27.449,27.939,28.428,28.918,11.28,11.321,11.389,11.482,11.602,11.746,11.915,12.106,23.409,1
"88",25.669,26.337,27.006,27.675,28.343,29.012,29.681,30.349,10.831,10.865,10.923,11.003,11.104,11.228,11.372,11.535,27.143,1
"89",25.815,26.63,27.445,28.26,29.075,29.89,30.705,31.52,10.372,10.401,10.451,10.519,10.607,10.713,10.837,10.978,30.782,1
"90",25.923,26.845,27.768,28.69,29.613,30.535,31.458,32.38,9.8661,9.8917,9.9342,9.9934,10.069,10.161,10.268,10.391,34.264,1
"91",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"92",25.415,25.831,26.246,26.661,27.076,27.492,27.907,28.322,10.991,11.103,11.288,11.542,11.86,12.238,12.67,13.151,3.9072,1
"93",26.166,27.332,28.498,29.664,30.829,31.995,33.161,34.327,7.5245,7.6291,7.8005,8.0342,8.325,8.6673,9.0551,9.4829,7.6275,1
"94",25.125,25.249,25.374,25.498,25.623,25.748,25.872,25.997,13.907,13.982,14.105,14.275,14.492,14.752,15.053,15.394,12.187,1
"95",25.281,25.562,25.844,26.125,26.406,26.687,26.968,27.25,12.326,12.39,12.496,12.643,12.83,13.055,13.315,13.61,15.838,1
"96",25.629,26.258,26.888,27.517,28.146,28.775,29.404,30.033,12.398,12.451,12.538,12.659,12.813,12.998,13.214,13.459,20.007,1
"97",25.896,26.793,27.689,28.586,29.482,30.378,31.275,32.171,11.841,11.884,11.957,12.058,12.187,12.343,12.524,12.731,23.94,1
"98",26.115,27.231,28.346,29.461,30.577,31.692,32.807,33.923,11.205,11.242,11.304,11.389,11.498,11.63,11.784,11.959,27.742,1
"99",26.226,27.451,28.677,29.903,31.128,32.354,33.58,34.806,10.524,10.558,10.615,10.693,10.793,10.914,11.056,11.217,31.259,1
"100",25.854,26.708,27.562,28.416,29.27,30.124,30.978,31.832,12.902,12.937,12.994,13.075,13.178,13.302,13.448,13.614,36.395,1
"101",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"102",24.473,23.947,23.42,22.893,22.366,21.84,21.313,20.786,12.939,13.023,13.161,13.351,13.593,13.882,14.216,14.593,4.1395,1
"103",24.297,23.593,22.89,22.187,21.483,20.78,20.077,19.373,8.776,8.8547,8.9843,9.1627,9.387,9.6542,9.9606,10.303,7.5401,1
"104",24.142,23.285,22.427,21.57,20.712,19.855,18.997,18.14,6.5992,6.6574,6.7533,6.8853,7.0514,7.2493,7.4764,7.7301,10.584,1
"105",23.956,22.913,21.869,20.825,19.781,18.738,17.694,16.65,5.4922,5.5322,5.5983,5.6896,5.8048,5.9425,6.1014,6.2796,13.556,1
"106",23.743,22.485,21.228,19.97,18.713,17.456,16.198,14.941,5.3164,5.3462,5.3954,5.4636,5.5501,5.654,5.7743,5.9101,16.906,1
"107",23.884,22.767,21.651,20.535,19.418,18.302,17.186,16.069,5.7865,5.8156,5.8638,5.9306,6.0154,6.1175,6.236,6.37,20.308,1
"108",23.906,22.811,21.717,20.623,19.528,18.434,17.34,16.246,5.3848,5.4093,5.4499,5.5062,5.5778,5.664,5.7643,5.8779,23.064,1
"109",23.853,22.707,21.56,20.413,19.267,18.12,16.973,15.826,5.0085,5.0285,5.0617,5.1079,5.1666,5.2376,5.3201,5.4139,25.772,1
"110",23.745,22.491,21.236,19.981,18.727,17.472,16.217,14.963,4.9836,5.0006,5.0289,5.0682,5.1184,5.179,5.2497,5.3301,28.966,1
"111",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"112",24.353,23.707,23.06,22.413,21.767,21.12,20.473,19.827,7.1184,7.2399,7.4381,7.707,8.0396,8.4282,8.8656,9.3448,3.6466,1
"113",23.3,21.601,19.901,18.202,16.502,14.802,13.103,11.403,3.1162,3.1647,3.2439,3.3517,3.4854,3.6421,3.8191,4.0136,7.2392,1
"114",23.006,21.013,19.019,17.025,15.031,13.038,11.044,9.0502,3.5332,3.5657,3.6192,3.6928,3.7853,3.8954,4.0216,4.1625,10.843,1
"115",22.929,20.858,18.787,16.716,14.645,12.574,10.503,8.4324,2.7561,2.776,2.809,2.8544,2.9118,2.9805,3.0596,3.1485,13.036,1
"116",23.017,21.035,19.052,17.069,15.086,13.104,11.121,9.1381,2.9306,2.9486,2.9784,3.0195,3.0716,3.1341,3.2064,3.2879,15.616,1
"117",23.143,21.285,19.428,17.571,15.714,13.856,11.999,10.142,3.5542,3.5738,3.606,3.6507,3.7074,3.7755,3.8545,3.9436,18.895,1
"118",23.243,21.485,19.728,17.97,16.213,14.455,12.698,10.94,3.8921,3.9115,3.9436,3.9882,4.0447,4.1128,4.1918,4.2812,21.996,1
"119",23.252,21.504,19.756,18.008,16.259,14.511,12.763,11.015,3.6384,3.6547,3.6817,3.7191,3.7668,3.8242,3.8909,3.9665,24.334,1
"120",23.196,21.391,19.587,17.783,15.978,14.174,12.369,10.565,3.4805,3.4941,3.5167,3.5481,3.5881,3.6364,3.6926,3.7565,26.852,1
"121",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"122",24.639,24.277,23.916,23.554,23.193,22.832,22.47,22.109,0.00043763,0.00046219,0.00050045,0.00054956,0.00060688,0.00067033,0.00073831,0.00080969,2.5937,1
"123",24.657,24.315,23.972,23.629,23.287,22.944,22.601,22.258,0.13264,0.13649,0.14266,0.15089,0.16084,0.17223,0.18479,0.19829,2.323,1
"124",24.357,23.713,23.07,22.426,21.783,21.14,20.496,19.853,2.7383,2.7814,2.8519,2.9478,3.0666,3.2059,3.363,3.5357,8.276,1
"125",24.029,23.058,22.087,21.117,20.146,19.175,18.204,17.233,4.2186,4.2596,4.327,4.4197,4.5361,4.6744,4.8327,5.0092,12.528,1
"126",23.706,22.412,21.118,19.824,18.53,17.236,15.942,14.648,5.5327,5.5686,5.6279,5.7099,5.8136,5.9379,6.0816,6.2432,17.05,1
"127",23.593,22.186,20.779,19.372,17.965,16.558,15.151,13.744,4.9866,5.0138,5.0589,5.1214,5.2006,5.2958,5.4061,5.5307,19.878,1
"128",23.695,22.389,21.084,19.778,18.473,17.167,15.862,14.556,5.16,5.1857,5.2282,5.2872,5.3621,5.4522,5.5568,5.6751,23.016,1
"129",23.681,22.362,21.044,19.725,18.406,17.087,15.769,14.45,4.7757,4.7972,4.8328,4.8822,4.9449,5.0206,5.1086,5.2082,25.592,1
"130",23.611,22.222,20.832,19.443,18.054,16.665,15.275,13.886,4.5545,4.5724,4.6022,4.6436,4.6962,4.7598,4.8338,4.9178,28.349,1
"131",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"132",25.3,25.601,25.901,26.201,26.501,26.802,27.102,27.402,15.913,15.998,16.14,16.336,16.584,16.883,17.23,17.622,4.2315,1
"133",25.686,26.372,27.058,27.744,28.43,29.116,29.803,30.489,10.41,10.501,10.652,10.86,11.122,11.433,11.79,12.19,7.7964,1
"134",25.006,25.013,25.019,25.026,25.032,25.039,25.045,25.052,14.663,14.73,14.842,14.997,15.194,15.431,15.707,16.02,12.346,1
"135",25.013,25.025,25.038,25.05,25.063,25.076,25.088,25.101,12.812,12.869,12.963,13.093,13.258,13.458,13.69,13.953,15.976,1
"136",25.231,25.462,25.693,25.925,26.156,26.387,26.618,26.849,13.58,13.633,13.721,13.843,13.998,14.186,14.404,14.652,20.265,1
"137",25.308,25.616,25.924,26.232,26.54,26.848,27.156,27.464,12.419,12.467,12.546,12.655,12.795,12.964,13.161,13.385,23.83,1
"138",25.004,25.007,25.011,25.014,25.018,25.021,25.025,25.028,13.522,13.565,13.637,13.737,13.865,14.019,14.199,14.404,28.32,1
"139",25.004,25.009,25.013,25.017,25.022,25.026,25.03,25.035,12.639,12.676,12.738,12.824,12.934,13.067,13.222,13.399,31.874,1
"140",25.157,25.315,25.472,25.63,25.787,25.945,26.102,26.26,13.116,13.152,13.212,13.295,13.401,13.53,13.68,13.852,36.174,1
"141",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"142",25.235,25.471,25.706,25.941,26.177,26.412,26.647,26.883,20.674,20.743,20.856,21.014,21.216,21.459,21.743,22.067,4.4752,1
"143",25.5,26,26.5,27,27.5,28,28.5,29,19.428,19.496,19.609,19.766,19.966,20.208,20.49,20.81,8.8977,1
"144",25.744,26.488,27.232,27.976,28.72,29.464,30.208,30.952,15.12,15.192,15.311,15.476,15.686,15.938,16.232,16.564,12.7,1
"145",25.89,26.78,27.669,28.559,29.449,30.339,31.228,32.118,12.749,12.816,12.927,13.08,13.275,13.509,13.781,14.088,16.312,1
"146",25.525,26.05,26.576,27.101,27.626,28.151,28.677,29.202,13.806,13.863,13.958,14.089,14.256,14.458,14.692,14.959,20.435,1
"147",25.777,26.555,27.332,28.11,28.887,29.665,30.442,31.219,12.939,12.988,13.067,13.178,13.319,13.49,13.688,13.914,24.317,1
"148",25.981,26.963,27.944,28.925,29.907,30.888,31.869,32.851,12.063,12.103,12.171,12.264,12.384,12.528,12.697,12.888,28.06,1
"149",26.141,27.282,28.423,29.564,30.704,31.845,32.986,34.127,11.266,11.3,11.357,11.437,11.538,11.661,11.804,11.967,31.674,1
"150",26.263,27.526,28.788,30.051,31.314,32.577,33.84,35.103,10.57,10.599,10.648,10.716,10.803,10.908,11.03,11.17,35.173,1
"151",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"152",25.953,26.906,27.859,28.811,29.764,30.717,31.67,32.623,0.00026791,0.00028294,0.00030636,0.00033643,0.00037152,0.00041036,0.00045198,0.00049567,2.9823,1
"153",25.994,26.988,27.982,28.977,29.971,30.965,31.959,32.953,0.30797,0.31688,0.3312,0.35027,0.37336,0.39977,0.42889,0.46021,3.6023,1
"154",25.989,26.978,27.967,28.956,29.945,30.934,31.923,32.912,0.22386,0.22823,0.23534,0.24494,0.25676,0.27051,0.2859,0.3027,3.3986,1
"155",25.991,26.983,27.974,28.966,29.957,30.949,31.94,32.932,0.18367,0.18638,0.1908,0.19683,0.20432,0.21312,0.22307,0.23403,2.8714,1
"156",25.995,26.989,27.984,28.979,29.973,30.968,31.963,32.957,0.16272,0.16465,0.16781,0.17214,0.17754,0.18394,0.19122,0.19929,2.225,1
"157",26.135,27.269,28.404,29.538,30.673,31.807,32.942,34.076,1.7035,1.7189,1.7443,1.7793,1.8233,1.8756,1.9357,2.0027,13.864,1
"158",26.339,27.678,29.017,30.356,31.694,33.033,34.372,35.711,3.0484,3.0691,3.1032,3.1505,3.2102,3.2817,3.3642,3.457,19.719,1
"159",26.572,28.145,29.717,31.29,32.862,34.435,36.007,37.58,4.2623,4.2841,4.3201,4.37,4.4334,4.5096,4.5981,4.6981,25.094,1
"160",26.669,28.339,30.008,31.678,33.347,35.017,36.686,38.355,4.1748,4.1931,4.2234,4.2655,4.3191,4.3836,4.4586,4.5437,28.025,1
"161",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"162",25.981,26.962,27.942,28.923,29.904,30.885,31.865,32.846,1.0136,1.0684,1.1541,1.2643,1.3932,1.5361,1.6895,1.8508,3.0478,1
"163",26.268,27.535,28.803,30.07,31.338,32.605,33.873,35.14,3.1072,3.1717,3.2764,3.4176,3.5909,3.7921,4.0168,4.2614,6.4634,1
"164",26.609,28.219,29.828,31.438,33.047,34.657,36.266,37.876,3.9731,4.0199,4.0967,4.2018,4.3332,4.4886,4.6656,4.8618,10.282,1
"165",26.916,28.833,30.749,32.665,34.582,36.498,38.414,40.33,5.1074,5.1453,5.208,5.2946,5.4038,5.5343,5.6847,5.8535,14.61,1
"166",27.082,29.165,31.247,33.329,35.412,37.494,39.576,41.659,4.331,4.3577,4.4019,4.4629,4.5402,4.6328,4.7401,4.8608,17.4,1
"167",27.072,29.144,31.217,33.289,35.361,37.433,39.505,41.577,3.9624,3.9839,4.0195,4.0688,4.1313,4.2065,4.2936,4.3919,19.872,1
"168",26.964,28.927,30.891,32.855,34.819,36.782,38.746,40.71,4.3135,4.3347,4.3699,4.4188,4.4808,4.5554,4.642,4.74,23.008,1
"169",26.967,28.934,30.9,32.867,34.834,36.801,38.768,40.735,4.0039,4.0217,4.0512,4.0921,4.1441,4.2067,4.2796,4.3622,25.419,1
"170",27.02,29.04,31.06,33.081,35.101,37.121,39.141,41.161,3.7782,3.793,3.8174,3.8513,3.8944,3.9466,4.0073,4.0762,27.928,1
"171",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"172",24.199,23.397,22.596,21.795,20.993,20.192,19.391,18.589,0.00011407,0.00012047,0.00013044,0.00014324,0.00015818,0.00017472,0.00019244,0.00021104,2.8494,1
"173",23.779,22.557,21.336,20.115,18.893,17.672,16.451,15.229,0.00011276,0.00011546,0.00011982,0.00012567,0.00013281,0.00014105,0.0001502,0.00016011,298680000,1
"174",23.417,21.834,20.252,18.669,17.086,15.503,13.92,12.338,0.00011236,0.00011387,0.00011634,0.00011971,0.00012391,0.00012886,0.00013447,0.00014067,1013700000,1
"175",23.149,21.298,19.447,17.597,15.746,13.895,12.044,10.193,0.00011217,0.00011313,0.00011471,0.00011688,0.00011962,0.00012288,0.00012662,0.00013081,1872700000,1
"176",23.013,21.027,19.04,17.053,15.067,13.08,11.093,9.1068,0.00011209,0.00011279,0.00011395,0.00011555,0.00011758,0.00012001,0.00012283,0.00012599,2349400000,1
"177",22.952,20.903,18.855,16.807,14.758,12.71,10.662,8.6133,0.00011204,0.00011259,0.0001135,0.00011478,0.00011639,0.00011833,0.00012058,0.00012313,2520300000,1
"178",22.899,20.799,18.698,16.598,14.497,12.396,10.296,8.195,0.000112,0.00011246,0.00011322,0.00011427,0.00011561,0.00011722,0.0001191,0.00012124,2.709e+09,1
"179",22.857,20.714,18.572,16.429,14.286,12.143,10,7.8574,0.00011198,0.00011237,0.00011301,0.00011391,0.00011506,0.00011644,0.00011805,0.00011989,2883900000,1
"180",22.837,20.673,18.51,16.347,14.183,12.02,9.8567,7.6934,0.00011196,0.0001123,0.00011286,0.00011365,0.00011465,0.00011585,0.00011727,0.00011888,2939800000,1
"181",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
"182",24.204,23.409,22.613,21.818,21.022,20.227,19.431,18.635,0.0002999,0.00031673,0.00034294,0.0003766,0.00041588,0.00045936,0.00050594,0.00055486,2.8448,1
"183",25,25,25,25,25,25,25,25,0.029784,0.030647,0.032035,0.033882,0.036118,0.038676,0.041497,0.044529,0.95743,1
