"","mu_ 0","mu_ 1","mu_ 2","mu_ 3","mu_ 4","mu_ 5","mu_ 6","mu_ 7","sig_ 0","sig_ 1","sig_ 2","sig_ 3","sig_ 4","sig_ 5","sig_ 6","sig_ 7","nlml","id"
"18729",25.045,25.09,25.134,25.179,25.224,25.269,25.313,25.358,20.115,20.179,20.284,20.43,20.616,20.842,21.106,21.406,35.362,73
"18730",25.088,25.175,25.263,25.351,25.438,25.526,25.614,25.701,20.163,20.226,20.331,20.477,20.662,20.887,21.15,21.449,39.806,73
"18731",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18732",24.175,23.351,22.526,21.701,20.876,20.052,19.227,18.402,0.88889,1.3228,1.83,2.3639,2.9097,3.4619,4.0179,4.5761,1.6117,73
"18733",26.16,27.32,28.479,29.639,30.799,31.959,33.119,34.278,2.5846,2.6375,2.7233,2.8392,2.9815,3.1467,3.3313,3.5325,6.1346,73
"18734",25.183,25.365,25.548,25.73,25.913,26.095,26.278,26.46,10.076,10.158,10.294,10.481,10.717,10.998,11.321,11.683,11.268,73
"18735",25.009,25.018,25.027,25.035,25.044,25.053,25.062,25.071,9.4501,9.5222,9.6412,9.8053,10.012,10.26,10.545,10.864,14.77,73
"18736",25.33,25.661,25.991,26.322,26.652,26.983,27.313,27.644,9.3487,9.4029,9.4925,9.6165,9.7737,9.9625,10.181,10.428,18.526,73
"18737",25.542,26.083,26.625,27.167,27.708,28.25,28.791,29.333,8.8674,8.9098,8.9799,9.0771,9.2007,9.3495,9.5223,9.7179,22.062,73
"18738",25.693,26.385,27.078,27.771,28.463,29.156,29.849,30.542,8.3508,8.3847,8.4409,8.519,8.6184,8.7383,8.8779,9.0364,25.446,73
"18739",25.786,26.573,27.359,28.146,28.932,29.719,30.505,31.292,7.822,7.8496,7.8954,7.9591,8.0403,8.1384,8.2529,8.383,28.647,73
"18740",25.866,26.731,27.597,28.463,29.329,30.194,31.06,31.926,7.3964,7.4194,7.4576,7.5107,7.5785,7.6605,7.7563,7.8653,31.789,73
"18741",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18742",25.817,26.634,27.451,28.267,29.084,29.901,30.718,31.535,5.6792,5.7664,5.9089,6.1029,6.3435,6.6257,6.9445,7.2951,3.7007,73
"18743",25.283,25.566,25.849,26.132,26.416,26.699,26.982,27.265,12.7,12.784,12.922,13.114,13.356,13.646,13.981,14.358,7.9826,73
"18744",25.06,25.12,25.181,25.241,25.301,25.361,25.421,25.482,12.008,12.081,12.202,12.369,12.581,12.835,13.129,13.46,11.769,73
"18745",25.113,25.227,25.34,25.454,25.567,25.68,25.794,25.907,10.448,10.519,10.636,10.798,11.003,11.249,11.533,11.851,15.157,73
"18746",25.34,25.681,26.021,26.362,26.702,27.043,27.383,27.724,11.359,11.426,11.536,11.688,11.881,12.112,12.38,12.683,19.387,73
"18747",25.535,26.071,26.606,27.142,27.677,28.213,28.748,29.284,11.682,11.744,11.848,11.991,12.174,12.393,12.647,12.933,23.496,73
"18748",25.716,26.432,27.148,27.864,28.58,29.297,30.013,30.729,11.751,11.81,11.908,12.044,12.217,12.425,12.666,12.938,27.54,73
"18749",25.884,26.768,27.651,28.535,29.419,30.303,31.186,32.07,11.582,11.639,11.731,11.86,12.024,12.221,12.45,12.709,31.459,73
"18750",26.045,27.09,28.135,29.179,30.224,31.269,32.314,33.359,11.39,11.443,11.531,11.654,11.809,11.996,12.214,12.46,35.351,73
"18751",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18752",25.371,25.742,26.114,26.485,26.856,27.227,27.598,27.97,20.033,20.098,20.205,20.353,20.543,20.773,21.041,21.346,4.4894,73
"18753",25.953,26.905,27.858,28.811,29.764,30.716,31.669,32.622,15.248,15.311,15.416,15.562,15.747,15.97,16.23,16.525,8.7798,73
"18754",27.686,30.372,33.058,35.744,38.43,41.116,43.801,46.487,0.1649,0.16617,0.16828,0.17118,0.17485,0.17922,0.18426,0.18991,6.3827,73
"18755",27.677,30.353,33.03,35.706,38.383,41.059,43.736,46.413,0.20093,0.2021,0.20404,0.20671,0.2101,0.21418,0.21889,0.22421,6.7103,73
"18756",27.685,30.37,33.054,35.739,38.424,41.109,43.794,46.478,0.22818,0.22924,0.231,0.23345,0.23655,0.24029,0.24464,0.24956,7.1663,73
"18757",27.678,30.356,33.034,35.712,38.39,41.067,43.745,46.423,0.24486,0.24581,0.24739,0.24958,0.25237,0.25574,0.25967,0.26413,7.5328,73
"18758",27.679,30.357,33.036,35.715,38.393,41.072,43.751,46.429,0.2239,0.22464,0.22588,0.22761,0.2298,0.23246,0.23556,0.23909,7.0867,73
"18759",27.682,30.364,33.046,35.728,38.41,41.092,43.774,46.456,0.21964,0.22028,0.22134,0.22282,0.22471,0.227,0.22968,0.23273,6.9498,73
"18760",27.684,30.368,33.051,35.735,38.419,41.103,43.787,46.47,0.21001,0.21056,0.21146,0.21273,0.21434,0.21629,0.21857,0.22118,6.5584,73
"18761",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18762",24.94,24.88,24.82,24.76,24.699,24.639,24.579,24.519,16.636,16.726,16.874,17.079,17.34,17.653,18.016,18.426,4.2305,73
"18763",25.334,25.667,26.001,26.334,26.668,27.001,27.335,27.668,15.73,15.805,15.93,16.103,16.323,16.587,16.895,17.242,8.4141,73
"18764",25.721,26.442,27.163,27.884,28.605,29.327,30.048,30.769,13.619,13.683,13.791,13.939,14.128,14.356,14.62,14.919,12.406,73
"18765",26.073,27.147,28.22,29.294,30.367,31.441,32.514,33.588,11.423,11.475,11.563,11.684,11.838,12.024,12.239,12.484,16.144,73
"18766",26.327,27.654,28.981,30.308,31.634,32.961,34.288,35.615,9.7281,9.7694,9.8379,9.933,10.054,10.2,10.37,10.562,19.635,73
"18767",26.495,27.99,29.485,30.98,32.475,33.97,35.465,36.961,8.5686,8.6011,8.6549,8.7297,8.825,8.94,9.074,9.2263,22.947,73
"18768",26.595,28.191,29.786,31.381,32.977,34.572,36.167,37.763,7.7336,7.7596,7.8027,7.8627,7.9391,8.0315,8.1394,8.2622,26.088,73
"18769",26.667,28.334,30.001,31.668,33.336,35.003,36.67,38.337,7.1144,7.1357,7.171,7.2202,7.283,7.359,7.4477,7.5489,29.126,73
"18770",26.707,28.414,30.121,31.828,33.536,35.243,36.95,38.657,6.6238,6.6416,6.6712,6.7123,6.7648,6.8285,6.903,6.9879,32.046,73
"18771",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18772",24.609,24.219,23.828,23.437,23.047,22.656,22.265,21.875,18.873,18.94,19.052,19.207,19.404,19.643,19.922,20.238,4.4383,73
"18773",24.665,24.33,23.996,23.661,23.326,22.991,22.657,22.322,19.214,19.28,19.39,19.543,19.738,19.973,20.248,20.56,8.8092,73
"18774",24.713,24.427,24.14,23.853,23.567,23.28,22.993,22.706,19.354,19.42,19.529,19.681,19.874,20.108,20.381,20.691,13.19,73
"18775",24.763,24.526,24.288,24.051,23.814,23.577,23.34,23.102,19.561,19.626,19.734,19.885,20.076,20.308,20.578,20.886,17.6,73
"18776",24.806,24.612,24.418,24.225,24.031,23.837,23.643,23.449,19.571,19.636,19.744,19.894,20.085,20.316,20.586,20.893,21.985,73
"18777",24.85,24.7,24.55,24.399,24.249,24.099,23.949,23.799,19.598,19.663,19.77,19.92,20.11,20.34,20.61,20.916,26.377,73
"18778",24.892,24.784,24.676,24.568,24.461,24.353,24.245,24.137,19.57,19.635,19.742,19.892,20.082,20.312,20.581,20.886,30.755,73
"18779",24.933,24.866,24.8,24.733,24.666,24.599,24.532,24.465,19.489,19.553,19.661,19.81,20.001,20.231,20.5,20.805,35.11,73
"18780",24.977,24.954,24.93,24.907,24.884,24.861,24.837,24.814,19.511,19.576,19.683,19.832,20.022,20.251,20.519,20.824,39.507,73
"18781",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18782",24.495,23.99,23.485,22.981,22.476,21.971,21.466,20.961,13.706,13.787,13.922,14.108,14.343,14.626,14.954,15.323,4.1819,73
"18783",24.757,24.514,24.271,24.028,23.785,23.542,23.299,23.056,19.179,19.245,19.355,19.508,19.703,19.939,20.214,20.527,8.779,73
"18784",24.83,24.661,24.491,24.321,24.151,23.982,23.812,23.642,20.52,20.584,20.688,20.834,21.02,21.245,21.508,21.807,13.337,73
"18785",24.879,24.758,24.637,24.516,24.395,24.274,24.153,24.032,20.903,20.965,21.068,21.212,21.395,21.617,21.876,22.171,17.844,73
"18786",24.925,24.851,24.776,24.701,24.627,24.552,24.477,24.403,21.222,21.283,21.385,21.526,21.707,21.926,22.182,22.474,22.372,73
"18787",24.967,24.934,24.901,24.867,24.834,24.801,24.768,24.735,21.269,21.33,21.432,21.573,21.753,21.971,22.227,22.517,26.857,73
"18788",25.008,25.017,25.025,25.034,25.042,25.051,25.059,25.068,21.338,21.399,21.5,21.641,21.82,22.038,22.292,22.581,31.354,73
"18789",25.05,25.099,25.149,25.198,25.248,25.297,25.347,25.396,21.383,21.443,21.544,21.684,21.863,22.079,22.333,22.621,35.851,73
"18790",25.09,25.18,25.27,25.36,25.45,25.541,25.631,25.721,21.381,21.441,21.542,21.682,21.86,22.076,22.329,22.618,40.334,73
"18791",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18792",24.951,24.902,24.853,24.803,24.754,24.705,24.656,24.607,20.35,20.423,20.545,20.714,20.93,21.19,21.494,21.84,4.432,73
"18793",25.309,25.618,25.928,26.237,26.546,26.855,27.165,27.474,20.387,20.45,20.556,20.702,20.889,21.116,21.38,21.681,8.9184,73
"18794",25.672,26.344,27.017,27.689,28.361,29.033,29.706,30.378,18.674,18.732,18.83,18.965,19.137,19.346,19.589,19.866,13.283,73
"18795",26.075,27.15,28.226,29.301,30.376,31.451,32.527,33.602,16.271,16.324,16.412,16.535,16.691,16.881,17.102,17.353,17.47,73
"18796",26.487,27.973,29.46,30.947,32.433,33.92,35.407,36.893,13.733,13.779,13.855,13.962,14.097,14.261,14.452,14.67,21.435,73
"18797",26.816,28.631,30.447,32.262,34.078,35.893,37.709,39.524,11.63,11.668,11.732,11.82,11.932,12.067,12.226,12.406,25.134,73
"18798",27.041,29.081,31.122,33.162,35.203,37.243,39.284,41.324,10.195,10.226,10.278,10.35,10.441,10.553,10.683,10.831,28.642,73
"18799",27.183,29.366,31.549,33.732,35.915,38.097,40.28,42.463,9.19,9.2158,9.2585,9.3181,9.3941,9.4862,9.5939,9.7167,31.973,73
"18800",27.288,29.577,31.865,34.153,36.441,38.73,41.018,43.306,8.4647,8.4864,8.5224,8.5725,8.6365,8.7141,8.8049,8.9085,35.216,73
"18801",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18802",24.518,24.036,23.553,23.071,22.589,22.107,21.624,21.142,14.56,14.639,14.769,14.95,15.179,15.455,15.774,16.135,4.2277,73
"18803",23.007,21.014,19.021,17.029,15.036,13.043,11.05,9.0571,1.4113,1.4421,1.4921,1.5593,1.6417,1.7371,1.8435,1.9591,6.7775,73
"18804",24.709,24.418,24.126,23.835,23.544,23.253,22.962,22.67,13.156,13.233,13.361,13.538,13.762,14.032,14.343,14.695,12.057,73
"18805",24.954,24.907,24.861,24.814,24.768,24.722,24.675,24.629,14.061,14.133,14.251,14.414,14.622,14.872,15.162,15.49,16.279,73
"18806",25.148,25.295,25.443,25.591,25.738,25.886,26.034,26.181,14.251,14.318,14.43,14.584,14.781,15.018,15.293,15.605,20.424,73
"18807",25.322,25.645,25.967,26.29,26.612,26.935,27.257,27.58,14.122,14.187,14.293,14.441,14.629,14.855,15.118,15.416,24.496,73
"18808",25.486,25.971,26.457,26.943,27.429,27.914,28.4,28.886,13.814,13.876,13.977,14.119,14.299,14.515,14.767,15.053,28.487,73
"18809",25.645,26.29,26.935,27.58,28.225,28.869,29.514,30.159,13.486,13.545,13.643,13.778,13.95,14.157,14.398,14.672,32.444,73
"18810",25.803,26.606,27.409,28.212,29.015,29.818,30.621,31.424,13.206,13.262,13.355,13.485,13.649,13.847,14.078,14.339,36.405,73
"18811",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18812",24.93,24.86,24.79,24.72,24.65,24.58,24.51,24.441,14.299,14.403,14.575,14.812,15.111,15.469,15.882,16.345,4.0791,73
"18813",25.275,25.55,25.824,26.099,26.374,26.649,26.923,27.198,12.457,12.542,12.681,12.874,13.118,13.41,13.747,14.125,7.9432,73
"18814",25.557,26.115,26.672,27.229,27.786,28.344,28.901,29.458,10.404,10.47,10.578,10.727,10.917,11.144,11.406,11.701,11.553,73
"18815",25.76,26.52,27.279,28.039,28.799,29.559,30.318,31.078,8.8318,8.8804,8.9608,9.0723,9.2136,9.3834,9.5801,9.8023,14.938,73
"18816",25.829,26.658,27.487,28.316,29.145,29.974,30.803,31.632,7.6962,7.7402,7.8128,7.9135,8.041,8.1942,8.3716,8.5717,17.989,73
"18817",25.512,26.025,26.537,27.049,27.562,28.074,28.586,29.098,9.1374,9.1798,9.2501,9.3476,9.4715,9.6208,9.7943,9.9908,22.215,73
"18818",25.648,26.297,26.945,27.593,28.241,28.89,29.538,30.186,9.7418,9.7835,9.8526,9.9486,10.071,10.218,10.389,10.583,26.355,73
"18819",25.776,26.551,27.327,28.103,28.878,29.654,30.43,31.205,10.059,10.099,10.166,10.259,10.378,10.521,10.688,10.877,30.396,73
"18820",25.898,26.796,27.693,28.591,29.489,30.387,31.284,32.182,10.266,10.305,10.37,10.46,10.575,10.714,10.876,11.06,34.413,73
"18821",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18822",25.049,25.098,25.146,25.195,25.244,25.293,25.342,25.391,20.484,20.557,20.678,20.846,21.06,21.319,21.621,21.964,4.4386,73
"18823",25.098,25.196,25.294,25.392,25.489,25.587,25.685,25.783,20.434,20.506,20.627,20.796,21.01,21.269,21.571,21.914,8.8746,73
"18824",25.148,25.296,25.444,25.592,25.74,25.888,26.036,26.184,20.272,20.345,20.467,20.636,20.851,21.112,21.415,21.76,13.292,73
"18825",25.198,25.396,25.594,25.792,25.99,26.188,26.386,26.584,20.203,20.277,20.398,20.567,20.783,21.043,21.347,21.692,17.714,73
"18826",25.245,25.491,25.736,25.981,26.227,26.472,26.717,26.963,20.376,20.449,20.569,20.737,20.95,21.208,21.509,21.85,22.191,73
"18827",25.296,25.593,25.889,26.185,26.482,26.778,27.074,27.371,20.242,20.315,20.436,20.604,20.819,21.077,21.379,21.722,26.597,73
"18828",25.349,25.697,26.046,26.395,26.743,27.092,27.441,27.789,20.071,20.144,20.266,20.435,20.65,20.911,21.214,21.559,30.98,73
"18829",25.399,25.798,26.197,26.596,26.994,27.393,27.792,28.191,20.05,20.123,20.244,20.413,20.628,20.888,21.191,21.535,35.407,73
"18830",25.449,25.898,26.347,26.796,27.246,27.695,28.144,28.593,20.034,20.107,20.228,20.397,20.611,20.871,21.173,21.517,39.837,73
"18831",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18832",24.843,24.686,24.53,24.373,24.216,24.059,23.902,23.745,6.3744,6.6,6.9597,7.434,8.0027,8.6471,9.3516,10.104,3.2715,73
"18833",25.729,26.458,27.187,27.916,28.645,29.374,30.103,30.832,11.783,11.87,12.012,12.209,12.457,12.753,13.095,13.479,8.0648,73
"18834",26.521,28.043,29.564,31.085,32.606,34.128,35.649,37.17,8.3986,8.4613,8.5647,8.7075,8.8878,9.1032,9.3514,9.6299,11.988,73
"18835",27.038,29.075,31.113,33.151,35.188,37.226,39.264,41.301,5.5908,5.6279,5.6893,5.7741,5.8813,6.0097,6.1581,6.3249,15.184,73
"18836",27.198,29.397,31.595,33.793,35.992,38.19,40.388,42.587,4.5791,4.6037,4.6443,4.7007,4.7721,4.858,4.9575,5.07,17.941,73
"18837",27.28,29.56,31.84,34.121,36.401,38.681,40.961,43.241,4.026,4.0438,4.0733,4.1143,4.1664,4.2292,4.3022,4.385,20.504,73
"18838",27.321,29.641,31.962,34.282,36.603,38.923,41.244,43.564,3.6426,3.6563,3.679,3.7104,3.7505,3.799,3.8554,3.9195,22.884,73
"18839",27.349,29.699,32.048,34.398,36.747,39.096,41.446,43.795,3.3601,3.371,3.3891,3.4143,3.4464,3.4852,3.5306,3.5822,25.166,73
"18840",27.365,29.73,32.094,34.459,36.824,39.189,41.554,43.918,3.1345,3.1435,3.1583,3.1791,3.2055,3.2375,3.275,3.3176,27.338,73
"18841",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18842",25.402,25.805,26.207,26.609,27.012,27.414,27.816,28.219,18.226,18.295,18.409,18.568,18.77,19.014,19.298,19.621,4.4088,73
"18843",26.136,27.272,28.408,29.544,30.68,31.816,32.952,34.088,12.4,12.465,12.574,12.725,12.916,13.146,13.413,13.714,8.591,73
"18844",27.482,29.964,32.446,34.928,37.41,39.892,42.374,44.856,0.20162,0.20319,0.20576,0.20931,0.21379,0.21914,0.2253,0.23221,6.2582,73
"18845",27.475,29.95,32.425,34.9,37.375,39.85,42.325,44.8,0.20043,0.2016,0.20353,0.2062,0.20958,0.21364,0.21834,0.22365,6.1837,73
"18846",27.475,29.949,32.424,34.898,37.373,39.847,42.322,44.797,0.17386,0.17467,0.17601,0.17788,0.18024,0.18309,0.18641,0.19016,5.5364,73
"18847",27.481,29.961,32.442,34.923,37.404,39.884,42.365,44.846,0.19735,0.19812,0.19939,0.20116,0.20341,0.20613,0.20929,0.21289,5.9458,73
"18848",27.483,29.967,32.45,34.934,37.417,39.9,42.384,44.867,0.18831,0.18894,0.18998,0.19143,0.19328,0.19551,0.19812,0.20109,5.544,73
"18849",27.481,29.961,32.442,34.923,37.403,39.884,42.365,44.845,0.18523,0.18577,0.18667,0.18792,0.18951,0.19144,0.1937,0.19627,5.2375,73
"18850",27.477,29.954,32.431,34.907,37.384,39.861,42.338,44.815,0.19569,0.1962,0.19704,0.19822,0.19972,0.20154,0.20367,0.2061,5.4593,73
"18851",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18852",25.528,26.057,26.585,27.114,27.642,28.17,28.699,29.227,12.882,12.966,13.104,13.295,13.537,13.826,14.161,14.538,4.1363,73
"18853",26.922,28.845,30.767,32.689,34.612,36.534,38.457,40.379,0.36169,0.36586,0.37272,0.38212,0.39386,0.40777,0.42361,0.44118,5.5918,73
"18854",26.925,28.851,30.776,32.701,34.627,36.552,38.477,40.402,0.25616,0.25814,0.26141,0.26592,0.27161,0.27841,0.28623,0.295,5.5102,73
"18855",26.929,28.859,30.788,32.717,34.647,36.576,38.505,40.434,0.21726,0.21852,0.22061,0.22351,0.22717,0.23158,0.23667,0.24242,5.2238,73
"18856",26.926,28.853,30.779,32.705,34.631,36.558,38.484,40.41,0.19628,0.19719,0.19871,0.20081,0.20348,0.2067,0.21044,0.21468,4.8152,73
"18857",26.925,28.851,30.776,32.701,34.626,36.552,38.477,40.402,0.17677,0.17746,0.1786,0.18018,0.1822,0.18463,0.18746,0.19068,4.1714,73
"18858",26.925,28.849,30.774,32.698,34.623,36.547,38.472,40.396,0.16219,0.16273,0.16363,0.16488,0.16647,0.1684,0.17064,0.1732,3.4165,73
"18859",26.925,28.849,30.774,32.698,34.623,36.547,38.472,40.396,0.15014,0.15058,0.15131,0.15232,0.15361,0.15518,0.15701,0.15909,2.5426,73
"18860",26.922,28.844,30.766,32.688,34.61,36.532,38.454,40.376,0.15369,0.15409,0.15475,0.15567,0.15685,0.15828,0.15995,0.16186,2.306,73
"18861",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18862",25.377,25.754,26.132,26.509,26.886,27.263,27.641,28.018,19.662,19.727,19.836,19.986,20.179,20.411,20.682,20.991,4.4733,73
"18863",25.976,26.952,27.928,28.904,29.88,30.856,31.832,32.808,14.827,14.891,14.996,15.143,15.329,15.554,15.816,16.112,8.7498,73
"18864",27.659,30.319,32.978,35.638,38.297,40.957,43.616,46.276,0.17556,0.17692,0.17916,0.18226,0.18616,0.19082,0.19618,0.20219,6.4375,73
"18865",27.666,30.332,32.999,35.665,38.331,40.997,43.664,46.33,0.17862,0.17966,0.18138,0.18376,0.18678,0.1904,0.19459,0.19931,6.3296,73
"18866",27.679,30.359,33.038,35.717,38.397,41.076,43.755,46.435,0.28634,0.28768,0.28989,0.29295,0.29685,0.30154,0.307,0.31317,8.06,73
"18867",27.67,30.339,33.009,35.678,38.348,41.017,43.687,46.357,0.31947,0.32071,0.32277,0.32563,0.32927,0.33367,0.33879,0.34461,8.8405,73
"18868",27.667,30.334,33.001,35.668,38.334,41.001,43.668,46.335,0.29787,0.29887,0.30051,0.30281,0.30573,0.30926,0.31339,0.31808,8.7681,73
"18869",27.666,30.333,32.999,35.666,38.332,40.999,43.665,46.331,0.27605,0.27686,0.2782,0.28006,0.28244,0.28531,0.28868,0.29251,8.5088,73
"18870",27.671,30.342,33.012,35.683,38.354,41.025,43.696,46.367,0.27875,0.27948,0.28068,0.28235,0.28449,0.28708,0.29012,0.29358,8.789,73
"18871",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18872",25.482,25.964,26.446,26.928,27.411,27.893,28.375,28.857,14.565,14.643,14.774,14.955,15.184,15.459,15.779,16.14,4.228,73
"18873",27.106,29.212,31.318,33.424,35.529,37.635,39.741,41.847,0.38827,0.39275,0.40011,0.4102,0.42281,0.43773,0.45473,0.47359,6.0325,73
"18874",27.092,29.184,31.276,33.369,35.461,37.553,39.645,41.737,0.34346,0.34612,0.3505,0.35655,0.36418,0.37329,0.38378,0.39554,6.4322,73
"18875",27.102,29.205,31.307,33.41,35.512,37.615,39.717,41.82,0.32192,0.32379,0.32689,0.33117,0.33661,0.34313,0.35068,0.3592,6.7527,73
"18876",27.105,29.209,31.314,33.418,35.523,37.628,39.732,41.837,0.28046,0.28177,0.28393,0.28694,0.29075,0.29535,0.30069,0.30674,6.6022,73
"18877",27.11,29.22,31.33,33.44,35.549,37.659,39.769,41.879,0.27061,0.27166,0.2734,0.27583,0.27891,0.28264,0.28698,0.29191,6.673,73
"18878",27.112,29.224,31.336,33.448,35.56,37.672,39.783,41.895,0.25033,0.25116,0.25255,0.25447,0.25693,0.2599,0.26337,0.26731,6.3986,73
"18879",27.117,29.234,31.351,33.467,35.584,37.701,39.818,41.935,0.25701,0.25776,0.259,0.26074,0.26295,0.26563,0.26876,0.27233,6.694,73
"18880",27.122,29.243,31.365,33.486,35.608,37.729,39.851,41.972,0.2654,0.26609,0.26724,0.26883,0.27087,0.27334,0.27622,0.27952,7.0802,73
"18881",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18882",25.385,25.77,26.155,26.54,26.925,27.31,27.695,28.08,19.201,19.267,19.377,19.531,19.726,19.962,20.237,20.551,4.4529,73
"18883",26.036,27.072,28.108,29.144,30.179,31.215,32.251,33.287,13.828,13.893,14,14.149,14.338,14.566,14.83,15.13,8.6807,73
"18884",27.573,30.146,32.718,35.291,37.864,40.437,43.009,45.582,0.16978,0.1711,0.17326,0.17625,0.18003,0.18453,0.18972,0.19553,6.1436,73
"18885",27.575,30.15,32.724,35.299,37.874,40.449,43.024,45.599,0.14179,0.14261,0.14398,0.14587,0.14826,0.15113,0.15446,0.15821,5.3972,73
"18886",27.563,30.126,32.689,35.252,37.815,40.377,42.94,45.503,0.24212,0.24325,0.24512,0.24771,0.25101,0.25498,0.25959,0.26481,7.0838,73
"18887",27.571,30.141,32.712,35.282,37.853,40.423,42.994,45.564,0.26326,0.26429,0.26598,0.26834,0.27134,0.27497,0.27919,0.28398,7.6135,73
"18888",27.572,30.145,32.717,35.29,37.862,40.435,43.007,45.58,0.24318,0.24399,0.24533,0.24721,0.24959,0.25248,0.25585,0.25968,7.3034,73
"18889",27.572,30.144,32.716,35.288,37.86,40.432,43.004,45.576,0.22543,0.22609,0.22718,0.2287,0.23064,0.23299,0.23574,0.23887,6.8433,73
"18890",27.568,30.136,32.703,35.271,37.839,40.407,42.975,45.542,0.2337,0.23431,0.23532,0.23672,0.23851,0.24069,0.24323,0.24613,7.1089,73
"18891",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,73
"18892",24.548,24.097,23.645,23.193,22.741,22.29,21.838,21.386,15.825,15.9,16.025,16.198,16.417,16.682,16.989,17.337,4.293,73
"18893",24.752,24.505,24.257,24.01,23.762,23.515,23.267,23.019,20.405,20.468,20.574,20.72,20.907,21.134,21.398,21.699,8.903,73
"18894",24.817,24.635,24.452,24.27,24.087,23.905,23.722,23.539,21.468,21.529,21.63,21.771,21.951,22.169,22.424,22.715,13.475,73
"18895",24.866,24.732,24.599,24.465,24.331,24.197,24.063,23.93,21.923,21.983,22.083,22.222,22.399,22.613,22.864,23.15,18.035,73
"18896",24.909,24.817,24.726,24.635,24.543,24.452,24.36,24.269,22.084,22.143,22.242,22.38,22.555,22.768,23.018,23.302,22.573,73
"18897",24.951,24.903,24.854,24.806,24.757,24.708,24.66,24.611,22.306,22.365,22.462,22.599,22.773,22.984,23.231,23.513,27.143,73
"18898",24.993,24.986,24.979,24.972,24.965,24.957,24.95,24.943,22.48,22.538,22.636,22.771,22.944,23.153,23.399,23.678,31.719,73
"18899",25.033,25.065,25.098,25.13,25.163,25.195,25.228,25.261,22.534,22.592,22.689,22.824,22.996,23.205,23.45,23.729,36.269,73
"18900",25.072,25.144,25.216,25.288,25.36,25.432,25.504,25.576,22.579,22.637,22.734,22.868,23.04,23.248,23.492,23.77,40.823,73
"18901",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,74
"18902",25.392,25.784,26.176,26.568,26.96,27.352,27.744,28.136,9.4308,9.5645,9.7832,10.081,10.452,10.889,11.383,11.927,3.7416,74
"18903",26.028,27.056,28.085,29.113,30.141,31.169,32.197,33.226,7.0057,7.1335,7.3416,7.6233,7.971,8.3763,8.8314,9.3289,7.3022,74
"18904",27.603,30.206,32.809,35.411,38.014,40.617,43.22,45.823,0.19515,0.20103,0.21047,0.22301,0.23817,0.25547,0.27452,0.29498,5.7921,74
"18905",27.612,30.224,32.835,35.447,38.059,40.671,43.283,45.895,0.17178,0.17569,0.18204,0.19056,0.20099,0.21305,0.22647,0.24103,5.3585,74
"18906",27.617,30.234,32.852,35.469,38.086,40.703,43.32,45.938,0.15512,0.15797,0.1626,0.16887,0.17661,0.18562,0.19575,0.20681,4.7318,74
"18907",27.619,30.238,32.857,35.476,38.094,40.713,43.332,45.951,0.1393,0.14144,0.14493,0.14968,0.15558,0.16249,0.17031,0.1789,3.8437,74
"18908",27.629,30.258,32.887,35.516,38.145,40.774,43.403,46.032,0.16772,0.16993,0.17355,0.1785,0.18467,0.19194,0.20019,0.2093,4.5085,74
