,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,std_0,std_1,std_2,std_3,std_4,std_5,std_6,std_7,nmll,round,trial,id
1,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1,1,1
2,25.043,25.087,25.13,25.174,25.217,25.261,25.304,25.347,23.024,23.089,23.197,23.347,23.538,23.77,24.042,24.351,4.5555,1,2,1
3,25.136,25.272,25.408,25.544,25.68,25.816,25.952,26.088,16.745,16.831,16.974,17.172,17.423,17.725,18.076,18.472,8.4802,1,3,1
4,25.19,25.38,25.571,25.761,25.951,26.141,26.332,26.522,13.686,13.788,13.955,14.187,14.479,14.828,15.23,15.681,12.118,1,4,1
5,25.471,25.942,26.413,26.884,27.354,27.825,28.296,28.767,14.041,14.134,14.286,14.497,14.764,15.084,15.453,15.868,16.351,1,5,1
6,25.174,25.347,25.521,25.694,25.868,26.042,26.215,26.389,14.393,14.475,14.611,14.799,15.037,15.323,15.654,16.028,20.447,1,6,1
7,25.028,25.055,25.083,25.11,25.138,25.165,25.193,25.221,13.582,13.655,13.777,13.946,14.16,14.418,14.716,15.053,24.191,1,7,1
8,25.278,25.555,25.833,26.111,26.389,26.666,26.944,27.222,13.171,13.234,13.338,13.482,13.666,13.886,14.143,14.433,28.079,1,8,1
9,24.84,24.681,24.521,24.361,24.201,24.042,23.882,23.722,14.232,14.285,14.372,14.492,14.646,14.832,15.048,15.294,32.696,1,9,1
10,24.874,24.748,24.622,24.495,24.369,24.243,24.117,23.991,13.534,13.585,13.67,13.788,13.937,14.119,14.33,14.569,36.331,1,10,1
11,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,2,1,1
12,25.337,25.675,26.012,26.349,26.686,27.024,27.361,27.698,8.4261,8.5824,8.8368,9.1811,9.6057,10.1,10.655,11.262,3.6044,2,2,1
13,25.201,25.402,25.603,25.804,26.005,26.206,26.407,26.609,14.787,14.883,15.043,15.264,15.543,15.878,16.265,16.7,8.2417,2,3,1
14,25.238,25.476,25.714,25.952,26.191,26.429,26.667,26.905,16.177,16.265,16.412,16.615,16.873,17.183,17.542,17.948,12.631,2,4,1
15,25.283,25.566,25.849,26.133,26.416,26.699,26.982,27.265,16.899,16.984,17.125,17.32,17.567,17.865,18.211,18.602,17.019,2,5,1
16,25.609,26.218,26.826,27.435,28.044,28.653,29.262,29.87,15.747,15.823,15.949,16.125,16.347,16.615,16.925,17.277,21.067,2,6,1
17,25.583,26.167,26.75,27.333,27.917,28.5,29.083,29.667,14.642,14.712,14.828,14.99,15.195,15.442,15.729,16.053,24.808,2,7,1
18,25.674,26.347,27.021,27.694,28.368,29.041,29.715,30.388,13.482,13.548,13.658,13.81,14.004,14.236,14.507,14.812,28.414,2,8,1
19,25.508,26.017,26.525,27.034,27.542,28.051,28.559,29.068,13.563,13.626,13.73,13.875,14.059,14.28,14.538,14.829,32.393,2,9,1
20,25.539,26.079,26.618,27.157,27.696,28.236,28.775,29.314,14.099,14.161,14.264,14.408,14.59,14.81,15.066,15.356,36.777,2,10,1
21,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,3,1,1
22,25.048,25.097,25.145,25.193,25.242,25.29,25.338,25.387,20.686,20.758,20.878,21.045,21.257,21.514,21.813,22.153,4.4484,3,2,1
23,25.084,25.167,25.251,25.335,25.418,25.502,25.586,25.67,14.873,14.966,15.12,15.334,15.604,15.928,16.302,16.724,8.2376,3,3,1
24,25.228,25.457,25.685,25.914,26.142,26.371,26.599,26.828,12.606,12.69,12.828,13.019,13.261,13.551,13.885,14.261,11.906,3,4,1
25,25.386,25.772,26.158,26.544,26.93,27.316,27.702,28.088,11.747,11.83,11.966,12.153,12.391,12.674,13.002,13.37,15.637,3,5,1
26,25.378,25.757,26.135,26.514,26.892,27.271,27.649,28.028,14.022,14.099,14.226,14.402,14.625,14.894,15.205,15.556,20.384,3,6,1
27,25.259,25.518,25.777,26.036,26.295,26.554,26.813,27.072,14.335,14.41,14.534,14.706,14.925,15.188,15.492,15.837,24.537,3,7,1
28,25.298,25.597,25.895,26.193,26.492,26.79,27.088,27.387,15.408,15.481,15.601,15.767,15.978,16.233,16.528,16.863,29.13,3,8,1
29,25.341,25.681,26.022,26.362,26.703,27.043,27.384,27.724,16.001,16.072,16.189,16.352,16.559,16.808,17.099,17.427,33.597,3,9,1
30,25.382,25.764,26.146,26.528,26.911,27.293,27.675,28.057,16.491,16.561,16.676,16.836,17.039,17.285,17.57,17.894,38.073,3,10,1
31,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,4,1,1
32,25.459,25.918,26.376,26.835,27.294,27.753,28.212,28.67,15.518,15.594,15.721,15.895,16.117,16.385,16.695,17.046,4.2775,4,2,1
33,25.287,25.573,25.86,26.146,26.433,26.719,27.006,27.292,18.77,18.837,18.949,19.104,19.302,19.541,19.819,20.136,8.7478,4,3,1
34,25.37,25.74,26.11,26.481,26.851,27.221,27.591,27.961,15.404,15.469,15.578,15.729,15.921,16.152,16.422,16.727,12.559,4,4,1
35,25.702,26.404,27.105,27.807,28.509,29.211,29.912,30.614,14.355,14.411,14.504,14.633,14.797,14.994,15.225,15.487,16.653,4,5,1
36,25.989,26.978,27.967,28.956,29.945,30.934,31.923,32.912,12.995,13.042,13.12,13.229,13.368,13.536,13.732,13.954,20.551,4,6,1
37,26.227,27.453,28.68,29.907,31.133,32.36,33.587,34.813,11.776,11.816,11.882,11.973,12.089,12.23,12.395,12.582,24.295,4,7,1
38,26.314,27.627,28.941,30.255,31.568,32.882,34.196,35.509,10.672,10.71,10.771,10.857,10.966,11.099,11.253,11.428,27.657,4,8,1
39,26.471,27.942,29.413,30.883,32.354,33.825,35.296,36.767,9.8856,9.9166,9.9681,10.04,10.131,10.241,10.371,10.518,31.149,4,9,1
40,26.586,28.172,29.757,31.343,32.929,34.515,36.1,37.686,9.2282,9.2543,9.2977,9.3581,9.4352,9.5286,9.6378,9.7623,34.513,4,10,1
41,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,5,1,1
42,24.447,23.895,23.342,22.789,22.237,21.684,21.131,20.579,12.093,12.179,12.32,12.516,12.763,13.059,13.401,13.784,4.0914,5,2,1
43,23.603,22.205,20.808,19.41,18.013,16.615,15.218,13.821,4.1108,4.1847,4.3051,4.4681,4.6694,4.9042,5.168,5.4565,7.0255,5,3,1
44,24.213,23.427,22.64,21.853,21.067,20.28,19.493,18.707,12.225,12.306,12.441,12.628,12.863,13.146,13.472,13.839,12.106,5,4,1
45,23.857,22.715,21.572,20.429,19.287,18.144,17.001,15.859,9.8789,9.9538,10.077,10.248,10.463,10.72,11.016,11.348,15.579,5,5,1
46,24.404,23.807,23.211,22.614,22.018,21.422,20.825,20.229,11.838,11.9,12.001,12.142,12.321,12.536,12.785,13.067,19.725,5,6,1
47,24.363,23.726,23.089,22.452,21.815,21.178,20.541,19.904,10.751,10.805,10.893,11.016,11.173,11.36,11.579,11.825,23.126,5,7,1
48,24.481,23.962,23.443,22.924,22.404,21.885,21.366,20.847,11.412,11.466,11.554,11.678,11.834,12.022,12.241,12.489,27.251,5,8,1
49,24.579,24.159,23.738,23.318,22.897,22.477,22.056,21.636,11.821,11.875,11.963,12.085,12.241,12.428,12.646,12.893,31.331,5,9,1
50,24.824,24.648,24.472,24.296,24.12,23.944,23.768,23.592,13.037,13.089,13.174,13.293,13.444,13.627,13.839,14.08,36.009,5,10,1
51,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,6,1,1
52,25.603,26.207,26.81,27.414,28.017,28.62,29.224,29.827,5.346,5.5215,5.8023,6.1739,6.6212,7.1299,7.6878,8.285,3.3104,6,2,1
53,25.762,26.524,27.286,28.048,28.81,29.572,30.335,31.097,7.3453,7.483,7.707,8.0101,8.3838,8.819,9.3071,9.8403,7.1364,6,3,1
54,25.745,26.49,27.235,27.979,28.724,29.469,30.214,30.959,6.5967,6.731,6.9491,7.2435,7.6052,8.0252,8.4948,9.0063,10.23,6,4,1
55,25.706,26.413,27.119,27.825,28.531,29.238,29.944,30.65,5.9079,6.0061,6.1663,6.3838,6.653,6.9679,7.3226,7.7116,13.174,6,5,1
56,24.877,24.753,24.63,24.506,24.383,24.259,24.136,24.012,8.5289,8.6011,8.7202,8.8843,9.0908,9.3371,9.62,9.9364,17.954,6,6,1
57,24.975,24.949,24.924,24.898,24.873,24.847,24.822,24.796,10.356,10.43,10.55,10.717,10.928,11.18,11.47,11.797,22.619,6,7,1
58,25.045,25.089,25.134,25.179,25.223,25.268,25.312,25.357,11.318,11.391,11.511,11.676,11.886,12.137,12.427,12.754,26.978,6,8,1
59,25.106,25.212,25.318,25.424,25.53,25.636,25.742,25.848,12.025,12.097,12.215,12.379,12.587,12.836,13.124,13.45,31.301,6,9,1
60,25.162,25.323,25.485,25.646,25.808,25.969,26.131,26.293,12.517,12.588,12.705,12.867,13.073,13.321,13.607,13.93,35.568,6,10,1
61,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,7,1,1
62,24.476,23.953,23.429,22.906,22.382,21.859,21.335,20.812,13.047,13.13,13.267,13.457,13.698,13.986,14.32,14.695,4.1455,7,2,1
63,24.203,23.407,22.61,21.814,21.017,20.221,19.424,18.627,9.0257,9.1174,9.2682,9.4752,9.735,10.043,10.396,10.789,7.6205,7,3,1
64,24.661,24.323,23.984,23.646,23.307,22.969,22.63,22.292,11.569,11.649,11.782,11.965,12.197,12.474,12.794,13.154,11.701,7,4,1
65,24.6,24.2,23.799,23.399,22.999,22.599,22.199,21.799,9.8979,9.9785,10.111,10.295,10.526,10.801,11.118,11.472,14.995,7,5,1
66,25.082,25.165,25.247,25.329,25.412,25.494,25.576,25.659,11.849,11.916,12.028,12.183,12.38,12.616,12.889,13.197,19.529,7,6,1
67,25.498,25.996,26.493,26.991,27.489,27.987,28.484,28.982,13.31,13.368,13.463,13.594,13.762,13.964,14.199,14.466,24.252,7,7,1
68,25.793,26.586,27.379,28.172,28.965,29.758,30.551,31.344,13.433,13.483,13.567,13.683,13.83,14.008,14.216,14.452,28.546,7,8,1
69,26.044,27.088,28.132,29.176,30.22,31.264,32.308,33.352,13.171,13.216,13.29,13.393,13.524,13.683,13.868,14.079,32.676,7,9,1
70,26.264,27.527,28.791,30.054,31.318,32.582,33.845,35.109,12.763,12.803,12.869,12.961,13.078,13.22,13.385,13.574,36.689,7,10,1
71,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,8,1,1
72,25.05,25.1,25.151,25.201,25.251,25.301,25.351,25.401,19.93,20.005,20.129,20.302,20.521,20.787,21.097,21.448,4.4111,8,2,1
73,25.099,25.199,25.298,25.398,25.497,25.596,25.696,25.795,20.12,20.194,20.317,20.488,20.705,20.968,21.274,21.622,8.8438,8,3,1
74,25.148,25.296,25.445,25.593,25.741,25.889,26.037,26.185,20.244,20.317,20.439,20.608,20.824,21.084,21.388,21.734,13.288,8,4,1
75,25.199,25.398,25.597,25.796,25.995,26.194,26.393,26.592,20.096,20.17,20.292,20.462,20.679,20.941,21.246,21.592,17.693,8,5,1
76,25.249,25.497,25.746,25.995,26.243,26.492,26.741,26.989,20.104,20.177,20.299,20.469,20.685,20.946,21.25,21.596,22.124,8,6,1
77,25.3,25.601,25.901,26.201,26.501,26.802,27.102,27.402,19.979,20.053,20.175,20.345,20.562,20.824,21.129,21.476,26.519,8,7,1
78,25.352,25.704,26.056,26.408,26.759,27.111,27.463,27.815,19.89,19.964,20.086,20.257,20.474,20.736,21.042,21.389,30.917,8,8,1
79,25.402,25.804,26.207,26.609,27.011,27.413,27.816,28.218,19.887,19.96,20.083,20.253,20.469,20.731,21.036,21.383,35.343,8,9,1
80,25.452,25.904,26.356,26.808,27.26,27.712,28.164,28.616,19.91,19.983,20.105,20.275,20.491,20.751,21.055,21.401,39.782,8,10,1
81,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,9,1,1
82,24.938,24.876,24.814,24.752,24.69,24.628,24.566,24.504,16.122,16.215,16.367,16.579,16.847,17.169,17.542,17.963,4.1991,9,2,1
83,25.389,25.778,26.167,26.556,26.946,27.335,27.724,28.113,17.65,17.72,17.836,17.998,18.204,18.452,18.741,19.069,8.6609,9,3,1
84,25.813,26.625,27.438,28.25,29.063,29.875,30.688,31.5,16.025,16.087,16.19,16.333,16.515,16.735,16.992,17.283,12.942,9,4,1
85,26.287,27.575,28.862,30.149,31.436,32.724,34.011,35.298,13.399,13.453,13.542,13.666,13.824,14.014,14.235,14.487,16.986,9,5,1
86,26.72,28.44,30.16,31.881,33.601,35.321,37.041,38.761,10.874,10.917,10.989,11.089,11.216,11.369,11.547,11.75,20.735,9,6,1
87,27.01,29.019,31.029,33.038,35.048,37.057,39.067,41.077,9.1939,9.2278,9.2839,9.362,9.4615,9.5817,9.7218,9.881,24.226,9,7,1
88,27.178,29.356,31.535,33.713,35.891,38.069,40.248,42.426,8.1063,8.1332,8.1778,8.2398,8.3189,8.4146,8.5263,8.6533,27.482,9,8,1
89,27.283,29.566,31.85,34.133,36.416,38.699,40.983,43.266,7.3584,7.3803,7.4166,7.4671,7.5315,7.6096,7.7008,7.8047,30.586,9,9,1
90,27.359,29.717,32.076,34.434,36.793,39.151,41.51,43.868,6.8085,6.8268,6.857,6.8991,6.9528,7.018,7.0942,7.1811,33.595,9,10,1
91,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,10,1,1
92,25.465,25.931,26.396,26.862,27.327,27.793,28.258,28.724,15.238,15.315,15.443,15.619,15.843,16.113,16.426,16.78,4.2631,10,2,1
93,25.174,25.348,25.522,25.696,25.871,26.045,26.219,26.393,15.414,15.48,15.589,15.74,15.932,16.164,16.434,16.741,8.3543,10,3,1
94,25.496,25.993,26.489,26.985,27.482,27.978,28.475,28.971,14.591,14.647,14.739,14.868,15.032,15.231,15.462,15.724,12.493,10,4,1
95,25.429,25.858,26.287,26.716,27.145,27.574,28.002,28.431,13.256,13.307,13.391,13.509,13.658,13.839,14.049,14.288,16.224,10,5,1
96,25.322,25.645,25.967,26.289,26.612,26.934,27.257,27.579,15.432,15.483,15.568,15.686,15.836,16.018,16.23,16.471,20.908,10,6,1
97,25.389,25.779,26.168,26.557,26.947,27.336,27.725,28.115,14.667,14.718,14.802,14.919,15.068,15.248,15.458,15.697,24.795,10,7,1
98,25.265,25.53,25.795,26.06,26.326,26.591,26.856,27.121,15.121,15.171,15.254,15.368,15.514,15.691,15.897,16.132,29.069,10,8,1
99,25.282,25.565,25.847,26.129,26.411,26.694,26.976,27.258,14.117,14.165,14.244,14.354,14.494,14.664,14.862,15.088,32.685,10,9,1
100,25.353,25.706,26.059,26.412,26.765,27.118,27.471,27.824,13.368,13.413,13.487,13.59,13.722,13.881,14.067,14.278,36.317,10,10,1
101,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,11,1,1
102,24.625,24.25,23.875,23.5,23.124,22.749,22.374,21.999,19.791,19.856,19.964,20.114,20.305,20.537,20.807,21.115,4.4789,11,2,1
103,24.795,24.59,24.386,24.181,23.976,23.771,23.567,23.362,17.949,18.01,18.113,18.255,18.437,18.656,18.912,19.203,8.6521,11,3,1
104,24.867,24.734,24.6,24.467,24.334,24.201,24.068,23.935,15.41,15.469,15.568,15.706,15.881,16.092,16.338,16.617,12.518,11,4,1
105,24.789,24.579,24.368,24.157,23.946,23.736,23.525,23.314,13.397,13.454,13.548,13.678,13.844,14.044,14.276,14.54,16.166,11,5,1
106,24.853,24.706,24.56,24.413,24.266,24.119,23.972,23.826,14.521,14.577,14.671,14.8,14.965,15.165,15.397,15.66,20.553,11,6,1
107,24.904,24.808,24.712,24.615,24.519,24.423,24.327,24.231,15.149,15.205,15.297,15.426,15.59,15.789,16.02,16.282,24.886,11,7,1
108,24.95,24.899,24.849,24.799,24.749,24.698,24.648,24.598,15.597,15.653,15.745,15.873,16.036,16.233,16.463,16.724,29.218,11,8,1
109,24.991,24.983,24.974,24.965,24.956,24.948,24.939,24.93,15.844,15.899,15.991,16.118,16.28,16.477,16.706,16.966,33.505,11,9,1
110,25.031,25.062,25.093,25.124,25.155,25.186,25.217,25.248,16.004,16.059,16.151,16.278,16.439,16.635,16.863,17.123,37.776,11,10,1
111,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,12,1,1
112,24.621,24.242,23.864,23.485,23.106,22.727,22.349,21.97,19.569,19.634,19.743,19.894,20.087,20.32,20.592,20.902,4.4692,12,2,1
113,23.913,22.826,21.739,20.652,19.565,18.478,17.391,16.304,10.447,10.526,10.656,10.835,11.061,11.331,11.642,11.99,8.1904,12,3,1
114,24.257,23.514,22.771,22.028,21.285,20.541,19.798,19.055,11.344,11.408,11.513,11.658,11.843,12.064,12.321,12.611,11.92,12,4,1
115,24.517,24.035,23.552,23.07,22.587,22.105,21.622,21.14,15.122,15.184,15.286,15.427,15.608,15.825,16.078,16.366,16.7,12,5,1
116,24.624,24.247,23.871,23.495,23.118,22.742,22.366,21.989,16.636,16.696,16.795,16.932,17.108,17.32,17.567,17.848,21.254,12,6,1
117,24.7,24.399,24.099,23.799,23.498,23.198,22.898,22.597,17.628,17.687,17.784,17.919,18.09,18.298,18.541,18.817,25.8,12,7,1
118,24.755,24.51,24.265,24.019,23.774,23.529,23.284,23.039,18.126,18.183,18.279,18.412,18.582,18.787,19.027,19.3,30.265,12,8,1
119,24.804,24.607,24.411,24.215,24.019,23.822,23.626,23.43,18.471,18.528,18.623,18.755,18.923,19.127,19.365,19.636,34.72,12,9,1
120,24.849,24.697,24.546,24.395,24.244,24.092,23.941,23.79,18.718,18.775,18.869,19,19.167,19.369,19.605,19.874,39.165,12,10,1
121,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,13,1,1
122,24.928,24.855,24.783,24.711,24.639,24.566,24.494,24.422,13.837,13.945,14.122,14.366,14.674,15.043,15.467,15.942,4.0463,13,2,1
123,24.585,24.17,23.755,23.34,22.925,22.509,22.094,21.679,11.074,11.169,11.327,11.544,11.817,12.143,12.517,12.935,7.7538,13,3,1
124,24.519,24.038,23.557,23.075,22.594,22.113,21.632,21.151,9.1688,9.2378,9.3516,9.5087,9.7069,9.9438,10.217,10.523,11.154,13,4,1
125,24.66,24.321,23.981,23.642,23.302,22.963,22.623,22.284,9.344,9.4102,9.5195,9.6706,9.8613,10.09,10.353,10.649,14.811,13,5,1
126,24.87,24.74,24.61,24.48,24.35,24.22,24.09,23.96,11.998,12.064,12.173,12.325,12.517,12.748,13.015,13.317,19.6,13,6,1
127,25.006,25.012,25.017,25.023,25.029,25.035,25.041,25.047,13.401,13.466,13.573,13.721,13.909,14.135,14.398,14.696,24.139,13,7,1
128,25.114,25.228,25.342,25.457,25.571,25.685,25.799,25.913,14.192,14.255,14.36,14.505,14.689,14.911,15.17,15.462,28.554,13,8,1
129,25.213,25.425,25.638,25.85,26.063,26.275,26.488,26.701,14.782,14.844,14.946,15.088,15.269,15.488,15.742,16.03,32.962,13,9,1
130,25.304,25.607,25.911,26.215,26.518,26.822,27.126,27.429,15.151,15.212,15.313,15.453,15.631,15.846,16.097,16.381,37.318,13,10,1
131,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,14,1,1
132,24.904,24.808,24.713,24.617,24.521,24.425,24.329,24.234,20.805,20.877,20.995,21.159,21.369,21.623,21.918,22.255,4.4576,14,2,1
133,24.612,24.224,23.836,23.448,23.059,22.671,22.283,21.895,17.414,17.49,17.616,17.791,18.013,18.28,18.592,18.945,8.6286,14,3,1
134,24.559,24.118,23.677,23.236,22.794,22.353,21.912,21.471,14.516,14.588,14.708,14.874,15.085,15.339,15.634,15.967,12.403,14,4,1
135,24.388,23.776,23.164,22.553,21.941,21.329,20.717,20.105,12.966,13.038,13.159,13.325,13.537,13.791,14.085,14.417,16.15,14,5,1
136,24.323,23.647,22.97,22.294,21.617,20.94,20.264,19.587,11.587,11.645,11.742,11.876,12.046,12.251,12.488,12.757,19.687,14,6,1
137,24.509,24.019,23.528,23.037,22.546,22.056,21.565,21.074,12.051,12.106,12.199,12.327,12.489,12.685,12.913,13.171,23.685,14,7,1
138,24.782,24.564,24.346,24.129,23.911,23.693,23.475,23.257,13.131,13.184,13.27,13.391,13.544,13.729,13.944,14.189,28.091,14,8,1
139,24.99,24.98,24.97,24.96,24.951,24.941,24.931,24.921,13.616,13.665,13.747,13.861,14.005,14.18,14.384,14.616,32.357,14,9,1
140,25.165,25.331,25.496,25.661,25.826,25.992,26.157,26.322,13.789,13.835,13.913,14.02,14.157,14.322,14.516,14.735,36.527,14,10,1
141,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,15,1,1
142,25.374,25.747,26.121,26.495,26.868,27.242,27.616,27.989,19.881,19.946,20.054,20.203,20.394,20.625,20.894,21.201,4.4828,15,2,1
143,25.947,26.894,27.841,28.788,29.735,30.682,31.629,32.576,15.356,15.42,15.524,15.669,15.854,16.077,16.337,16.632,8.7876,15,3,1
144,27.669,30.338,33.007,35.676,38.345,41.014,43.683,46.352,0.24893,0.25085,0.25403,0.25842,0.26394,0.27055,0.27815,0.28668,7.1613,15,4,1
145,27.676,30.353,33.029,35.705,38.382,41.058,43.735,46.411,0.23244,0.2338,0.23603,0.23913,0.24305,0.24776,0.25322,0.25937,7.1469,15,5,1
146,27.67,30.34,33.011,35.681,38.351,41.021,43.692,46.362,0.23028,0.23136,0.23314,0.2356,0.23874,0.24251,0.2469,0.25187,7.1641,15,6,1
147,27.674,30.348,33.022,35.696,38.37,41.044,43.717,46.391,0.21752,0.21836,0.21977,0.22172,0.2242,0.22719,0.23068,0.23464,6.9302,15,7,1
148,27.682,30.363,33.045,35.727,38.408,41.09,43.772,46.453,0.25878,0.25964,0.26107,0.26306,0.2656,0.26867,0.27226,0.27633,7.9634,15,8,1
149,27.686,30.372,33.058,35.744,38.43,41.115,43.801,46.487,0.25753,0.25828,0.25953,0.26127,0.26349,0.26617,0.26931,0.27289,8.0748,15,9,1
150,27.672,30.344,33.016,35.688,38.36,41.031,43.703,46.375,0.40573,0.40678,0.40853,0.41096,0.41408,0.41785,0.42226,0.4273,11.795,15,10,1
151,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,16,1,1
152,24.587,24.174,23.761,23.348,22.935,22.522,22.109,21.696,4.5041,4.7723,5.1887,5.7209,6.3399,7.0227,7.7525,8.5173,2.9965,16,2,1
153,24.949,24.899,24.848,24.798,24.747,24.697,24.646,24.595,6.4687,6.6721,6.9981,7.4304,7.9519,8.5461,9.1989,9.8989,6.5548,16,3,1
154,25.359,25.718,26.077,26.436,26.796,27.155,27.514,27.873,11.824,11.938,12.127,12.386,12.712,13.099,13.543,14.037,11.724,16,4,1
155,25.557,26.114,26.67,27.227,27.784,28.341,28.898,29.455,13.468,13.566,13.729,13.953,14.236,14.575,14.965,15.404,16.226,16,5,1
156,25.76,26.52,27.28,28.04,28.8,29.56,30.32,31.08,13.803,13.896,14.049,14.261,14.528,14.849,15.218,15.634,20.503,16,6,1
157,25.969,26.938,27.906,28.875,29.844,30.813,31.782,32.75,13.837,13.926,14.073,14.277,14.534,14.842,15.198,15.599,24.743,16,7,1
158,26.183,27.366,28.549,29.732,30.915,32.098,33.28,34.463,13.765,13.851,13.993,14.189,14.438,14.736,15.08,15.468,28.985,16,8,1
159,26.412,27.823,29.235,30.646,32.058,33.47,34.881,36.293,13.537,13.621,13.759,13.95,14.191,14.481,14.817,15.194,33.193,16,9,1
160,26.67,28.34,30.01,31.68,33.35,35.02,36.69,38.36,13.086,13.168,13.303,13.489,13.726,14.009,14.337,14.707,37.315,16,10,1
161,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,17,1,1
162,24.462,23.924,23.386,22.848,22.311,21.773,21.235,20.697,12.567,12.651,12.791,12.984,13.228,13.52,13.858,14.237,4.1185,17,2,1
163,24.361,23.723,23.084,22.446,21.807,21.168,20.53,19.891,9.2778,9.361,9.498,9.6866,9.9238,10.206,10.53,10.892,7.5795,17,3,1
164,24.736,24.472,24.208,23.945,23.681,23.417,23.153,22.889,10.863,10.936,11.056,11.222,11.431,11.683,11.973,12.299,11.524,17,4,1
165,24.602,24.204,23.805,23.407,23.009,22.611,22.212,21.814,9.4208,9.4787,9.5744,9.7067,9.8743,10.075,10.308,10.57,14.905,17,5,1
166,24.743,24.487,24.23,23.973,23.717,23.46,23.203,22.947,12.208,12.267,12.367,12.505,12.679,12.89,13.134,13.411,19.732,17,6,1
167,24.822,24.643,24.465,24.286,24.108,23.93,23.751,23.573,13.456,13.516,13.615,13.752,13.926,14.137,14.381,14.658,24.197,17,7,1
168,24.883,24.766,24.649,24.532,24.415,24.298,24.181,24.064,14.254,14.313,14.411,14.548,14.721,14.93,15.173,15.449,28.598,17,8,1
169,24.937,24.874,24.81,24.747,24.684,24.621,24.558,24.494,14.847,14.906,15.003,15.138,15.31,15.518,15.76,16.034,32.987,17,9,1
170,24.984,24.969,24.953,24.938,24.922,24.907,24.891,24.876,15.224,15.283,15.379,15.514,15.685,15.891,16.131,16.405,37.323,17,10,1
171,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,18,1,1
172,24.943,24.886,24.829,24.772,24.715,24.658,24.601,24.544,17.543,17.628,17.769,17.964,18.212,18.511,18.857,19.25,4.2836,18,2,1
173,25.353,25.705,26.058,26.411,26.764,27.116,27.469,27.822,17.989,18.058,18.173,18.333,18.536,18.781,19.067,19.392,8.685,18,3,1
174,25.753,26.507,27.26,28.013,28.766,29.52,30.273,31.026,16.085,16.147,16.25,16.393,16.575,16.795,17.051,17.342,12.906,18,4,1
175,26.182,27.363,28.545,29.726,30.908,32.089,33.271,34.452,13.549,13.602,13.692,13.816,13.973,14.164,14.385,14.637,16.897,18,5,1
176,26.551,28.101,29.652,31.202,32.753,34.303,35.854,37.404,11.22,11.263,11.336,11.437,11.565,11.72,11.901,12.106,20.6,18,6,1
177,26.798,28.595,30.393,32.19,33.988,35.786,37.583,39.381,9.6137,9.6485,9.7061,9.7862,9.8883,10.012,10.155,10.319,24.063,18,7,1
178,26.953,28.905,30.858,32.81,34.763,36.715,38.668,40.62,8.5444,8.5722,8.6185,8.6829,8.765,8.8642,8.9802,9.1121,27.347,18,8,1
179,27.049,29.097,31.146,33.194,35.243,37.291,39.34,41.388,7.7823,7.8051,7.843,7.8958,7.9631,8.0446,8.1399,8.2485,30.482,18,9,1
180,27.119,29.239,31.358,33.478,35.597,37.716,39.836,41.955,7.2113,7.2304,7.2621,7.3063,7.3627,7.431,7.5109,7.6021,33.529,18,10,1
181,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,19,1,1
182,24.936,24.871,24.807,24.743,24.678,24.614,24.55,24.486,15.551,15.646,15.805,16.024,16.301,16.634,17.018,17.452,4.1631,19,2,1
