,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,std_0,std_1,std_2,std_3,std_4,std_5,std_6,std_7,nmll,round,trial,id
7798,26.643,28.286,29.928,31.571,33.214,34.857,36.5,38.142,10.023,10.054,10.105,10.176,10.267,10.377,10.506,10.652,27.801,30,8,26
7799,26.756,28.512,30.269,32.025,33.781,35.537,37.294,39.05,9.1693,9.195,9.2378,9.2972,9.3731,9.4651,9.5726,9.6952,31.116,30,9,26
7800,26.842,28.684,30.527,32.369,34.211,36.053,37.895,39.737,8.5154,8.5371,8.5733,8.6236,8.6879,8.7658,8.8571,8.9612,34.343,30,10,26
7801,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1,1,27
7802,24.348,23.697,23.045,22.393,21.742,21.09,20.439,19.787,0.0002186,0.00023087,0.00024998,0.00027451,0.00030314,0.00033483,0.00036879,0.00040445,2.7407,1,2,27
7803,23.726,22.453,21.179,19.905,18.631,17.358,16.084,14.81,0.00021695,0.00022457,0.00023671,0.00025274,0.00027196,0.00029375,0.00031758,0.00034303,269790000,1,3,27
7804,23.925,22.85,21.774,20.699,19.624,18.549,17.474,16.399,0.00021597,0.00022075,0.0002285,0.00023893,0.0002517,0.00026648,0.00028295,0.00030084,316220000,1,4,27
7805,24.171,23.341,22.512,21.682,20.853,20.024,19.194,18.365,0.00021588,0.0002204,0.00022772,0.0002376,0.00024972,0.00026378,0.00027949,0.00029658,1075400000,1,5,27
7806,23.917,22.835,21.752,20.669,19.587,18.504,17.422,16.339,0.00021586,0.00022031,0.00022754,0.00023728,0.00024926,0.00026315,0.00027868,0.00029558,4543200000,1,6,27
7807,24.135,23.271,22.406,21.541,20.676,19.812,18.947,18.082,0.00021578,0.00022,0.00022685,0.00023612,0.00024752,0.00026078,0.00027562,0.00029182,5231000000,1,7,27
7808,23.738,22.476,21.215,19.953,18.691,17.429,16.168,14.906,0.00021522,0.00021779,0.000222,0.00022777,0.00023497,0.00024349,0.00025319,0.00026394,5556500000,1,8,27
7809,23.872,22.743,21.615,20.486,19.358,18.229,17.101,15.972,0.00021519,0.00021768,0.00022176,0.00022736,0.00023436,0.00024264,0.00025207,0.00026253,6323500000,1,9,27
7810,24.176,23.353,22.529,21.706,20.882,20.059,19.235,18.412,0.00021514,0.00021746,0.00022129,0.00022653,0.0002331,0.00024088,0.00024977,0.00025964,8295200000,1,10,27
7811,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,2,1,27
7812,25.638,26.275,26.913,27.551,28.189,28.826,29.464,30.102,3.7043,3.9373,4.2975,4.7562,5.2878,5.8726,6.4962,7.1484,2.9674,2,2,27
7813,24.769,24.537,24.306,24.074,23.843,23.611,23.38,23.148,6.7209,6.8623,7.0918,7.4012,7.7808,8.2211,8.7127,9.2476,6.7039,2,3,27
7814,24.273,23.546,22.818,22.091,21.364,20.637,19.91,19.182,8.2739,8.3776,8.5477,8.7803,9.0707,9.4134,9.8029,10.234,10.912,2,4,27
7815,24.423,23.846,23.27,22.693,22.116,21.539,20.963,20.386,8.13,8.2265,8.385,8.6019,8.873,9.1935,9.5584,9.9628,14.292,2,5,27
7816,24.51,24.019,23.529,23.039,22.548,22.058,21.568,21.078,7.5056,7.5736,7.6854,7.8394,8.033,8.2635,8.5278,8.823,17.486,2,6,27
7817,24.023,23.045,22.068,21.09,20.113,19.135,18.158,17.18,8.5791,8.6312,8.7173,8.8365,8.9874,9.1684,9.3779,9.6139,22.128,2,7,27
7818,24.095,23.189,22.284,21.379,20.473,19.568,18.663,17.758,8.4267,8.4765,8.559,8.6731,8.8177,8.9912,9.1921,9.4186,25.524,2,8,27
7819,24.234,23.468,22.701,21.935,21.169,20.403,19.637,18.87,9.2005,9.2514,9.3356,9.4523,9.6002,9.778,9.9839,10.216,29.621,2,9,27
7820,24.44,23.881,23.321,22.761,22.202,21.642,21.083,20.523,11.934,11.988,12.078,12.203,12.362,12.553,12.775,13.027,35.363,2,10,27
7821,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,3,1,27
7822,24.209,23.418,22.628,21.837,21.046,20.255,19.465,18.674,0.00027261,0.00031082,0.00036574,0.00043103,0.00050267,0.00057829,0.00065653,0.00073655,2.3302,3,2,27
7823,23.359,21.718,20.077,18.436,16.795,15.154,13.513,11.872,0.00026838,0.00029574,0.00033643,0.00038627,0.00044216,0.00050209,0.00056478,0.00062941,158070000,3,3,27
7824,24.284,23.568,22.853,22.137,21.421,20.705,19.989,19.273,0.00068592,0.00075139,0.00084936,0.00097004,0.001106,0.0012523,0.0014057,0.0015641,201460000,3,4,27
7825,24.673,24.347,24.02,23.693,23.367,23.04,22.713,22.387,7.9145,8.06,8.2967,8.6173,9.0128,9.4737,9.991,10.557,13.994,3,5,27
7826,24.484,23.968,23.452,22.936,22.421,21.905,21.389,20.873,7.4887,7.6307,7.8617,8.174,8.559,9.0071,9.5095,10.058,17.288,3,6,27
7827,25.386,25.773,26.159,26.545,26.932,27.318,27.704,28.091,9.7501,9.8449,10.001,10.216,10.485,10.805,11.171,11.58,22.281,3,7,27
7828,24.854,24.707,24.561,24.414,24.268,24.122,23.975,23.829,10.381,10.448,10.56,10.714,10.908,11.142,11.411,11.715,26.421,3,8,27
7829,25.039,25.078,25.117,25.156,25.195,25.234,25.274,25.313,10.042,10.097,10.188,10.314,10.475,10.667,10.89,11.142,29.974,3,9,27
7830,25.334,25.668,26.002,26.336,26.67,27.004,27.338,27.672,10.689,10.739,10.821,10.935,11.08,11.255,11.458,11.688,34.331,3,10,27
7831,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,4,1,27
7832,25.153,25.307,25.46,25.613,25.767,25.92,26.073,26.226,19.363,19.438,19.563,19.737,19.959,20.226,20.537,20.891,4.3929,4,2,27
7833,25.107,25.214,25.321,25.428,25.534,25.641,25.748,25.855,16.901,16.986,17.126,17.321,17.567,17.864,18.209,18.599,8.4955,4,3,27
7834,25.017,25.034,25.051,25.068,25.085,25.102,25.119,25.136,15.993,16.081,16.226,16.427,16.682,16.988,17.343,17.744,12.569,4,4,27
7835,25.196,25.392,25.587,25.783,25.979,26.175,26.37,26.566,14.582,14.668,14.81,15.005,15.254,15.552,15.897,16.286,16.414,4,5,27
7836,25.09,25.18,25.271,25.361,25.451,25.541,25.632,25.722,14.468,14.552,14.692,14.886,15.132,15.427,15.768,16.153,20.458,4,6,27
7837,25.284,25.569,25.853,26.137,26.421,26.706,26.99,27.274,15.271,15.35,15.481,15.663,15.894,16.171,16.493,16.856,24.91,4,7,27
7838,25.435,25.87,26.305,26.74,27.174,27.609,28.044,28.479,14.302,14.377,14.501,14.673,14.892,15.155,15.46,15.804,28.662,4,8,27
7839,24.921,24.841,24.762,24.682,24.603,24.523,24.444,24.364,15.503,15.564,15.664,15.803,15.98,16.193,16.442,16.725,33.32,4,9,27
7840,24.894,24.788,24.682,24.576,24.47,24.364,24.258,24.153,14.849,14.91,15.01,15.15,15.328,15.543,15.793,16.076,37.1,4,10,27
7841,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,5,1,27
7842,25.597,26.193,26.79,27.386,27.983,28.579,29.176,29.773,5.4407,5.6155,5.8953,6.266,6.7127,7.2212,7.7794,8.3774,3.3218,5,2,27
7843,26.687,28.373,30.06,31.746,33.433,35.119,36.806,38.492,0.060066,0.062737,0.066952,0.072441,0.078941,0.086222,0.094103,0.10245,2.6654,5,3,27
7844,25.231,25.463,25.694,25.925,26.156,26.388,26.619,26.85,9.4295,9.5418,9.7261,9.9784,10.294,10.666,11.091,11.561,11.029,5,4,27
7845,25.163,25.326,25.489,25.652,25.815,25.977,26.14,26.303,8.4586,8.5664,8.7432,8.9848,9.2862,9.6417,10.046,10.493,14.264,5,5,27
7846,24.798,24.596,24.395,24.193,23.991,23.789,23.587,23.386,8.4978,8.5803,8.7161,8.9027,9.1371,9.4156,9.7344,10.09,17.91,5,6,27
7847,25.151,25.301,25.452,25.602,25.753,25.904,26.054,26.205,9.2733,9.3453,9.464,9.6277,9.8343,10.081,10.365,10.683,21.999,5,7,27
7848,25.402,25.804,26.206,26.609,27.011,27.413,27.815,28.217,9.3974,9.4613,9.5668,9.7126,9.8969,10.118,10.372,10.659,25.837,5,8,27
7849,25.358,25.716,26.074,26.432,26.79,27.148,27.506,27.864,8.9281,8.9886,9.0887,9.227,9.4017,9.611,9.8526,10.124,29.1,5,9,27
7850,25.359,25.719,26.078,26.437,26.797,27.156,27.515,27.874,8.4202,8.4685,8.5485,8.6591,8.7994,8.9678,9.1628,9.3829,32.28,5,10,27
7851,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,6,1,27
7852,25.056,25.112,25.168,25.224,25.28,25.337,25.393,25.449,17.828,17.912,18.051,18.243,18.487,18.781,19.123,19.51,4.2997,6,2,27
7853,25.258,25.517,25.775,26.033,26.291,26.55,26.808,27.066,13.51,13.602,13.754,13.964,14.229,14.546,14.913,15.325,8.0816,6,3,27
7854,25.615,26.23,26.845,27.459,28.074,28.689,29.304,29.919,11.671,11.749,11.879,12.058,12.284,12.555,12.868,13.22,11.862,6,4,27
7855,25.809,26.618,27.427,28.237,29.046,29.855,30.664,31.473,9.7904,9.8574,9.9681,10.121,10.314,10.546,10.813,11.113,15.251,6,5,27
7856,26.067,27.134,28.201,29.268,30.336,31.403,32.47,33.537,8.6311,8.6836,8.7702,8.8902,9.042,9.2243,9.4351,9.6726,18.68,6,6,27
7857,25.772,26.544,27.315,28.087,28.859,29.631,30.402,31.174,11.15,11.205,11.298,11.425,11.587,11.782,12.009,12.265,23.418,6,7,27
7858,25.66,26.319,26.979,27.638,28.298,28.958,29.617,30.277,10.873,10.924,11.009,11.126,11.275,11.454,11.663,11.899,27.025,6,8,27
7859,25.535,26.071,26.606,27.142,27.677,28.213,28.748,29.284,11.169,11.219,11.302,11.417,11.563,11.739,11.944,12.176,30.967,6,9,27
7860,25.434,25.868,26.302,26.736,27.169,27.603,28.037,28.471,10.891,10.937,11.014,11.12,11.255,11.418,11.607,11.822,34.557,6,10,27
7861,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,7,1,27
7862,24.672,24.343,24.015,23.686,23.358,23.03,22.701,22.373,8.6803,8.8331,9.0821,9.4197,9.8366,10.323,10.871,11.47,3.6311,7,2,27
7863,24.512,24.023,23.535,23.046,22.558,22.069,21.581,21.092,6.3764,6.4865,6.6658,6.9091,7.2098,7.5611,7.9563,8.3892,6.7623,7,3,27
7864,24.726,24.451,24.177,23.902,23.628,23.354,23.079,22.805,13.573,13.661,13.807,14.008,14.263,14.568,14.92,15.317,12.124,7,4,27
7865,25.288,25.577,25.865,26.154,26.442,26.731,27.019,27.308,15.895,15.96,16.069,16.22,16.412,16.643,16.913,17.219,16.805,7,5,27
7866,25.548,26.097,26.645,27.194,27.742,28.291,28.839,29.388,14.992,15.05,15.147,15.282,15.453,15.66,15.901,16.175,20.837,7,6,27
7867,25.621,26.242,26.863,27.483,28.104,28.725,29.346,29.967,13.564,13.621,13.714,13.844,14.01,14.209,14.441,14.705,24.433,7,7,27
7868,25.505,26.01,26.514,27.019,27.524,28.029,28.534,29.039,15.006,15.062,15.155,15.284,15.448,15.646,15.877,16.14,29.08,7,8,27
7869,25.577,26.155,26.732,27.309,27.887,28.464,29.042,29.619,14.247,14.302,14.394,14.523,14.686,14.883,15.112,15.373,32.843,7,9,27
7870,25.353,25.707,26.06,26.414,26.767,27.121,27.474,27.827,14.74,14.792,14.879,14.999,15.152,15.338,15.554,15.8,37.127,7,10,27
7871,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,8,1,27
7872,25.746,26.493,27.239,27.986,28.732,29.479,30.225,30.972,6.2756,6.3806,6.5518,6.7842,7.0718,7.4082,7.7871,8.2025,3.6573,8,2,27
7873,25.715,26.43,27.146,27.861,28.576,29.291,30.006,30.721,5.1601,5.2501,5.3966,5.5954,5.841,6.1279,6.4504,6.8036,6.602,8,3,27
7874,25.59,26.181,26.771,27.362,27.952,28.543,29.133,29.724,9.614,9.7067,9.8593,10.069,10.332,10.645,11.004,11.403,11.268,8,4,27
7875,25.062,25.123,25.185,25.246,25.308,25.369,25.431,25.492,11.665,11.74,11.862,12.032,12.248,12.505,12.804,13.139,15.558,8,5,27
7876,25.304,25.608,25.912,26.216,26.52,26.824,27.128,27.432,11.063,11.125,11.226,11.367,11.545,11.759,12.007,12.287,19.272,8,6,27
7877,25.015,25.03,25.045,25.059,25.074,25.089,25.104,25.119,11.724,11.779,11.87,11.995,12.155,12.347,12.57,12.823,23.413,8,7,27
7878,25.101,25.203,25.304,25.405,25.506,25.608,25.709,25.81,10.942,10.986,11.06,11.163,11.294,11.451,11.635,11.843,26.9,8,8,27
7879,24.906,24.812,24.718,24.624,24.53,24.436,24.341,24.247,11.197,11.238,11.306,11.401,11.521,11.667,11.836,12.029,30.916,8,9,27
7880,25.059,25.119,25.178,25.237,25.296,25.356,25.415,25.474,11.029,11.066,11.126,11.21,11.317,11.446,11.597,11.769,34.66,8,10,27
7881,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,9,1,27
7882,24.414,23.828,23.241,22.655,22.069,21.483,20.896,20.31,8.3314,8.4488,8.6408,8.9027,9.2285,9.6117,10.046,10.524,3.7448,9,2,27
7883,25.003,25.005,25.008,25.01,25.013,25.016,25.018,25.021,10.8,10.88,11.011,11.193,11.423,11.698,12.014,12.369,7.6553,9,3,27
7884,24.999,24.999,24.998,24.997,24.997,24.996,24.995,24.995,8.8567,8.9148,9.0107,9.1433,9.311,9.512,9.7442,10.005,10.999,9,4,27
7885,25.043,25.086,25.13,25.173,25.216,25.259,25.302,25.346,7.9107,7.9654,8.0557,8.1804,8.338,8.5267,8.7445,8.9892,14.205,9,5,27
7886,24.808,24.617,24.425,24.233,24.042,23.85,23.658,23.467,9.802,9.8572,9.9485,10.075,10.235,10.428,10.651,10.902,18.706,9,6,27
7887,24.711,24.421,24.132,23.843,23.554,23.264,22.975,22.686,9.0747,9.1237,9.2048,9.3171,9.4596,9.6309,9.8294,10.054,22.033,9,7,27
7888,24.812,24.624,24.436,24.249,24.061,23.873,23.685,23.497,11.324,11.376,11.463,11.583,11.736,11.92,12.134,12.376,27.089,9,8,27
7889,24.882,24.765,24.647,24.53,24.412,24.295,24.177,24.06,12.627,12.68,12.768,12.89,13.046,13.233,13.452,13.699,31.76,9,9,27
7890,24.941,24.882,24.823,24.764,24.705,24.646,24.588,24.529,13.583,13.636,13.724,13.847,14.003,14.191,14.411,14.66,36.345,9,10,27
7891,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,10,1,27
7892,25.045,25.09,25.135,25.181,25.226,25.271,25.316,25.361,22.155,22.222,22.334,22.49,22.689,22.93,23.211,23.531,4.517,10,2,27
7893,25.09,25.181,25.271,25.362,25.452,25.542,25.633,25.723,22.125,22.192,22.304,22.46,22.659,22.899,23.18,23.5,9.0333,10,3,27
7894,25.135,25.271,25.406,25.542,25.677,25.813,25.948,26.083,22.153,22.22,22.332,22.487,22.685,22.925,23.205,23.524,13.557,10,4,27
7895,25.16,25.32,25.479,25.639,25.799,25.959,26.119,26.278,19.276,19.352,19.479,19.654,19.878,20.147,20.462,20.818,17.519,10,5,27
7896,25.206,25.412,25.618,25.824,26.031,26.237,26.443,26.649,19.84,19.913,20.036,20.207,20.424,20.686,20.992,21.339,22.048,10,6,27
7897,25.253,25.506,25.76,26.013,26.266,26.519,26.773,27.026,20.096,20.169,20.29,20.458,20.672,20.93,21.232,21.575,26.542,10,7,27
7898,25.299,25.598,25.897,26.196,26.495,26.794,27.093,27.392,20.356,20.428,20.547,20.713,20.924,21.179,21.477,21.815,31.063,10,8,27
7899,25.138,25.275,25.413,25.551,25.688,25.826,25.964,26.101,19.649,19.715,19.825,19.978,20.172,20.407,20.681,20.994,35.181,10,9,27
7900,25.183,25.366,25.548,25.731,25.914,26.097,26.28,26.463,19.904,19.97,20.078,20.229,20.421,20.654,20.925,21.234,39.7,10,10,27
7901,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,11,1,27
7902,25.062,25.123,25.185,25.247,25.308,25.37,25.432,25.493,16.212,16.304,16.456,16.667,16.934,17.254,17.626,18.044,4.2047,11,2,27
7903,25.151,25.303,25.454,25.605,25.757,25.908,26.059,26.211,11.598,11.722,11.925,12.205,12.555,12.971,13.445,13.973,7.7441,11,3,27
7904,25.202,25.404,25.606,25.808,26.01,26.211,26.413,26.615,13.507,13.614,13.791,14.034,14.341,14.708,15.129,15.602,12.079,11,4,27
7905,25.259,25.517,25.776,26.034,26.293,26.551,26.81,27.069,14.349,14.45,14.616,14.846,15.136,15.484,15.884,16.335,16.355,11,5,27
7906,25.311,25.622,25.934,26.245,26.556,26.867,27.178,27.489,15.073,15.169,15.327,15.546,15.823,16.155,16.539,16.972,20.697,11,6,27
7907,25.372,25.744,26.116,26.488,26.86,27.232,27.603,27.975,15.265,15.359,15.515,15.731,16.004,16.331,16.71,17.137,24.924,11,7,27
7908,25.433,25.865,26.298,26.73,27.163,27.596,28.028,28.461,15.404,15.497,15.651,15.865,16.134,16.458,16.833,17.255,29.155,11,8,27
7909,25.494,25.988,26.482,26.977,27.471,27.965,28.459,28.953,15.482,15.574,15.727,15.938,16.206,16.527,16.899,17.318,33.375,11,9,27
7910,25.554,26.108,26.662,27.216,27.77,28.324,28.878,29.432,15.589,15.68,15.832,16.041,16.306,16.624,16.993,17.408,37.626,11,10,27
7911,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,12,1,27
7912,25.043,25.087,25.13,25.174,25.217,25.261,25.304,25.348,22.995,23.06,23.168,23.318,23.51,23.743,24.014,24.324,4.5542,12,2,27
7913,25.088,25.175,25.263,25.351,25.439,25.526,25.614,25.702,22.801,22.867,22.975,23.127,23.32,23.553,23.827,24.138,9.0934,12,3,27
7914,25.131,25.262,25.393,25.524,25.655,25.786,25.917,26.048,22.909,22.974,23.081,23.232,23.424,23.656,23.928,24.237,13.657,12,4,27
7915,25.174,25.347,25.521,25.695,25.868,26.042,26.215,26.389,19.833,19.907,20.03,20.201,20.419,20.682,20.988,21.337,17.635,12,5,27
7916,25.217,25.433,25.65,25.867,26.084,26.3,26.517,26.734,20.505,20.577,20.696,20.861,21.072,21.326,21.623,21.961,22.216,12,6,27
7917,25.26,25.52,25.781,26.041,26.301,26.561,26.822,27.082,20.909,20.979,21.096,21.257,21.464,21.713,22.005,22.336,26.782,12,7,27
7918,25.305,25.609,25.914,26.218,26.523,26.828,27.132,27.437,21.129,21.199,21.314,21.474,21.678,21.925,22.213,22.54,31.326,12,8,27
7919,25.345,25.691,26.036,26.382,26.727,27.072,27.418,27.763,19.745,19.818,19.94,20.108,20.323,20.583,20.885,21.229,35.265,12,9,27
7920,25.463,25.927,26.39,26.854,27.317,27.781,28.244,28.708,18.892,18.967,19.09,19.261,19.48,19.743,20.05,20.398,39.316,12,10,27
7921,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,13,1,27
7922,25.045,25.09,25.135,25.18,25.225,25.27,25.316,25.361,22.183,22.251,22.363,22.518,22.717,22.957,23.238,23.558,4.5183,13,2,27
7923,25.091,25.181,25.272,25.362,25.453,25.544,25.634,25.725,22.079,22.146,22.258,22.414,22.613,22.854,23.136,23.456,9.0292,13,3,27
7924,25.137,25.273,25.41,25.547,25.684,25.82,25.957,26.094,21.944,22.012,22.125,22.281,22.481,22.723,23.006,23.327,13.529,13,4,27
7925,25.183,25.365,25.548,25.73,25.913,26.096,26.278,26.461,21.904,21.972,22.084,22.241,22.441,22.682,22.965,23.286,18.035,13,5,27
7926,25.205,25.411,25.616,25.822,26.027,26.233,26.438,26.643,19.677,19.752,19.875,20.047,20.266,20.53,20.838,21.188,22.007,13,6,27
7927,25.265,25.529,25.794,26.058,26.323,26.587,26.852,27.116,17.983,18.062,18.193,18.375,18.606,18.885,19.209,19.576,25.877,13,7,27
7928,24.89,24.78,24.671,24.561,24.451,24.341,24.232,24.122,18.949,19.018,19.132,19.291,19.493,19.737,20.022,20.346,30.527,13,8,27
7929,25.005,25.01,25.016,25.021,25.026,25.031,25.036,25.042,18.129,18.196,18.306,18.46,18.656,18.893,19.168,19.482,34.532,13,9,27
7930,24.708,24.416,24.124,23.832,23.54,23.248,22.955,22.663,18.544,18.604,18.705,18.845,19.023,19.239,19.491,19.778,39.103,13,10,27
7931,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,14,1,27
7932,24.95,24.9,24.85,24.8,24.75,24.7,24.65,24.6,19.977,20.052,20.176,20.348,20.568,20.833,21.142,21.493,4.4135,14,2,27
7933,24.9,24.8,24.7,24.6,24.5,24.4,24.3,24.2,19.996,20.07,20.194,20.366,20.584,20.849,21.156,21.506,8.8314,14,3,27
7934,24.932,24.864,24.796,24.728,24.66,24.592,24.525,24.457,16.919,17.004,17.145,17.341,17.589,17.888,18.234,18.626,12.74,14,4,27
7935,25.102,25.203,25.305,25.407,25.509,25.61,25.712,25.814,15.958,16.042,16.183,16.377,16.623,16.92,17.264,17.652,16.756,14,5,27
7936,25.284,25.568,25.852,26.136,26.42,26.705,26.989,27.273,15.114,15.197,15.335,15.526,15.768,16.058,16.395,16.776,20.711,14,6,27
7937,25.391,25.781,26.172,26.562,26.953,27.343,27.734,28.124,13.901,13.986,14.126,14.32,14.565,14.859,15.2,15.583,24.383,14,7,27
7938,25.073,25.145,25.218,25.291,25.363,25.436,25.509,25.582,14.454,14.53,14.655,14.828,15.048,15.313,15.619,15.966,28.642,14,8,27
7939,25.047,25.094,25.141,25.188,25.236,25.283,25.33,25.377,13.608,13.685,13.811,13.986,14.208,14.475,14.783,15.132,32.253,14,9,27
7940,25.124,25.248,25.371,25.495,25.619,25.743,25.867,25.991,12.999,13.074,13.198,13.37,13.587,13.849,14.151,14.492,35.885,14,10,27
7941,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,15,1,27
7942,25.137,25.275,25.412,25.55,25.687,25.824,25.962,26.099,14.453,14.554,14.722,14.953,15.246,15.596,15.999,16.453,4.097,15,2,27
7943,24.803,24.605,24.408,24.21,24.013,23.815,23.618,23.421,13.897,13.987,14.134,14.337,14.595,14.903,15.26,15.662,8.1249,15,3,27
7944,24.72,24.441,24.161,23.882,23.602,23.322,23.043,22.763,11.301,11.396,11.554,11.77,12.043,12.368,12.742,13.16,11.586,15,4,27
7945,24.701,24.402,24.103,23.805,23.506,23.207,22.908,22.609,13.272,13.359,13.504,13.704,13.957,14.261,14.611,15.005,16.069,15,5,27
7946,24.64,24.28,23.92,23.56,23.2,22.84,22.48,22.119,11.844,11.932,12.079,12.281,12.536,12.84,13.191,13.585,19.534,15,6,27
7947,24.81,24.62,24.43,24.24,24.049,23.859,23.669,23.479,12.602,12.687,12.827,13.021,13.266,13.559,13.897,14.278,23.747,15,7,27
7948,24.661,24.323,23.984,23.645,23.307,22.968,22.629,22.291,11.848,11.926,12.054,12.231,12.454,12.723,13.032,13.381,27.331,15,8,27
7949,24.806,24.612,24.418,24.224,24.03,23.837,23.643,23.449,12.412,12.487,12.611,12.784,13.002,13.264,13.567,13.908,31.551,15,9,27
7950,24.932,24.863,24.795,24.727,24.659,24.59,24.522,24.454,12.791,12.865,12.987,13.155,13.369,13.625,13.922,14.257,35.741,15,10,27
7951,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,16,1,27
7952,25.354,25.708,26.062,26.416,26.77,27.124,27.478,27.832,5.366,5.6052,5.9826,6.4741,7.0559,7.7076,8.413,9.1596,3.1505,16,2,27
7953,24.918,24.836,24.753,24.671,24.589,24.507,24.425,24.342,5.8057,5.9882,6.2805,6.6683,7.136,7.6689,8.2546,8.8824,6.3622,16,3,27
7954,25.101,25.201,25.302,25.402,25.503,25.604,25.704,25.805,10.103,10.233,10.445,10.736,11.098,11.525,12.01,12.547,11.192,16,4,27
7955,25.184,25.367,25.551,25.734,25.918,26.101,26.285,26.468,11.34,11.458,11.652,11.917,12.251,12.646,13.098,13.601,15.395,16,5,27
7956,25.255,25.51,25.764,26.019,26.274,26.529,26.784,27.039,12.14,12.251,12.434,12.685,13.001,13.377,13.808,14.289,19.597,16,6,27
7957,25.323,25.646,25.968,26.291,26.614,26.937,27.26,27.582,12.624,12.731,12.907,13.149,13.455,13.819,14.238,14.706,23.765,16,7,27
7958,25.388,25.777,26.165,26.554,26.942,27.33,27.719,28.107,12.992,13.096,13.267,13.503,13.801,14.156,14.565,15.023,27.942,16,8,27
7959,25.455,25.909,26.364,26.818,27.273,27.727,28.182,28.637,13.206,13.308,13.476,13.708,14.001,14.35,14.753,15.204,32.082,16,9,27
7960,25.52,26.041,26.561,27.081,27.602,28.122,28.642,29.163,13.365,13.466,13.632,13.861,14.149,14.495,14.892,15.338,36.22,16,10,27
7961,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,17,1,27
7962,24.954,24.909,24.863,24.818,24.772,24.727,24.681,24.636,21.959,22.027,22.14,22.297,22.498,22.74,23.024,23.346,4.5081,17,2,27
7963,24.815,24.63,24.445,24.26,24.075,23.889,23.704,23.519,16.259,16.343,16.481,16.674,16.918,17.211,17.551,17.936,8.431,17,3,27
7964,24.649,24.298,23.946,23.595,23.244,22.893,22.542,22.19,13.47,13.556,13.699,13.897,14.147,14.447,14.794,15.184,12.128,17,4,27
7965,25.137,25.274,25.411,25.548,25.685,25.822,25.959,26.096,14.765,14.832,14.941,15.094,15.288,15.521,15.793,16.1,16.488,17,5,27
7966,25.45,25.901,26.351,26.802,27.252,27.703,28.153,28.604,14.434,14.489,14.582,14.71,14.874,15.071,15.301,15.562,20.617,17,6,27
7967,25.696,26.391,27.087,27.782,28.478,29.173,29.869,30.564,13.618,13.665,13.744,13.854,13.993,14.162,14.359,14.583,24.552,17,7,27
7968,25.902,26.804,27.707,28.609,29.511,30.413,31.315,32.218,12.791,12.832,12.899,12.993,13.113,13.257,13.427,13.619,28.376,17,8,27
7969,26.074,27.148,28.221,29.295,30.369,31.443,32.517,33.59,12.033,12.068,12.125,12.206,12.309,12.434,12.579,12.745,32.097,17,9,27
7970,26.217,27.434,28.651,29.868,31.086,32.303,33.52,34.737,11.375,11.405,11.455,11.525,11.614,11.722,11.848,11.992,35.737,17,10,27
7971,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,18,1,27
7972,25.332,25.665,25.997,26.33,26.662,26.995,27.327,27.66,0.0004971,0.00051686,0.00054821,0.00058931,0.00063828,0.00069344,0.00075345,0.00081723,2.766,18,2,27
7973,25.829,26.659,27.488,28.318,29.147,29.977,30.806,31.636,0.00094537,0.00098198,0.0010401,0.0011165,0.0012076,0.0013103,0.0014222,0.0015412,189050000,18,3,27
