,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,std_0,std_1,std_2,std_3,std_4,std_5,std_6,std_7,nmll,round,trial,id
1,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1,1,1
2,48.023,37.419,26.949,25.089,25.001,25,25,25,0.12889,19.387,22.941,23.024,23.024,23.024,23.024,23.024,4.5555,1,2,1
3,48.023,41.084,30.443,24.244,23.31,24.171,24.774,24.961,0.12889,4.601,0.12889,8.8474,14.654,16.455,16.712,16.729,8.3603,1,3,1
4,48.023,24.383,30.443,25,25,25,25,25,0.12899,0.12899,0.12899,13.664,13.664,13.664,13.664,13.664,12.101,1,4,1
5,48.023,24.383,30.443,42.108,25,25,25,25,0.12899,0.12899,0.12899,0.12899,14.602,14.602,14.602,14.602,16.4,1,5,1
6,48.023,24.383,30.443,42.108,12.765,25,25,25,0.12899,0.12899,0.12899,0.12899,0.12899,14.16,14.16,14.16,20.347,1,6,1
7,48.023,24.383,30.443,42.108,12.765,18.7,25,25,0.12899,0.12899,0.12899,0.12899,0.12899,0.12899,13.18,13.18,23.986,1,7,1
8,48.023,24.383,30.443,42.108,12.765,18.7,36.332,25,0.12899,0.12899,0.12899,0.12899,0.12899,0.12899,0.12899,12.932,27.85,1,8,1
9,48.023,24.383,30.443,42.108,12.765,18.7,36.332,6.0314,0.12899,0.12899,0.12899,0.12899,0.12899,0.12899,0.12899,0.12899,32.367,1,9,1
10,48.011,24.384,30.208,42.099,12.772,18.703,36.326,6.0413,0.46681,0.46681,0.40431,0.46681,0.46681,0.46681,0.46681,0.46681,33.018,1,10,1
11,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,2,1,1
12,25.753,29.797,33.893,29.797,25.753,25.034,25,25,8.8626,7.49,0.13901,7.49,8.8626,8.8945,8.8945,8.8945,3.6044,2,2,1
13,44.096,39.83,33.895,28.337,24.609,23.009,22.932,23.523,0.13901,1.4077,0.13901,3.5596,7.7691,11.251,13.409,14.423,7.7993,2,3,1
14,44.008,39.775,33.896,28.376,24.651,23.029,22.927,23.504,0.15384,1.3895,0.17764,3.5151,7.6832,11.151,13.319,14.349,7.4785,2,4,1
15,44.098,39.832,33.897,28.338,24.61,23.01,22.933,23.523,0.20866,1.4185,0.25554,3.5685,7.7742,11.255,13.412,14.426,7.7652,2,5,1
16,44.098,39.725,33.896,31.172,33.126,37.301,39.802,38.613,0.20867,2.3251,0.25555,4.6652,7.3878,5.5866,0.25555,6.4509,11.955,2,6,1
17,44.098,25,33.893,25,25,23.937,39.802,25,0.20867,12.885,0.25556,12.885,12.885,0.25556,0.25556,12.885,15.866,2,7,1
18,44.098,25,33.892,25,29.589,23.937,39.801,25,0.20866,11.708,0.25554,11.708,0.25554,0.25554,0.25554,11.708,19.361,2,8,1
19,44.098,25,33.892,14.811,29.589,23.937,39.801,25,0.20866,11.469,0.25554,0.25554,0.25554,0.25554,0.25554,11.469,23.117,2,9,1
20,43.921,25,33.885,14.819,29.585,23.938,39.789,25,0.42085,11.424,0.53221,0.53221,0.53221,0.53221,0.53221,11.424,25.146,2,10,1
21,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,3,1,1
22,45.686,36.158,26.751,25.08,25.001,25,25,25,0.12552,17.419,20.612,20.686,20.686,20.686,20.686,20.686,4.4484,3,2,1
23,45.685,26.917,24.982,24.793,24.981,25,25,25,0.12551,14.565,14.565,0.12551,14.565,14.628,14.628,14.628,8.2038,3,3,1
24,45.685,26.917,24.982,24.793,24.981,25.415,29.48,25.415,0.12551,12.168,12.168,0.12551,12.168,12.168,0.12551,12.168,11.766,3,4,1
25,45.686,44.195,35.246,24.793,20.697,24.18,29.48,31.428,0.026669,1.4506,0.026669,0.026669,2.5609,3.5195,0.026669,5.754,14.657,3,5,1
26,45.814,44.233,35.239,24.8,20.709,24.172,29.478,31.465,0.22411,1.4612,0.25868,0.2587,2.5601,3.5044,0.25877,5.7505,14.736,3,6,1
27,45.813,10.434,35.243,24.793,25,25,29.479,25,0.22419,0.25886,0.25886,0.25886,12.415,12.415,0.25886,12.415,19.757,3,7,1
28,45.882,10.433,35.244,24.793,25,25,29.479,25,0.20141,0.24666,0.24666,0.24666,12.438,12.438,0.24666,12.438,19.593,3,8,1
29,45.676,10.448,35.233,24.794,25,25,29.475,25,0.4775,0.60384,0.60384,0.60384,12.375,12.375,0.60384,12.375,22.07,3,9,1
30,45.639,10.444,35.236,24.793,25,25,29.476,25,0.41629,0.5373,0.5373,0.5373,12.361,12.361,0.5373,12.361,22.278,3,10,1
31,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,4,1,1
32,25,25,25,25.001,25.067,26.476,34.405,42.436,17.436,17.436,17.436,17.436,17.436,17.374,14.682,0.14257,4.2775,4,2,1
33,4.8247,14.117,23.292,24.923,25.066,26.476,34.405,42.436,0.14257,15.878,18.788,18.856,18.856,18.788,15.878,0.14257,8.7115,4,3,1
34,4.8249,18.434,24.774,24.999,24.948,23.691,26.494,42.436,0.14258,14.756,15.605,15.606,15.605,14.673,0.14258,0.14258,12.444,4,4,1
35,4.8241,18.426,24.773,24.999,24.948,23.688,26.494,42.43,0.013848,14.752,15.603,15.604,15.603,14.669,0.013848,0.011993,9.5826,4,5,1
36,4.8272,18.297,24.754,24.999,24.943,23.64,26.495,42.317,0.27347,14.687,15.57,15.572,15.57,14.597,0.27347,0.2233,12.536,4,6,1
37,4.8263,18.32,24.757,24.999,24.944,23.648,26.494,42.337,0.23017,14.699,15.576,15.577,15.576,14.61,0.23017,0.18197,11.94,4,7,1
38,4.827,22.275,30.995,26.159,25.006,24.656,26.494,42.337,0.23016,13.155,0.23016,13.415,13.67,13.406,0.23016,0.18197,15.621,4,8,1
39,4.8265,22.269,30.995,26.162,25.006,24.655,26.494,42.315,0.21112,13.146,0.21112,13.407,13.664,13.398,0.21112,0.16353,14.989,4,9,1
40,4.8273,22.256,30.995,26.167,25.006,24.652,26.494,42.271,0.24368,13.128,0.24368,13.391,13.65,13.382,0.24368,0.18612,15.31,4,10,1
41,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,5,1,1
42,25,25,25,24.999,24.944,23.775,17.192,10.525,14.476,14.476,14.476,14.476,14.475,14.424,12.189,0.13621,4.0914,5,2,1
43,26.642,25.886,25.139,25.006,24.944,23.775,17.192,10.526,0.1362,8.6746,10.264,10.301,10.301,10.264,8.6746,0.1362,7.5024,5,3,1
44,26.642,24.76,4.6396,24.739,25,25,24.814,10.525,0.1362,14.452,0.1362,14.454,14.455,14.455,14.454,0.1362,12.27,5,4,1
45,26.642,24.76,4.6397,24.614,15.235,24.875,24.814,10.525,0.1362,13.435,0.1362,13.435,0.1362,13.436,13.436,0.1362,16.068,5,5,1
46,26.642,25,4.6399,25,15.235,25,32.501,10.525,0.1362,12.478,0.1362,12.478,0.1362,12.478,0.1362,0.1362,19.714,5,6,1
47,26.642,25,4.6401,25,15.235,21.827,32.501,10.525,0.1362,11.464,0.1362,11.464,0.1362,0.1362,0.1362,0.1362,23.149,5,7,1
48,26.642,37.809,4.6401,25,15.235,21.827,32.501,10.525,0.1362,0.1362,0.1362,11.666,0.1362,0.1362,0.1362,0.1362,27.129,5,8,1
49,26.643,37.818,4.6387,25,15.234,21.827,32.501,10.524,0.014904,0.012907,0.014904,11.667,0.014904,0.014904,0.014904,0.014904,24.343,5,9,1
50,26.643,37.818,4.6387,43.224,15.234,21.827,32.501,10.524,0.014904,0.012907,0.014904,0.014904,0.014904,0.014904,0.014904,0.014904,28.88,5,10,1
51,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,6,1,1
52,25.026,25.561,28.575,31.627,28.575,25.561,25.026,25,6.6289,6.6052,5.5824,0.14075,5.5824,6.6052,6.6289,6.629,3.3104,6,2,1
53,34.668,37.172,36.042,31.631,26.81,24.079,23.604,24.124,5.9837,2.6924,0.14071,0.14071,2.6924,5.9837,8.1012,8.9048,6.5019,6,3,1
54,23.313,21.96,36.044,31.629,26.006,25.02,25,25,7.2685,0.04798,0.04798,0.04798,7.2685,7.5882,7.5883,7.5883,10.254,6,4,1
55,23.018,21.96,36.044,31.629,26.789,25.289,25.008,25,6.2833,0.047979,0.047979,0.047979,0.047979,6.2833,6.6317,6.632,13.087,6,5,1
56,21.909,21.96,36.044,31.629,26.789,20.83,12.977,20.221,7.406,0.04798,0.04798,0.04798,0.04798,6.7023,0.04798,7.5154,17.323,6,6,1
57,41.281,21.96,36.044,31.629,26.789,24.965,12.977,24.959,0.04798,0.04798,0.04798,0.04798,0.04798,9.8996,0.04798,9.8996,22.269,6,7,1
58,41.003,21.965,36.028,31.619,26.786,24.95,12.994,24.942,0.46189,0.53321,0.53321,0.53321,0.53321,9.8292,0.53321,9.8293,23.016,6,8,1
59,41.043,21.963,36.036,31.624,26.788,24.952,12.986,24.944,0.31457,0.38521,0.38521,0.38521,0.38521,9.8371,0.38521,9.8372,23.017,6,9,1
60,41.038,21.962,36.039,31.626,26.788,24.951,12.983,24.943,0.24919,0.31517,0.31517,0.31517,0.31517,9.8348,0.31517,9.8349,22.676,6,10,1
61,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,7,1,1
62,25,25,25,24.999,24.941,23.706,16.758,9.7204,15.28,15.28,15.28,15.28,15.28,15.225,12.867,0.13681,4.1455,7,2,1
63,31.017,28.245,25.509,25.022,24.941,23.706,16.758,9.7208,0.13681,9.7783,11.571,11.612,11.612,11.571,9.7783,0.13681,7.742,7,3,1
64,31.017,33.207,35.567,35.927,31.552,22.934,13.946,9.7198,0.0079848,5.6062,5.6023,0.0079848,6.4056,9.0304,6.4788,0.0079848,11.522,7,4,1
65,31.017,24.755,28.538,35.927,30.639,24.739,17.311,9.7198,0.0079848,0.0079848,7.0169,0.0079848,8.7345,10.084,8.7417,0.0079848,14.787,7,5,1
66,31.017,24.755,28.13,35.927,36.908,40.747,25.022,9.7198,0.0079848,0.0079848,8.7236,0.0079848,8.9443,0.0079848,8.947,0.0079848,19.177,7,6,1
67,31.017,24.755,25.218,35.927,25.54,40.747,46.583,9.7198,0.0079848,0.0079848,13.553,0.0079848,13.553,0.0079848,0.0079848,0.0079848,24.155,7,7,1
68,30.999,24.756,25.229,35.895,25.569,40.701,46.036,9.7662,1.0308,1.0308,13.423,1.0308,13.423,1.0308,0.89313,1.0308,25.547,7,8,1
69,31.005,24.756,25.233,35.906,25.579,40.717,45.893,9.75,0.82912,0.82912,13.38,0.82913,13.38,0.82912,0.67725,0.82912,26.398,7,9,1
70,31.009,24.756,25.234,35.913,25.581,40.727,45.868,9.7403,0.68302,0.68302,13.37,0.68302,13.37,0.68302,0.54013,0.68302,26.841,7,10,1
71,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,8,1,1
72,44.929,35.75,26.687,25.077,25.001,25,25,25,0.1423,16.782,19.858,19.93,19.93,19.93,19.93,19.93,4.4111,8,2,1
73,45.166,35.878,26.707,25.078,25.001,25,25,25,0.41413,16.986,20.098,20.17,20.17,20.17,20.17,20.17,5.1043,8,3,1
74,45.338,35.971,26.722,25.079,25.001,25,25,25,0.44055,17.131,20.27,20.343,20.343,20.343,20.343,20.343,5.8916,8,4,1
75,45.242,35.918,26.714,25.078,25.001,25,25,25,0.41048,17.049,20.173,20.246,20.246,20.246,20.246,20.246,6.3708,8,5,1
76,45.3,35.95,26.719,25.078,25.001,25,25,25,0.37564,17.097,20.23,20.303,20.303,20.303,20.303,20.303,6.6289,8,6,1
77,45.226,35.91,26.712,25.078,25.001,25,25,25,0.38431,17.036,20.157,20.23,20.23,20.23,20.23,20.23,7.2496,8,7,1
78,45.189,35.89,26.709,25.078,25.001,25,25,25,0.36292,17.004,20.12,20.192,20.192,20.192,20.192,20.192,7.4287,8,8,1
79,45.236,35.916,26.713,25.078,25.001,25,25,25,0.36206,17.044,20.167,20.239,20.239,20.239,20.239,20.239,7.8748,8,9,1
80,45.308,35.954,26.719,25.079,25.001,25,25,25,0.40686,17.105,20.24,20.312,20.312,20.312,20.312,20.312,9.2644,8,10,1
81,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,9,1,1
82,8.8784,16.304,23.635,24.938,24.999,25,25,25,0.13831,13.576,16.064,16.122,16.122,16.122,16.122,16.122,4.1991,9,2,1
83,8.8782,16.304,23.635,24.939,25.078,26.718,35.944,45.288,0.13831,15.43,18.258,18.324,18.324,18.258,15.43,0.13831,8.6543,9,3,1
84,8.885,16.307,23.636,24.939,25.079,26.741,36.091,45.561,0.55287,15.563,18.413,18.479,18.479,18.413,15.563,0.47883,9.4975,9,4,1
85,8.8819,16.306,23.635,24.939,25.079,26.746,36.126,45.626,0.41983,15.591,18.447,18.514,18.514,18.447,15.59,0.3428,9.6331,9,5,1
86,8.8807,16.305,23.635,24.939,25.079,26.749,36.143,45.657,0.3534,15.605,18.464,18.53,18.53,18.464,15.604,0.2794,9.4665,9,6,1
87,8.8827,16.306,23.636,24.939,25.079,26.758,36.201,45.765,0.45867,15.657,18.525,18.591,18.591,18.525,15.656,0.35531,10.66,9,7,1
88,8.8818,16.306,23.635,24.939,25.08,26.759,36.21,45.782,0.41427,15.664,18.534,18.6,18.6,18.534,15.663,0.31643,10.536,9,8,1
89,8.8812,16.305,23.635,24.939,25.08,26.761,36.218,45.797,0.38238,15.671,18.542,18.609,18.609,18.542,15.67,0.28907,10.324,9,9,1
90,8.8822,16.306,23.636,24.939,25.08,26.766,36.253,45.861,0.4376,15.702,18.578,18.645,18.645,18.578,15.701,0.32822,11.45,9,10,1
91,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,10,1,1
92,25,25,25,25.001,25.066,26.455,34.271,42.187,17.188,17.188,17.188,17.188,17.188,17.126,14.473,0.13917,4.2631,10,2,1
93,25,25,25,25,25,25,14.06,42.187,14.407,14.407,14.407,14.407,14.407,14.407,0.13918,0.13918,8.1733,10,3,1
94,25,25,25,25,25,25,14.071,41.856,14.218,14.218,14.218,14.218,14.218,14.218,0.64614,0.55967,9.1291,10,4,1
95,25,25,25,25,25,20.553,14.076,41.852,11.892,11.892,11.892,11.892,11.892,0.6459,0.6459,0.5595,12.666,10,5,1
96,4.0768,25,25,25,25,20.551,14.07,41.856,0.64617,14.686,14.686,14.686,14.686,0.64617,0.64617,0.55969,17.406,10,6,1
97,4.0786,36.415,25,25,25,20.551,14.071,41.856,0.64613,0.64613,14.095,14.095,14.095,0.64613,0.64613,0.55966,21.306,10,7,1
98,4.0776,36.415,9.0914,25,25,20.551,14.071,41.856,0.64615,0.64615,0.64615,14.416,14.416,0.64615,0.64615,0.55968,25.506,10,8,1
99,4.0811,36.413,9.0941,26.013,25,20.552,14.073,41.855,0.64607,0.64607,0.64607,0.64607,13.352,0.64607,0.64607,0.55962,29.056,10,9,1
100,4.0836,36.412,9.096,26.013,31.556,20.552,14.074,41.854,0.64601,0.64601,0.64601,0.64601,0.64601,0.64601,0.64601,0.55958,32.669,10,10,1
101,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,11,1,1
102,25,25,25,24.999,24.918,23.195,13.496,3.6737,21.327,21.327,21.327,21.327,21.327,21.25,17.958,0.12696,4.4789,11,2,1
103,25,25,25,25,25,25,36.665,3.6739,17.189,17.189,17.189,17.189,17.189,17.189,0.12696,0.12696,8.5264,11,3,1
104,25,25,25,25,25,31.262,36.665,3.6741,14.493,14.493,14.493,14.493,14.493,0.12696,0.12696,0.12696,12.278,11,4,1
105,25,25,25,25,20.399,31.262,36.665,3.6743,12.76,12.76,12.76,12.76,0.12696,0.12696,0.12696,0.12696,15.861,11,5,1
106,42.821,25,25,25,20.399,31.262,36.665,3.6742,0.12696,13.92,13.92,13.92,0.12696,0.12696,0.12696,0.12696,20.261,11,6,1
107,42.728,25,25,25,20.4,31.262,36.664,3.6752,0.16076,13.897,13.897,13.897,0.18563,0.18563,0.18563,0.18563,19.988,11,7,1
108,42.765,25,25,25,20.4,31.262,36.665,3.6747,0.13012,13.906,13.906,13.906,0.15936,0.15936,0.15936,0.15936,19.277,11,8,1
109,42.663,25,25,25,20.4,31.261,36.662,3.6788,0.24907,13.881,13.881,13.881,0.31503,0.31503,0.31503,0.31503,20.692,11,9,1
110,42.57,25,25,25,20.401,31.26,36.66,3.6822,0.3099,13.858,13.858,13.858,0.40004,0.40004,0.40004,0.40004,21.669,11,10,1
111,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,12,1,1
112,25,25,25,24.999,24.918,23.212,13.608,3.8799,21.12,21.12,21.12,21.12,21.12,21.045,17.785,0.12647,4.4692,12,2,1
113,27.086,26.001,23.75,20.27,15.834,11.067,6.8101,3.8805,12.099,9.4061,6.1443,2.7927,0.12646,1.5944,1.5944,0.12646,8.0366,12,3,1
114,25,25,25,25,15.835,25,27.425,3.8804,13.366,13.366,13.366,13.366,0.11958,13.366,0.11958,0.11958,12.035,12,4,1
115,45.7,25,25,25,15.835,25,27.425,3.8802,0.11958,15.528,15.528,15.528,0.11958,15.528,0.11958,0.11958,16.646,12,5,1
116,45.61,25,25,25,15.835,25,27.425,3.8809,0.15491,15.498,15.498,15.498,0.17887,15.498,0.17887,0.17887,16.337,12,6,1
117,45.782,25,25,25,15.838,25,27.424,3.8881,0.36258,15.557,15.557,15.557,0.44403,15.557,0.44403,0.44403,17.724,12,7,1
118,45.657,25,25,25,15.839,25,27.423,3.8908,0.39973,15.516,15.516,15.516,0.50556,15.516,0.50556,0.50556,18.508,12,8,1
119,45.582,25,25,25,15.839,25,27.423,3.8906,0.38742,15.491,15.491,15.491,0.50009,15.491,0.50009,0.50009,18.959,12,9,1
120,45.523,25,25,25,15.839,25,27.423,3.8902,0.37528,15.472,15.472,15.472,0.4913,15.472,0.4913,0.4913,19.336,12,10,1
121,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,13,1,1
122,11.163,17.536,23.829,24.947,24.999,25,25,25,0.13569,11.652,13.788,13.837,13.837,13.837,13.837,13.837,4.0463,13,2,1
123,11.164,17.537,23.828,24.915,24.304,20.568,16.783,20.568,0.13569,9.5826,11.339,11.38,11.339,9.5826,0.13569,9.5826,7.7016,13,3,1
124,11.973,12.38,13.123,14.171,15.471,16.952,18.535,20.136,3.5485,3.4605,3.4519,3.4282,3.3429,3.2136,3.1252,3.2064,9.9886,13,4,1
125,25,25,25,25,25,25,25,25,9.095,9.095,9.095,9.095,9.095,9.095,9.095,9.095,14.507,13,5,1
126,25,25,25,25,25,25,25,25,11.46,11.46,11.46,11.46,11.46,11.46,11.46,11.46,19.289,13,6,1
127,25,25,25,25,25,25,25,25,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,23.857,13,7,1
128,25,25,25,25,25,25,25,25,13.794,13.794,13.794,13.794,13.794,13.794,13.794,13.794,28.302,13,8,1
129,25,25,25,25,25,25,25,25,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,32.75,13,9,1
130,25,25,25,25,25,25,25,25,15.011,15.011,15.011,15.011,15.011,15.011,15.011,15.011,37.149,13,10,1
131,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,14,1,1
132,13.739,4.123,13.739,23.233,24.919,24.999,25,25,17.58,0.12594,17.58,20.802,20.877,20.877,20.877,20.877,4.4576,14,2,1
133,3.0392,4.1242,5.3678,6.7474,8.2376,9.8108,11.439,13.092,0.41915,0.12594,0.26597,0.33928,0.26597,0.12594,0.41915,0.94625,7.4687,14,3,1
134,25,4.1226,25,25,25,9.812,25.141,25,14.906,0.027254,14.906,14.906,14.906,0.027254,0.027254,14.906,12.362,14,4,1
135,13.363,4.1226,14.822,22.252,14.4,9.812,25.141,29.54,11.14,0.027254,0.027254,11.061,11.061,0.027254,0.027254,11.14,15.843,14,5,1
136,16.806,4.1226,14.822,23.098,17.248,9.812,25.141,20.287,11.279,0.027254,0.027254,11.273,11.248,0.027254,0.027254,0.027254,19.445,14,6,1
137,18.529,4.1226,14.822,35.439,23.423,9.812,25.141,20.287,11.569,0.027254,0.027254,0.027254,10.628,0.027254,0.027254,0.027254,23.373,14,7,1
138,21.852,4.1226,14.822,35.439,40.34,9.812,25.141,20.287,12.675,0.027254,0.027254,0.027254,0.027254,0.027254,0.027254,0.027254,27.724,14,8,1
139,21.884,4.1245,14.823,35.438,40.429,9.8138,25.14,20.287,12.692,0.18115,0.18115,0.18115,0.15689,0.18115,0.18115,0.18115,27.444,14,9,1
140,21.886,4.1236,14.822,35.439,40.436,9.8129,25.14,20.287,12.693,0.12896,0.12896,0.12896,0.1053,0.12896,0.12896,0.12896,26.331,14,10,1
141,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,15,1,1
142,25,25,25,25.001,25.083,26.813,36.549,46.41,21.411,21.411,21.411,21.411,21.41,21.334,18.029,0.12717,4.4828,15,2,1
143,25,25,25,25.001,25.083,26.82,36.594,46.494,21.494,21.494,21.494,21.494,21.494,21.417,18.099,0.14446,4.1147,15,3,1
144,25,25,25,25.001,25.083,26.808,36.521,46.358,21.36,21.36,21.36,21.36,21.36,21.283,17.987,0.28655,5.0802,15,4,1
145,25,25,25,25.001,25.083,26.813,36.551,46.415,21.416,21.416,21.416,21.416,21.416,21.34,18.034,0.25932,5.0492,15,5,1
146,25,25,25,25.001,25.083,26.809,36.524,46.365,21.366,21.366,21.366,21.366,21.366,21.29,17.992,0.25184,5.0807,15,6,1
147,25,25,25,25.001,25.083,26.811,36.54,46.394,21.395,21.395,21.395,21.395,21.395,21.318,18.016,0.23462,4.8384,15,7,1
148,25,25,25,25.001,25.083,26.816,36.574,46.456,21.458,21.458,21.458,21.458,21.458,21.381,18.069,0.27631,5.8537,15,8,1
149,25,25,25,25.001,25.083,26.819,36.592,46.49,21.491,21.491,21.491,21.491,21.491,21.414,18.097,0.27287,5.9553,15,9,1
150,25,25,25,25.001,25.083,26.81,36.533,46.381,21.385,21.385,21.385,21.385,21.385,21.308,18.008,0.42725,9.7072,15,10,1
151,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,16,1,1
152,22.389,20.159,22.389,24.59,24.981,25,25,25,4.079,0.14104,4.079,4.8259,4.8432,4.8433,4.8433,4.8433,2.9965,16,2,1
153,32.361,20.158,25,25,25,25,25,25,0.14113,0.14113,6.2318,6.2318,6.2318,6.2318,6.2318,6.2318,6.4972,16,3,1
154,32.362,20.157,44.075,25,25,25,25,25,0.14112,0.14112,0.14112,12.132,12.132,12.132,12.132,12.132,11.744,16,4,1
155,32.359,20.159,44.268,25,25,25,25,25,0.39362,0.39362,0.34092,12.238,12.238,12.238,12.238,12.238,12.257,16,5,1
156,32.348,20.167,43.963,25,25,25,25,25,0.77863,0.77863,0.63602,12.091,12.091,12.091,12.091,12.091,13.928,16,6,1
157,32.351,20.164,43.888,25,25,25,25,25,0.67551,0.67551,0.53423,12.047,12.047,12.047,12.047,12.047,14.457,16,7,1
158,32.353,20.164,43.972,25,25,25,25,25,0.64004,0.64004,0.49594,12.089,12.089,12.089,12.089,12.089,15.044,16,8,1
159,32.352,20.164,44.064,25,25,25,25,25,0.65261,0.65261,0.49861,12.138,12.138,12.138,12.138,12.138,15.871,16,9,1
160,32.354,20.163,44.076,25,25,25,25,25,0.5974,0.5974,0.45173,12.142,12.142,12.142,12.142,12.142,16.064,16,10,1
161,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,17,1,1
162,25,25,25,24.999,24.943,23.741,16.978,10.127,14.873,14.873,14.873,14.873,14.873,14.82,12.524,0.13775,4.1185,17,2,1
163,25,25.004,25.617,28.314,25.617,24.986,22.23,10.128,10.775,10.775,10.586,0.13774,10.586,10.775,10.586,0.13774,7.5923,17,3,1
164,24.9,24.322,23.949,28.314,34.405,29.892,17.388,10.127,10.515,10.253,7.1992,0.020397,0.020397,6.9935,7.6641,0.020397,11.037,17,4,1
165,23.294,21.588,22.372,28.314,34.405,31.368,19.597,10.127,10.525,8.7311,4.2775,0.020397,0.020397,1.3396,0.020397,0.020397,13.794,17,5,1
166,43.621,36.67,27.768,28.314,34.405,31.939,19.597,10.127,0.020397,6.1229,4.8453,0.020397,0.020397,2.015,0.020397,0.020397,18.634,17,6,1
167,43.229,36.445,27.751,28.346,34.362,31.878,19.594,10.16,0.64721,6.1351,4.9257,0.74639,0.7461,2.1705,0.74612,0.74642,19.726,17,7,1
168,43.135,36.367,27.704,28.334,34.378,31.898,19.595,10.147,0.48006,6.1079,4.883,0.58746,0.58732,2.1112,0.58733,0.58748,20.214,17,8,1
169,43.156,36.373,27.694,28.327,34.387,31.909,19.596,10.141,0.38201,6.1003,4.8638,0.48293,0.48286,2.0796,0.48286,0.48294,20.311,17,9,1
170,43.088,36.326,27.678,28.327,34.388,31.909,19.596,10.14,0.36592,6.0933,4.8585,0.47213,0.47206,2.0762,0.47207,0.47214,20.668,17,10,1
171,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,18,1,1
172,7.4574,15.537,23.515,24.932,24.999,25,25,25,0.14256,14.772,17.48,17.543,17.543,17.543,17.543,17.543,4.2836,18,2,1
173,7.4574,15.537,23.515,24.933,25.074,26.633,35.404,44.289,0.14256,15.525,18.371,18.437,18.437,18.371,15.525,0.14256,8.6666,18,3,1
174,7.4569,15.537,23.515,24.933,25.074,26.636,35.421,44.319,0.060358,15.538,18.386,18.453,18.453,18.386,15.538,0.052271,7.2798,18,4,1
175,7.4578,15.538,23.515,24.933,25.073,26.629,35.381,44.245,0.18661,15.506,18.348,18.414,18.414,18.348,15.506,0.15237,8.0007,18,5,1
176,7.4629,15.54,23.515,24.933,25.073,26.615,35.293,44.082,0.48111,15.438,18.265,18.331,18.331,18.265,15.437,0.38038,10.37,18,6,1
177,7.4629,15.54,23.515,24.933,25.073,26.609,35.252,44.007,0.48114,15.405,18.226,18.291,18.291,18.226,15.404,0.37272,10.819,18,7,1
178,7.4618,15.54,23.515,24.933,25.073,26.608,35.243,43.989,0.43495,15.396,18.216,18.282,18.282,18.216,15.395,0.33222,10.745,18,8,1
179,7.4616,15.54,23.515,24.933,25.072,26.604,35.221,43.949,0.42482,15.378,18.195,18.261,18.261,18.195,15.378,0.32115,10.918,18,9,1
180,7.4613,15.54,23.515,24.933,25.072,26.607,35.238,43.981,0.41368,15.392,18.212,18.277,18.277,18.212,15.391,0.31028,11.017,18,10,1
181,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,19,1,1
182,9.4498,16.612,23.684,24.94,24.999,25,25,25,0.13784,13.095,15.495,15.551,15.551,15.551,15.551,15.551,4.1631,19,2,1
183,9.4497,16.612,23.684,24.941,25.068,26.501,34.567,42.736,0.13784,14.045,16.62,16.679,16.679,16.62,14.045,0.13784,8.4662,19,3,1
