,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,std_0,std_1,std_2,std_3,std_4,std_5,std_6,std_7,nmll,round,trial,id
15768,8.1759,8.7003,11.287,15.983,22.369,29.586,36.504,42.018,0.24067,1.7445,2.1217,1.3532,0.24066,1.1011,1.2128,0.18643,11.418,17,8,53
15769,8.1757,8.7015,11.289,15.984,22.369,29.583,36.5,42.012,0.21609,1.7402,2.1173,1.3477,0.21608,1.0958,1.2086,0.16505,10.618,17,9,53
15770,8.1786,8.7372,11.341,16.027,22.376,29.54,36.41,41.897,0.46798,1.7545,2.1174,1.3878,0.46788,1.1411,1.2328,0.35382,14.859,17,10,53
15771,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,18,1,53
15772,25,25,25,24.999,24.91,23.037,12.492,1.8125,23.188,23.188,23.188,23.188,23.188,23.105,19.525,0.13002,4.5626,18,2,53
15773,45.061,35.821,26.698,25.076,24.911,23.037,12.493,1.8125,0.13002,18.257,21.603,21.681,21.681,21.603,18.257,0.13002,8.9907,18,3,53
15774,45.01,35.794,26.694,25.076,24.911,23.037,12.492,1.8124,0.088628,18.237,21.58,21.657,21.657,21.58,18.237,0.10234,8.128,18,4,53
15775,45.149,35.868,26.706,25.077,24.911,23.037,12.494,1.8151,0.28556,18.292,21.644,21.722,21.722,21.644,18.292,0.34973,9.5874,18,5,53
15776,45.229,35.911,26.713,25.077,24.911,23.037,12.494,1.8154,0.2874,18.323,21.681,21.759,21.759,21.681,18.323,0.36352,9.8725,18,6,53
15777,45.287,35.943,26.717,25.077,24.911,23.037,12.494,1.8154,0.28277,18.346,21.708,21.786,21.786,21.708,18.346,0.36504,10.064,18,7,53
15778,45.392,36,26.726,25.078,24.911,23.037,12.495,1.8179,0.37326,18.388,21.758,21.836,21.836,21.758,18.389,0.48868,11.683,18,8,53
15779,45.439,36.025,26.73,25.078,24.911,23.037,12.495,1.8177,0.36299,18.407,21.78,21.858,21.858,21.78,18.407,0.48016,12.013,18,9,53
15780,45.396,36.002,26.727,25.078,24.911,23.037,12.495,1.8177,0.35835,18.389,21.759,21.837,21.837,21.759,18.39,0.47778,12.381,18,10,53
15781,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,19,1,53
15782,25,25,25,25.001,25.047,26.03,31.561,37.163,12.163,12.163,12.163,12.163,12.163,12.12,10.242,0.14222,3.9174,19,2,53
15783,25,25,25,25.001,25.046,26.01,31.436,36.931,11.938,11.938,11.938,11.938,11.937,11.895,10.054,0.39479,4.5319,19,3,53
15784,25,25,25,25.001,25.046,26.001,31.379,36.826,11.831,11.831,11.831,11.831,11.831,11.789,9.964,0.33894,4.8252,19,4,53
15785,25,25,25,25.001,25.046,26.009,31.429,36.919,11.924,11.924,11.924,11.924,11.924,11.882,10.042,0.33888,5.2663,19,5,53
15786,25,25,25,25.001,25.046,26.009,31.428,36.917,11.92,11.92,11.92,11.92,11.92,11.877,10.038,0.28769,5.0294,19,6,53
15787,25,25,25,25.001,25.046,26.009,31.426,36.914,11.916,11.916,11.916,11.916,11.916,11.874,10.035,0.25387,4.6473,19,7,53
15788,25,25,25,25.001,25.046,26.014,31.459,36.975,11.979,11.979,11.979,11.979,11.978,11.936,10.088,0.28799,5.5188,19,8,53
15789,25,25,25,25.001,25.046,26.013,31.456,36.969,11.972,11.972,11.972,11.972,11.971,11.929,10.082,0.26529,5.1729,19,9,53
15790,25,25,25,25.001,25.046,26.014,31.463,36.982,11.984,11.984,11.984,11.984,11.984,11.941,10.092,0.25005,4.8423,19,10,53
15791,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,20,1,53
15792,46.759,36.737,26.842,25.084,25.001,25,25,25,0.12812,18.323,21.682,21.76,21.76,21.76,21.76,21.76,4.499,20,2,53
15793,46.604,36.653,26.829,25.084,25.001,25,25,25,0.26868,18.193,21.528,21.605,21.605,21.605,21.605,21.605,4.7404,20,3,53
15794,46.571,36.636,26.826,25.083,25.001,25,25,25,0.19095,18.165,21.495,21.572,21.572,21.572,21.572,21.572,4.2784,20,4,53
15795,46.518,36.607,26.822,25.083,25.001,25,25,25,0.19175,18.12,21.442,21.519,21.519,21.519,21.519,21.519,4.1485,20,5,53
15796,46.364,36.524,26.809,25.083,25.001,25,25,25,0.40946,17.994,21.291,21.368,21.368,21.368,21.368,21.368,7.0248,20,6,53
15797,46.409,36.548,26.812,25.083,25.001,25,25,25,0.37967,18.031,21.335,21.412,21.412,21.412,21.412,21.412,7.2458,20,7,53
15798,46.358,36.521,26.808,25.083,25.001,25,25,25,0.37155,17.988,21.285,21.361,21.362,21.362,21.362,21.362,7.6261,20,8,53
15799,46.312,36.496,26.804,25.082,25.001,25,25,25,0.36821,17.95,21.239,21.315,21.316,21.316,21.316,21.316,8.0446,20,9,53
15800,46.322,36.501,26.805,25.082,25.001,25,25,25,0.34356,17.957,21.248,21.324,21.325,21.325,21.325,21.325,7.9603,20,10,53
15801,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,21,1,53
15802,25,25,25,24.999,24.923,23.308,14.217,5.0088,19.992,19.992,19.992,19.992,19.992,19.92,16.834,0.1423,4.4143,21,2,53
15803,39.958,33.069,26.266,25.057,24.923,23.308,14.217,5.009,0.14229,14.867,17.592,17.655,17.655,17.592,14.867,0.14229,8.58,21,3,53
15804,40.128,33.16,26.281,25.057,24.924,23.308,14.218,5.012,0.2951,14.929,17.664,17.728,17.728,17.664,14.929,0.34074,8.9305,21,4,53
15805,40.221,33.21,26.289,25.058,24.924,23.308,14.218,5.0118,0.26994,14.962,17.704,17.767,17.767,17.704,14.962,0.3306,9.073,21,5,53
15806,40.258,33.23,26.292,25.058,24.924,23.308,14.218,5.011,0.22896,14.975,17.72,17.783,17.783,17.72,14.975,0.2896,8.787,21,6,53
15807,40.248,33.225,26.291,25.058,24.924,23.308,14.217,5.0104,0.19591,14.971,17.715,17.779,17.779,17.715,14.971,0.25291,8.1893,21,7,53
15808,40.331,33.27,26.298,25.058,24.924,23.308,14.219,5.0126,0.28011,15.002,17.751,17.815,17.815,17.751,15.002,0.36674,9.8403,21,8,53
15809,40.338,33.274,26.298,25.058,24.924,23.308,14.218,5.0119,0.25387,15.004,17.754,17.818,17.818,17.754,15.005,0.33582,9.4586,21,9,53
15810,40.416,33.315,26.305,25.059,24.924,23.308,14.22,5.0144,0.33014,15.033,17.788,17.852,17.852,17.788,15.034,0.44016,11.404,21,10,53
15811,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,22,1,53
15812,38.311,32.18,26.127,25.051,25.001,25,25,25,0.13498,11.209,13.264,13.311,13.312,13.312,13.312,13.312,4.0076,22,2,53
15813,38.416,32.237,26.136,25.052,25.001,25,25,25,0.18272,11.299,13.369,13.417,13.417,13.417,13.417,13.417,3.8785,22,3,53
15814,38.403,32.229,26.135,25.052,25.001,25,25,25,0.12502,11.286,13.355,13.403,13.403,13.403,13.403,13.403,2.9554,22,4,53
15815,38.238,32.141,26.121,25.051,25.001,25,25,25,0.37684,11.154,13.196,13.243,13.244,13.244,13.244,13.244,5.6897,22,5,53
15816,38.194,32.117,26.117,25.051,25.001,25,25,25,0.33793,11.115,13.151,13.198,13.199,13.199,13.199,13.199,5.775,22,6,53
15817,38.206,32.123,26.118,25.051,25.001,25,25,25,0.29944,11.124,13.162,13.209,13.209,13.209,13.209,13.209,5.5757,22,7,53
15818,38.166,32.102,26.115,25.051,25.001,25,25,25,0.29343,11.09,13.122,13.169,13.169,13.169,13.169,13.169,5.7258,22,8,53
15819,38.171,32.105,26.115,25.051,25.001,25,25,25,0.26996,11.094,13.127,13.174,13.174,13.174,13.174,13.174,5.3907,22,9,53
15820,38.153,32.095,26.113,25.051,25.001,25,25,25,0.25775,11.078,13.108,13.155,13.155,13.155,13.155,13.155,5.1783,22,10,53
15821,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,23,1,53
15822,41.296,33.79,26.38,25.063,25.001,25,25,25,0.13838,13.722,16.238,16.296,16.296,16.296,16.296,16.296,4.2099,23,2,53
15823,40.767,33.505,26.335,25.061,25.001,25,25,25,0.88847,13.306,15.735,15.791,15.792,15.792,15.792,15.792,5.6226,23,3,53
15824,40.991,33.626,26.354,25.062,25.001,25,25,25,0.73393,13.485,15.951,16.008,16.008,16.008,16.008,16.008,6.6725,23,4,53
15825,40.892,33.572,26.345,25.061,25.001,25,25,25,0.62426,13.396,15.847,15.904,15.904,15.904,15.904,15.904,7.3868,23,5,53
15826,41,33.63,26.355,25.062,25.001,25,25,25,0.59055,13.486,15.953,16.011,16.011,16.011,16.011,16.011,8.2008,23,6,53
15827,40.981,33.62,26.353,25.062,25.001,25,25,25,0.52364,13.466,15.932,15.989,15.989,15.989,15.989,15.989,8.5609,23,7,53
15828,40.95,33.603,26.35,25.062,25.001,25,25,25,0.48131,13.439,15.9,15.957,15.957,15.957,15.957,15.957,8.8871,23,8,53
15829,40.992,33.626,26.354,25.062,25.001,25,25,25,0.45921,13.473,15.941,15.998,15.998,15.998,15.998,15.998,9.3034,23,9,53
15830,41.058,33.662,26.359,25.062,25.001,25,25,25,0.47631,13.53,16.008,16.065,16.066,16.066,16.066,16.066,10.291,23,10,53
15831,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,24,1,53
15832,7.4952,15.558,23.518,24.932,24.999,25,25,25,0.14256,14.741,17.443,17.505,17.505,17.505,17.505,17.505,4.2814,24,2,53
15833,7.4952,15.558,23.518,24.933,25.064,26.422,34.062,41.801,0.14256,14.447,17.095,17.157,17.157,17.095,14.447,0.14256,8.5227,24,3,53
15834,7.4946,15.557,23.518,24.933,25.064,26.424,34.071,41.817,0.031657,14.453,17.103,17.165,17.165,17.103,14.453,0.027416,6.4897,24,4,53
15835,7.4961,15.558,23.518,24.933,25.064,26.416,34.022,41.725,0.22472,14.417,17.059,17.12,17.12,17.059,14.416,0.18349,8.2267,24,5,53
15836,7.4986,15.56,23.518,24.933,25.064,26.426,34.083,41.839,0.37045,14.465,17.115,17.176,17.176,17.115,14.464,0.29288,9.4562,24,6,53
15837,7.5006,15.561,23.519,24.933,25.065,26.434,34.137,41.939,0.45195,14.507,17.164,17.226,17.226,17.164,14.507,0.3501,10.448,24,7,53
15838,7.5001,15.56,23.518,24.933,25.064,26.43,34.113,41.895,0.43247,14.489,17.143,17.204,17.204,17.143,14.488,0.33033,10.595,24,8,53
15839,7.4992,15.56,23.518,24.933,25.064,26.43,34.109,41.888,0.39577,14.485,17.139,17.2,17.2,17.139,14.485,0.29919,10.374,24,9,53
15840,7.4996,15.56,23.518,24.933,25.064,26.426,34.085,41.842,0.40983,14.466,17.117,17.178,17.178,17.117,14.466,0.30739,10.828,24,10,53
15841,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,25,1,53
15842,7.2314,15.415,23.496,24.931,24.999,25,25,25,0.14253,14.963,17.705,17.769,17.769,17.769,17.769,17.769,4.2964,25,2,53
15843,7.2312,15.415,23.496,24.932,25.085,26.887,37.026,47.295,0.14253,16.976,20.087,20.16,20.16,20.087,16.976,0.14253,8.8453,25,3,53
15844,7.2309,15.415,23.496,24.932,25.085,26.885,37.011,47.267,0.0564,16.962,20.072,20.144,20.144,20.072,16.962,0.048844,7.3874,25,4,53
15845,7.2313,15.415,23.496,24.932,25.085,26.88,36.978,47.206,0.15458,16.934,20.038,20.11,20.11,20.038,16.934,0.12621,7.8003,25,5,53
15846,7.2316,15.416,23.496,24.932,25.085,26.884,37.004,47.254,0.1858,16.957,20.065,20.137,20.137,20.065,16.957,0.14689,7.7041,25,6,53
15847,7.2325,15.416,23.496,24.932,25.085,26.878,36.965,47.182,0.27971,16.924,20.026,20.098,20.098,20.026,16.924,0.21667,8.8374,25,7,53
15848,7.2328,15.416,23.496,24.932,25.085,26.874,36.939,47.134,0.29938,16.902,20,20.071,20.071,20,16.902,0.22866,9.0641,25,8,53
15849,7.2328,15.416,23.496,24.932,25.085,26.877,36.958,47.168,0.30122,16.918,20.018,20.09,20.09,20.018,16.917,0.22771,9.0462,25,9,53
15850,7.2331,15.416,23.496,24.932,25.085,26.873,36.935,47.126,0.32651,16.898,19.995,20.067,20.067,19.995,16.898,0.24489,9.5473,25,10,53
15851,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,26,1,53
15852,25,25,25,25.001,25.039,25.861,30.485,35.169,10.17,10.17,10.17,10.17,10.17,10.134,8.564,0.13962,3.7384,26,2,53
15853,25,25,25,25.001,25.04,25.876,30.581,35.347,10.352,10.352,10.352,10.352,10.352,10.315,8.7184,0.31209,4.1543,26,3,53
15854,25,25,25,25.001,25.04,25.872,30.559,35.305,10.308,10.308,10.308,10.308,10.308,10.271,8.6805,0.22565,3.8737,26,4,53
15855,25,25,25,25.001,25.04,25.881,30.614,35.407,10.411,10.411,10.411,10.411,10.411,10.374,8.7682,0.28993,4.6625,26,5,53
15856,25,25,25,25.001,25.04,25.878,30.594,35.371,10.375,10.375,10.375,10.375,10.375,10.338,8.7372,0.26158,4.51,26,6,53
15857,25,25,25,25.001,25.04,25.874,30.572,35.329,10.332,10.332,10.332,10.332,10.332,10.295,8.7013,0.25673,4.5607,26,7,53
15858,25,25,25,25.001,25.04,25.875,30.572,35.331,10.333,10.333,10.333,10.333,10.333,10.296,8.7021,0.232,4.074,26,8,53
15859,25,25,25,25.001,25.04,25.881,30.613,35.406,10.411,10.411,10.411,10.411,10.411,10.374,8.7682,0.31206,6.1697,26,9,53
15860,25,25,25,25.001,25.04,25.886,30.644,35.463,10.469,10.469,10.469,10.469,10.469,10.431,8.8172,0.34159,7.2024,26,10,53
15861,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,27,1,53
15862,47.418,37.092,26.898,25.087,25.001,25,25,25,0.12985,18.877,22.338,22.418,22.418,22.418,22.418,22.418,4.5288,27,2,53
15863,47.024,36.88,26.865,25.085,25.001,25,25,25,0.67056,18.558,21.955,22.034,22.034,22.034,22.034,22.034,5.6746,27,3,53
15864,47.017,36.876,26.864,25.085,25.001,25,25,25,0.44772,18.544,21.942,22.021,22.021,22.021,22.021,22.021,6.0032,27,4,53
15865,46.754,36.735,26.842,25.084,25.001,25,25,25,0.68108,18.331,21.687,21.765,21.765,21.765,21.765,21.765,7.962,27,5,53
15866,46.719,36.715,26.839,25.084,25.001,25,25,25,0.58515,18.297,21.649,21.726,21.727,21.727,21.727,21.727,8.4695,27,6,53
15867,46.768,36.742,26.843,25.084,25.001,25,25,25,0.53189,18.337,21.696,21.774,21.775,21.775,21.775,21.775,8.9481,27,7,53
15868,46.765,36.74,26.843,25.084,25.001,25,25,25,0.48068,18.333,21.692,21.77,21.77,21.77,21.77,21.77,9.1899,27,8,53
15869,46.693,36.701,26.836,25.084,25.001,25,25,25,0.4922,18.273,21.62,21.698,21.698,21.698,21.698,21.698,10.094,27,9,53
15870,46.676,36.692,26.835,25.084,25.001,25,25,25,0.46077,18.258,21.603,21.68,21.681,21.681,21.681,21.681,10.325,27,10,53
15871,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,28,1,53
15872,25,25,25,25.001,25.068,26.493,34.516,42.641,17.641,17.641,17.641,17.641,17.641,17.578,14.855,0.14255,4.2892,28,2,53
15873,25,25,25,25.001,25.069,26.514,34.644,42.879,17.884,17.884,17.884,17.884,17.884,17.82,15.061,0.41718,4.9913,28,3,53
15874,25,25,25,25.001,25.069,26.515,34.652,42.894,17.897,17.897,17.897,17.897,17.896,17.832,15.071,0.27938,4.8527,28,4,53
15875,25,25,25,25.001,25.069,26.511,34.625,42.844,17.846,17.846,17.846,17.846,17.846,17.782,15.028,0.24797,4.7325,28,5,53
15876,25,25,25,25.001,25.069,26.504,34.586,42.771,17.773,17.773,17.773,17.773,17.773,17.709,14.966,0.27733,5.2821,28,6,53
15877,25,25,25,25.001,25.068,26.493,34.51,42.63,17.636,17.636,17.636,17.636,17.635,17.572,14.852,0.4433,7.8263,28,7,53
15878,25,25,25,25.001,25.068,26.492,34.506,42.622,17.627,17.627,17.627,17.627,17.627,17.564,14.844,0.40116,7.8938,28,8,53
15879,25,25,25,25.001,25.068,26.495,34.525,42.658,17.662,17.662,17.662,17.662,17.662,17.599,14.874,0.38348,8.141,28,9,53
15880,25,25,25,25.001,25.068,26.498,34.547,42.699,17.703,17.703,17.703,17.703,17.703,17.64,14.908,0.37946,8.5691,28,10,53
15881,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,29,1,53
15882,40.461,33.34,26.309,25.06,25.001,25,25,25,0.13774,13.02,15.406,15.462,15.462,15.462,15.462,15.462,4.1573,29,2,53
15883,40.22,33.21,26.289,25.059,25.001,25,25,25,0.41204,12.823,15.171,15.226,15.226,15.226,15.226,15.226,4.818,29,3,53
15884,40.14,33.166,26.282,25.059,25.001,25,25,25,0.32076,12.752,15.089,15.143,15.143,15.143,15.143,15.143,4.9618,29,4,53
15885,40.134,33.163,26.281,25.059,25.001,25,25,25,0.254,12.746,15.082,15.136,15.136,15.136,15.136,15.136,4.64,29,5,53
15886,40.082,33.136,26.277,25.058,25.001,25,25,25,0.24989,12.703,15.03,15.084,15.085,15.085,15.085,15.085,4.7015,29,6,53
15887,40.161,33.178,26.284,25.059,25.001,25,25,25,0.30375,12.77,15.11,15.164,15.164,15.164,15.164,15.164,5.7853,29,7,53
15888,40.18,33.188,26.285,25.059,25.001,25,25,25,0.27957,12.786,15.128,15.183,15.183,15.183,15.183,15.183,5.578,29,8,53
15889,40.174,33.185,26.285,25.059,25.001,25,25,25,0.25767,12.779,15.121,15.176,15.176,15.176,15.176,15.176,5.2059,29,9,53
15890,40.164,33.18,26.284,25.059,25.001,25,25,25,0.24136,12.771,15.112,15.166,15.166,15.166,15.166,15.166,4.7947,29,10,53
15891,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,30,1,53
15892,25,25,25,25.001,25.088,26.919,37.225,47.664,22.664,22.664,22.664,22.664,22.664,22.583,19.085,0.13039,4.5397,30,2,53
15893,25,25,25,25.001,25.086,26.883,36.995,47.237,22.249,22.249,22.249,22.249,22.249,22.169,18.739,0.72585,5.7635,30,3,53
15894,25,25,25,25.001,25.086,26.883,36.995,47.237,22.242,22.242,22.242,22.242,22.242,22.162,18.731,0.48406,6.1693,30,4,53
15895,25,25,25,25.001,25.086,26.888,37.028,47.298,22.301,22.301,22.301,22.301,22.301,22.221,18.78,0.40521,6.4287,30,5,53
15896,25,25,25,25.001,25.086,26.881,36.984,47.216,22.22,22.22,22.22,22.22,22.22,22.14,18.711,0.39787,6.9492,30,6,53
15897,25,25,25,25.001,25.086,26.875,36.946,47.147,22.151,22.151,22.151,22.151,22.151,22.071,18.653,0.39571,7.4866,30,7,53
15898,25,25,25,25.001,25.086,26.873,36.935,47.126,22.129,22.129,22.129,22.129,22.129,22.05,18.635,0.36267,7.5161,30,8,53
15899,25,25,25,25.001,25.085,26.87,36.912,47.084,22.087,22.087,22.087,22.087,22.087,22.008,18.599,0.35608,7.8456,30,9,53
15900,25,25,25,25.001,25.085,26.87,36.916,47.09,22.093,22.093,22.093,22.093,22.093,22.013,18.604,0.33155,7.711,30,10,53
15901,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1,1,54
15902,9.9271,16.87,23.724,24.942,24.999,25,25,25,0.13728,12.693,15.019,15.073,15.074,15.074,15.074,15.074,4.1319,1,2,54
15903,9.9278,20.267,26.335,25.496,25.035,25.001,25,25,0.13728,0.13728,8.6638,11.083,11.171,11.172,11.172,11.172,7.4668,1,3,54
15904,15.724,15.785,15.895,16.053,16.256,16.501,16.784,17.101,5.909,5.8716,5.909,6.0188,6.1938,6.4236,6.6961,6.9991,10.423,1,4,54
15905,25,25,25,25,25,25,25,25,12.51,12.51,12.51,12.51,12.51,12.51,12.51,12.51,15.782,1,5,54
15906,25,25,25,25,25,25,25,25,11.466,11.466,11.466,11.466,11.466,11.466,11.466,11.466,19.292,1,6,54
15907,25,25,25,25,25,25,25,25,10.471,10.471,10.471,10.471,10.471,10.471,10.471,10.471,22.605,1,7,54
15908,25,25,25,25,25,25,25,25,10.546,10.546,10.546,10.546,10.546,10.546,10.546,10.546,26.423,1,8,54
15909,25,25,25,25,25,25,25,25,12.474,12.474,12.474,12.474,12.474,12.474,12.474,12.474,31.54,1,9,54
15910,25,25,25,25,25,25,25,25,13.787,13.787,13.787,13.787,13.787,13.787,13.787,13.787,36.384,1,10,54
15911,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,2,1,54
15912,46.837,36.779,26.849,25.084,25.001,25,25,25,0.12924,18.388,21.759,21.837,21.838,21.838,21.838,21.838,4.5026,2,2,54
15913,46.837,21.42,25,25,25,25,25,25,0.12925,0.12925,15.648,15.648,15.648,15.648,15.648,15.648,8.3385,2,3,54
15914,46.837,21.42,9.1325,25,25,25,25,25,0.12925,0.12925,0.12925,15.721,15.721,15.721,15.721,15.721,12.522,2,4,54
15915,46.837,21.42,9.1326,15.261,25,25,25,25,0.12925,0.12925,0.12925,0.12925,14.46,14.46,14.46,14.46,16.361,2,5,54
15916,46.837,21.42,9.1327,15.261,28.194,25,25,25,0.12925,0.12925,0.12925,0.12925,0.12925,13.012,13.012,13.012,19.924,2,6,54
15917,46.837,21.42,9.1326,15.261,28.194,40.958,25,25,0.12925,0.12925,0.12925,0.12925,0.12925,0.12925,13.548,13.548,24.151,2,7,54
15918,46.837,21.42,9.1327,15.261,28.194,40.958,34.45,25,0.12925,0.12925,0.12925,0.12925,0.12925,0.12925,0.12925,13.041,27.909,2,8,54
15919,46.837,21.42,9.1326,15.261,28.194,40.958,34.45,2.6134,0.12925,0.12925,0.12925,0.12925,0.12925,0.12925,0.12925,0.12925,32.768,2,9,54
15920,46.756,21.42,9.1329,15.261,28.194,40.957,34.45,2.6139,0.14056,0.1623,0.1623,0.1623,0.1623,0.1623,0.1623,0.1623,32.36,2,10,54
15921,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,3,1,54
15922,3.3661,13.331,23.169,24.916,24.999,25,25,25,0.12776,18.217,21.557,21.634,21.634,21.634,21.634,21.634,4.4932,3,2,54
15923,3.3662,13.331,23.169,24.917,25.064,26.423,34.067,41.809,0.12776,16.313,19.303,19.372,19.372,19.303,16.313,0.12776,8.7656,3,3,54
15924,3.3663,37.16,25,25,25,25,25,41.809,0.12777,0.12777,17.306,17.306,17.306,17.306,17.306,0.12777,12.81,3,4,54
15925,3.3664,37.16,25,25,25,25,14.595,41.808,0.12777,0.12777,15.865,15.865,15.865,15.865,0.12777,0.12777,16.732,3,5,54
15926,3.3664,37.16,8.8776,25,25,25,14.595,41.808,0.12777,0.12777,0.12777,15.917,15.917,15.917,0.12777,0.12777,20.931,3,6,54
15927,3.3665,37.16,8.8777,25,25,19.557,14.595,41.808,0.12776,0.12776,0.12776,14.699,14.699,0.12776,0.12776,0.12776,24.64,3,7,54
15928,3.3667,37.16,8.8778,25.95,25,19.557,14.595,41.808,0.12776,0.12776,0.12776,0.12776,13.613,0.12776,0.12776,0.12776,28.21,3,8,54
15929,3.3956,37.144,8.8994,25.949,25,19.565,14.609,42.157,0.71855,0.71855,0.71855,0.71855,13.678,0.71855,0.71855,0.62242,29.332,3,9,54
15930,3.381,37.152,8.8885,25.949,25,19.561,14.602,42.134,0.51382,0.51382,0.51382,0.51382,13.672,0.51382,0.51382,0.4196,29.603,3,10,54
15931,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,4,1,54
15932,30.246,27.83,25.444,25.02,25,25,25,25,0.14097,4.4195,5.229,5.2478,5.2478,5.2478,5.2478,5.2478,3.0767,4,2,54
15933,30.248,7.3493,25,25,25,25,25,25,0.14105,0.14105,13.022,13.022,13.022,13.022,13.022,13.022,7.9711,4,3,54
15934,30.247,7.3493,13.252,25,25,25,25,25,0.14105,0.14105,0.14105,12.611,12.611,12.611,12.611,12.611,11.861,4,4,54
15935,30.247,7.3496,13.253,19.428,25,25,25,25,0.14105,0.14105,0.14105,0.14105,11.272,11.272,11.272,11.272,15.365,4,5,54
15936,30.248,7.3491,13.252,19.427,47.792,25,25,25,0.14105,0.14105,0.14105,0.14105,0.14105,14.337,14.337,14.337,20.409,4,6,54
15937,30.248,7.3492,13.252,19.427,47.792,36.5,25,25,0.14105,0.14105,0.14105,0.14105,0.14105,0.14105,13.904,13.904,24.307,4,7,54
15938,30.248,7.3491,13.252,19.427,47.792,36.5,41.795,25,0.14105,0.14105,0.14105,0.14105,0.14105,0.14105,0.14105,14.353,28.58,4,8,54
15939,30.248,7.3492,13.252,19.427,47.792,36.5,41.795,25.125,0.14105,0.14105,0.14105,0.14105,0.14105,0.14105,0.14105,0.14105,32.129,4,9,54
15940,30.248,7.3491,13.252,19.427,47.857,36.5,41.795,25.125,0.13012,0.13012,0.13012,0.13012,0.11268,0.13012,0.13012,0.13012,31.517,4,10,54
15941,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,5,1,54
15942,8.9118,16.322,23.638,24.938,24.999,25,25,25,0.13829,13.548,16.031,16.089,16.089,16.089,16.089,16.089,4.1971,5,2,54
15943,8.9119,38.778,25,25,25,25,25,25,0.1383,0.1383,14.978,14.978,14.978,14.978,14.978,14.978,8.2511,5,3,54
15944,8.9122,38.778,29.016,25,25,25,25,25,0.13829,0.13829,0.13829,12.448,12.448,12.448,12.448,12.448,11.821,5,4,54
15945,8.9125,38.777,29.015,23.481,25,25,25,25,0.13829,0.13829,0.13829,0.13829,10.807,10.807,10.807,10.807,15.196,5,5,54
15946,8.9125,38.777,29.015,23.481,14.402,25,25,25,0.13829,0.13829,0.13829,0.13829,0.13829,10.765,10.765,10.765,18.976,5,6,54
15947,8.9126,38.777,29.015,23.481,14.402,33.576,25,25,0.13829,0.13829,0.13829,0.13829,0.13829,0.13829,10.433,10.433,22.583,5,7,54
15948,8.9127,38.777,29.015,23.481,14.402,33.576,18.648,25,0.13829,0.13829,0.13829,0.13829,0.13829,0.13829,0.13829,9.9527,26.017,5,8,54
15949,8.9124,38.777,29.015,23.481,14.402,33.576,18.648,43.363,0.13829,0.13829,0.13829,0.13829,0.13829,0.13829,0.13829,0.13829,30.785,5,9,54
15950,8.952,38.743,29.006,23.485,14.428,33.555,18.664,42.939,0.80221,0.80221,0.80221,0.80221,0.80221,0.80221,0.80221,0.69503,31.93,5,10,54
15951,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,6,1,54
15952,42.566,34.475,26.487,25.068,25.001,25,25,25,0.14256,14.792,17.503,17.566,17.566,17.566,17.566,17.566,4.2849,6,2,54
15953,42.564,37.073,30.787,25.819,23.176,22.577,23.086,23.852,0.14252,0.14252,2.6568,6.6886,10.497,13.092,14.408,14.903,7.2375,6,3,54
