mu0,mu1,mu2,mu3,mu4,mu5,mu6,mu7,sigma0,sigma1,sigma2,sigma3,sigma4,sigma5,sigma6,sigma7,nlml,id
25,5.1822,43.98,38.723,25,25,25,25,17.716,0.29678,0.22435,0.29678,17.716,17.716,17.716,17.716,12.999,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
20.913,22.795,24.654,24.984,25,25,25,25,0.1417,3.4444,4.0748,4.0895,4.0895,4.0895,4.0895,4.0895,2.8274,54
20.915,22.797,24.654,24.984,25.004,25.092,25.588,26.09,0.14163,2.5214,2.9822,2.9929,2.9929,2.9822,2.5214,0.14163,5.0304,54
20.913,23.684,24.956,25,25.071,27.113,31.265,26.092,0.14176,4.1262,4.3578,4.358,4.3578,4.104,0.14176,0.14176,8.6182,54
21.12,22.347,25.785,32.06,39.282,39.741,32.074,25.896,2.9279,6.3428,8.6895,8.4163,5.6636,2.8647,2.7697,2.8647,13.729,54
21.026,22.285,24.173,27.341,36.01,40.353,31.629,25.967,1.8833,6.0447,7.5562,5.3837,1.8675,1.8393,1.8393,1.8675,16.454,54
20.911,19.781,10.876,11.2,35.906,41.082,31.268,26.092,0.2006,9.0528,8.3468,0.20059,0.20058,0.20058,0.20058,0.20059,21.997,54
20.911,22.525,15.619,11.196,35.91,41.082,31.269,26.092,0.038349,6.7981,0.038349,0.038349,0.038349,0.038349,0.038349,0.038349,25.086,54
20.91,6.04,15.619,11.196,35.91,41.082,31.269,26.092,0.038349,0.038349,0.038349,0.038349,0.038349,0.038349,0.038349,0.038349,30.028,54
20.91,6.0399,15.619,11.196,35.91,41.081,31.269,26.092,0.0033526,0.0033526,0.0033526,0.0033526,0.0033526,0.0029034,0.0033526,0.0033526,25.749,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
34.736,30.252,25.824,25.038,25.001,25,25,25,0.13953,8.1994,9.7021,9.737,9.7371,9.7371,9.7371,9.7371,3.6949,54
34.737,30.252,25.824,25.038,25.06,26.309,33.339,40.46,0.13953,10.88,12.874,12.92,12.92,12.874,10.88,0.13953,7.9554,54
34.716,30.241,25.823,25.038,25.062,26.344,33.566,40.88,0.87167,11.116,13.142,13.189,13.189,13.142,11.113,0.75517,9.2782,54
34.726,30.246,25.823,25.038,25.062,26.347,33.584,40.915,0.61924,11.121,13.153,13.201,13.201,13.153,11.119,0.50572,9.7341,54
34.73,30.248,25.824,25.038,25.062,26.347,33.581,40.908,0.50643,11.113,13.146,13.193,13.193,13.146,11.112,0.40044,9.8668,54
34.731,30.249,25.824,25.038,25.062,26.352,33.616,40.973,0.48317,11.145,13.185,13.232,13.232,13.185,11.144,0.37432,10.188,54
34.731,30.249,25.824,25.038,25.062,26.348,33.59,40.926,0.46238,11.121,13.156,13.203,13.203,13.156,11.119,0.3532,10.4,54
34.731,30.249,25.824,25.038,25.062,26.344,33.565,40.878,0.45805,11.096,13.127,13.175,13.175,13.127,11.095,0.34631,10.718,54
34.732,30.249,25.824,25.038,25.062,26.343,33.556,40.862,0.42938,11.087,13.117,13.164,13.164,13.117,11.086,0.32208,10.622,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
25.041,25.908,30.787,35.728,30.787,25.908,25.041,25.001,10.729,10.69,9.0346,0.14245,9.0346,10.69,10.729,10.729,3.7919,54
23.104,25.215,29.723,35.73,41.006,43.292,41.839,37.771,10.116,6.6252,2.6887,0.14243,0.14243,2.6887,6.6252,10.116,7.0946,54
23.1,25.206,29.715,35.727,41.008,43.295,41.836,37.762,10.121,6.6271,2.6833,0.002814,0.0032494,2.6833,6.6271,10.121,2.7845,54
23.279,25.549,30,35.732,40.747,43.05,41.917,38.239,9.6202,6.1992,2.5038,0.3109,0.3109,2.5038,6.1992,9.6202,7.8255,54
23.139,25.276,29.776,35.738,40.968,43.252,41.844,37.833,10.065,6.5947,2.722,0.46489,0.4384,2.7122,6.591,10.063,9.3366,54
23.128,25.259,29.761,35.736,40.978,43.264,41.844,37.819,10.076,6.6001,2.7104,0.40281,0.3678,2.6993,6.596,10.075,9.3585,54
23.132,25.268,29.769,35.734,40.968,43.256,41.85,37.839,10.053,6.5771,2.6912,0.36154,0.32344,2.6804,6.5731,10.052,9.2338,54
23.109,25.222,29.729,35.733,41.005,43.29,41.837,37.771,10.122,6.6372,2.717,0.34419,0.30361,2.7063,6.6332,10.121,9.2369,54
23.138,25.28,29.779,35.734,40.958,43.247,41.855,37.861,10.031,6.5564,2.6786,0.34918,0.30486,2.6666,6.5519,10.029,9.5539,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
25,25.036,25.78,29.967,34.209,29.967,25.78,25.036,9.2097,9.2096,9.1766,7.7553,0.13928,7.7553,9.1766,9.2096,3.6392,54
25,25,25,25.434,34.209,25.434,24.199,7.993,13.676,13.676,13.676,13.661,0.13929,13.661,13.661,0.13929,8.0692,54
23.843,24.946,25,25.434,34.209,25.434,24.199,7.9935,0.13928,11.174,11.187,11.174,0.13928,11.174,11.174,0.13928,11.501,54
23.843,44.573,25,25,34.209,25,25,7.993,0.13929,0.13929,13.771,13.771,0.13929,13.771,13.771,0.13929,16.166,54
23.844,44.743,25,25,34.207,25,25,7.9974,0.34499,0.29878,13.833,13.833,0.34499,13.833,13.833,0.34499,16.539,54
23.843,44.749,25,25,34.208,25,25,7.9948,0.24415,0.19936,13.834,13.834,0.24415,13.834,13.834,0.24415,16.058,54
23.843,44.781,25,25,34.209,25,25,7.9943,0.21886,0.17303,13.846,13.846,0.21886,13.846,13.846,0.21886,15.54,54
23.843,44.855,25,25,34.207,25,25,7.9961,0.30084,0.23304,13.873,13.873,0.30084,13.873,13.873,0.30084,16.485,54
23.843,44.893,25,25,34.208,25,25,7.9961,0.29946,0.22873,13.886,13.886,0.29946,13.886,13.886,0.29946,16.428,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
25,24.98,24.562,22.206,19.821,22.206,24.562,24.98,5.1808,5.1808,5.1622,4.3632,0.141,4.3632,5.1622,5.1808,3.0639,54
24.982,24.015,14.257,3.117,19.819,26.609,25.216,25.004,15.902,15.886,13.924,0.14111,0.14111,13.924,15.886,15.902,8.2586,54
24.847,21.436,8.8801,3.1161,19.819,29.453,26.915,25.225,13.91,9.7723,0.027857,0.027857,0.027857,9.7723,13.91,14.211,11.623,54
24.717,21.258,8.8801,3.1161,19.819,29.741,30.557,31.847,12.36,8.986,0.027857,0.027857,0.027857,8.8405,9.7214,0.027857,15.255,54
37.745,27.985,8.8801,3.1161,19.819,30.248,31.127,31.847,0.027857,5.9488,0.027857,0.027857,0.027857,8.4869,9.555,0.027857,19.237,54
37.745,14.219,8.8801,3.1161,19.819,26.508,28.029,31.847,0.027857,0.027857,0.027857,0.027857,0.027857,11.464,11.688,0.027857,23.411,54
37.71,14.219,8.8801,3.1164,19.819,26.513,28.033,31.846,0.06113,0.070587,0.070587,0.070587,0.070587,11.455,11.679,0.070587,22.175,54
37.777,14.221,8.88,3.1182,19.819,26.503,28.026,31.846,0.14069,0.1723,0.1723,0.1723,0.1723,11.473,11.696,0.17231,22.592,54
37.654,14.227,8.8795,3.1259,19.817,26.521,28.038,31.844,0.29209,0.36941,0.36941,0.36941,0.36942,11.441,11.666,0.36943,24.323,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
25,25,25,25,25.021,25.465,27.965,30.497,5.499,5.499,5.499,5.499,5.499,5.4793,4.6311,0.14188,3.1235,54
25.979,25.528,25.083,25.004,25.021,25.465,27.964,30.495,0.14184,3.3266,3.9354,3.9496,3.9496,3.9354,3.3266,0.14184,5.5851,54
25.979,25,25,25,25,25,15.746,30.498,0.14198,6.2419,6.2419,6.2419,6.2419,6.2419,0.14198,0.14198,9.7507,54
25.979,5.5842,25,25,25,25,15.744,30.499,0.14198,0.14198,11.112,11.112,11.112,11.112,0.14198,0.14198,15.308,54
25.979,5.5846,20.729,25,25,25,15.744,30.498,0.14198,0.14198,0.14198,10.121,10.121,10.121,0.14198,0.14198,18.668,54
25.967,5.5827,20.729,25,25,25,15.743,30.499,0.021946,0.025341,0.025341,10.121,10.121,10.121,0.025341,0.025341,16.411,54
25.825,5.594,20.731,25,25,25,15.749,30.496,0.28255,0.34602,0.34602,10.118,10.118,10.118,0.34602,0.34602,19.238,54
25.82,5.5902,20.73,25,25,25,15.747,30.497,0.22372,0.28297,0.28297,10.118,10.118,10.118,0.28297,0.28297,18.789,54
25.759,5.5919,20.731,25,25,25,15.748,30.496,0.2413,0.31149,0.31149,10.117,10.117,10.117,0.31149,0.31149,19.095,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
25,25,25,25.001,25.075,26.647,35.491,44.45,19.45,19.45,19.45,19.45,19.45,19.38,16.378,0.14235,4.3868,54
22.429,22.204,22.909,25.041,28.824,33.958,39.574,44.448,15.903,14.399,11.976,8.7111,5.0797,1.8929,0.1423,0.1423,7.2565,54
22.576,22.198,22.7,24.671,28.428,33.715,39.594,44.69,16.316,14.954,12.622,9.3338,5.5553,2.1884,0.50791,0.44023,8.0582,54
22.58,22.184,22.662,24.614,28.368,33.672,39.583,44.71,16.337,14.984,12.654,9.3523,5.5441,2.1296,0.36027,0.29431,7.9709,54
22.488,22.211,22.848,24.928,28.705,33.893,39.598,44.544,16.076,14.627,12.243,8.9794,5.3139,2.1056,0.54359,0.43034,9.3677,54
22.457,22.217,22.901,25.018,28.799,33.951,39.595,44.489,15.979,14.498,12.094,8.8388,5.2099,2.0476,0.50509,0.39173,9.6355,54
22.466,22.208,22.868,24.967,28.746,33.916,39.591,44.512,16.017,14.549,12.151,8.8867,5.2339,2.0373,0.45792,0.3501,9.6307,54
22.448,22.212,22.902,25.024,28.805,33.953,39.589,44.478,15.958,14.47,12.061,8.8021,5.1726,2.0052,0.43778,0.33125,9.7217,54
22.456,22.206,22.878,24.986,28.766,33.927,39.587,44.496,15.989,14.512,12.107,8.8427,5.1961,2.0047,0.41145,0.30886,9.6048,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
25,25,25,25.001,25.049,26.076,31.856,37.711,12.712,12.712,12.712,12.712,12.711,12.666,10.704,0.14215,3.9614,54
43.712,35.093,26.584,25.073,25.05,26.076,31.856,37.711,0.14215,13.47,15.939,15.996,15.996,15.939,13.47,0.14215,8.3826,54
43.708,35.091,26.584,25.073,25.05,26.076,31.857,37.712,0.0087841,13.467,15.936,15.993,15.993,15.936,13.467,0.010143,5.2101,54
43.545,35.003,26.57,25.072,25.05,26.076,31.855,37.708,0.32189,13.39,15.843,15.9,15.9,15.843,13.391,0.3942,9.2029,54
43.496,34.977,26.566,25.072,25.05,26.076,31.855,37.708,0.27708,13.366,15.815,15.872,15.872,15.815,13.366,0.35047,9.1318,54
43.524,34.992,26.568,25.072,25.05,26.076,31.855,37.709,0.24403,13.378,15.83,15.887,15.887,15.83,13.379,0.31503,8.8429,54
43.452,34.953,26.562,25.072,25.05,26.076,31.855,37.708,0.2862,13.344,15.789,15.846,15.846,15.789,13.345,0.3747,9.7135,54
43.426,34.939,26.56,25.072,25.05,26.076,31.855,37.708,0.26905,13.331,15.774,15.831,15.831,15.774,13.332,0.35589,9.5704,54
43.443,34.948,26.561,25.072,25.05,26.076,31.855,37.709,0.25222,13.339,15.783,15.84,15.84,15.783,13.339,0.33627,9.2807,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
25,25,25,25,25.004,25.098,25.624,26.156,1.165,1.165,1.165,1.165,1.165,1.1609,0.98394,0.14097,1.5717,54
21.344,23.028,24.69,24.986,25.004,25.098,25.628,26.163,0.14222,2.2891,2.7072,2.7169,2.7169,2.7072,2.2891,0.14222,4.8369,54
21.338,5.7512,19.406,24.873,25,25.007,25.33,26.165,0.14256,0.14256,10.694,11.186,11.187,11.186,10.729,0.14256,11.459,54
21.338,5.7516,17.432,24.618,25.112,27.26,30.771,26.165,0.14256,0.14256,9.4208,10.228,10.228,9.4208,0.14256,0.14256,14.831,54
21.337,5.7592,17.45,24.62,25.114,27.321,30.926,26.166,0.31276,0.31276,9.4449,10.251,10.251,9.4447,0.27088,0.31276,15.097,54
21.338,5.7549,17.453,24.621,25.115,27.332,30.957,26.165,0.23243,0.23243,9.4495,10.255,10.255,9.4494,0.18979,0.23243,14.618,54
21.338,5.7549,17.447,24.62,25.114,27.313,30.909,26.165,0.23293,0.23293,9.442,10.248,10.248,9.4418,0.18416,0.23293,14.379,54
21.338,5.7538,17.449,24.621,25.114,27.319,30.924,26.165,0.20726,0.20726,9.4444,10.25,10.25,9.4442,0.16055,0.20726,13.639,54
21.338,5.7533,17.451,24.621,25.114,27.325,30.941,26.165,0.19382,0.19382,9.447,10.253,10.253,9.4468,0.14804,0.19382,12.895,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
25,25,25,24.999,24.92,23.241,13.792,4.2221,20.778,20.778,20.778,20.778,20.778,20.704,17.496,0.1257,4.4528,54
40.451,33.334,26.308,25.059,24.92,23.241,13.792,4.2222,0.1257,15.418,18.244,18.309,18.309,18.244,15.418,0.1257,8.6527,54
40.296,33.251,26.295,25.058,24.92,23.241,13.794,4.2246,0.26617,15.364,18.18,18.245,18.245,18.18,15.364,0.30733,8.8848,54
40.375,33.293,26.302,25.058,24.92,23.241,13.793,4.2243,0.23648,15.391,18.212,18.278,18.278,18.212,15.392,0.28962,8.865,54
40.402,33.308,26.304,25.058,24.92,23.241,13.793,4.2236,0.19638,15.401,18.224,18.289,18.289,18.224,15.401,0.2484,8.3826,54
40.395,33.304,26.303,25.058,24.92,23.241,13.793,4.2231,0.16749,15.398,18.221,18.286,18.286,18.221,15.398,0.21622,7.6186,54
40.371,33.291,26.301,25.058,24.92,23.241,13.793,4.2231,0.16081,15.39,18.211,18.276,18.276,18.211,15.39,0.21055,7.1167,54
40.369,33.29,26.301,25.058,24.92,23.241,13.793,4.2228,0.14544,15.389,18.21,18.275,18.275,18.21,15.389,0.1924,6.1671,54
40.371,33.291,26.301,25.058,24.92,23.241,13.793,4.2227,0.13369,15.389,18.21,18.276,18.276,18.21,15.389,0.17825,5.1234,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
45.637,36.132,26.747,25.08,25.001,25,25,25,0.12549,17.377,20.563,20.637,20.637,20.637,20.637,20.637,4.446,54
45.035,35.807,26.696,25.077,25.001,25,25,25,1.0128,16.901,19.989,20.06,20.061,20.061,20.061,20.061,5.993,54
44.84,35.702,26.68,25.077,25.001,25,25,25,0.78966,16.724,19.784,19.855,19.855,19.855,19.855,19.855,7.0343,54
44.831,35.697,26.679,25.077,25.001,25,25,25,0.6249,16.71,19.77,19.841,19.841,19.841,19.841,19.841,7.6112,54
44.933,35.752,26.687,25.077,25.001,25,25,25,0.58457,16.794,19.87,19.941,19.941,19.941,19.941,19.941,8.3798,54
44.878,35.722,26.683,25.077,25.001,25,25,25,0.53615,16.747,19.814,19.885,19.885,19.885,19.885,19.885,8.8972,54
44.923,35.746,26.687,25.077,25.001,25,25,25,0.5003,16.783,19.857,19.929,19.929,19.929,19.929,19.929,9.3416,54
44.884,35.726,26.683,25.077,25.001,25,25,25,0.47418,16.75,19.818,19.889,19.89,19.89,19.89,19.89,9.7458,54
44.891,35.729,26.684,25.077,25.001,25,25,25,0.44128,16.755,19.824,19.895,19.896,19.896,19.896,19.896,9.8933,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
25,25,25.036,25.791,30.037,34.338,30.037,25.791,9.3388,9.3388,9.3387,9.3052,7.864,0.13927,7.864,9.3052,3.6531,54
4.5737,18.123,24.738,25.119,28.144,34.338,28.144,25.12,0.13927,14.955,15.881,15.881,14.955,0.13927,14.955,15.881,8.3683,54
4.5729,10.515,16.468,22.427,28.386,34.339,40.28,46.205,0.00042027,0.010715,0.0134,0.010728,0.0053801,0.00042027,0.0027037,0.00042028,11.862,54
4.573,10.516,16.469,22.427,28.385,34.339,40.282,46.21,0.01073,0.014203,0.016674,0.015586,0.012915,0.010729,0.0094601,0.0092924,8.7467,54
4.5731,10.475,16.416,22.382,28.361,34.339,40.304,46.244,0.084017,0.084517,0.093928,0.097815,0.094049,0.08386,0.071052,0.068599,9.6187,54
4.5731,10.486,16.429,22.392,28.366,34.339,40.302,46.244,0.068692,0.068879,0.076426,0.079681,0.076794,0.068585,0.057775,0.054309,7.7511,54
4.5731,10.49,16.434,22.397,28.369,34.339,40.297,46.235,0.066205,0.066323,0.073533,0.076674,0.07396,0.066105,0.055501,0.051286,6.1078,54
4.5737,10.405,16.325,22.306,28.32,34.341,40.338,46.285,0.18701,0.18724,0.20718,0.21587,0.20825,0.18623,0.15622,0.14287,9.7769,54
4.5736,10.415,16.338,22.318,28.327,34.34,40.33,46.271,0.17915,0.17906,0.198,0.20646,0.19939,0.17843,0.14941,0.13547,8.9892,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
32.452,38.815,32.452,26.17,25.053,25.001,25,25,11.634,0.13565,11.634,13.766,13.816,13.816,13.816,13.816,4.0447,54
44.598,38.817,32.172,26.663,23.386,22.279,22.555,23.341,0.13563,0.13563,2.6393,6.7861,10.944,14.042,15.819,16.605,7.409,54
44.444,38.822,32.355,26.914,23.57,22.329,22.492,23.23,0.26318,0.30382,2.5518,6.535,10.61,13.73,15.588,16.451,7.606,54
44.649,38.838,32.155,26.632,23.369,22.289,22.585,23.376,0.45651,0.55856,2.7903,6.9248,11.078,14.154,15.903,16.667,8.9535,54
44.536,38.838,32.281,26.804,23.492,22.317,22.534,23.295,0.44272,0.55938,2.7054,6.7305,10.83,13.927,15.736,16.556,9.57,54
44.59,38.834,32.215,26.714,23.426,22.298,22.555,23.332,0.39545,0.51004,2.723,6.8095,10.939,14.031,15.813,16.606,9.8141,54
44.631,38.832,32.164,26.646,23.377,22.285,22.572,23.361,0.36443,0.47675,2.7408,6.8735,11.026,14.111,15.872,16.645,9.9752,54
44.633,38.829,32.157,26.637,23.37,22.282,22.572,23.363,0.32929,0.43531,2.7281,6.8705,11.028,14.114,15.873,16.646,9.8383,54
44.597,38.829,32.196,26.69,23.408,22.29,22.556,23.337,0.32149,0.42836,2.6985,6.8076,10.949,14.042,15.821,16.61,10.026,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
24.985,24.682,22.972,21.241,22.972,24.682,24.985,25,3.7614,3.748,3.1682,0.14135,3.1682,3.748,3.7614,3.7615,2.7437,54
4.6071,8.0793,14.784,21.238,25.097,26.3,26.083,25.565,0.14107,4.4372,4.4372,0.14107,6.1543,11.046,13.588,14.451,8.1406,54
4.6062,10.146,15.695,21.239,26.766,32.264,37.72,43.122,0.00014679,0.011986,0.0099994,0.00014679,0.012004,0.019992,0.01797,0.00014678,11.832,54
4.6061,10.129,15.677,21.237,26.796,32.343,37.863,43.346,0.0001468,0.011986,0.0099994,0.00014679,0.012004,0.019992,0.01797,0.00012711,4634800,54
4.6062,10.115,15.663,21.238,26.828,32.418,37.997,43.552,0.00014678,0.011986,0.0099994,0.00014679,0.012004,0.019992,0.01797,0.00011985,16691000,54
4.6042,10.113,15.662,21.239,26.831,32.426,38.01,43.571,0.00014678,0.011986,0.0099994,0.0001468,0.012004,0.019992,0.01797,0.00011605,16848000,54
4.6063,10.116,15.665,21.238,26.825,32.413,37.987,43.537,0.00014679,0.011986,0.0099994,0.00014679,0.012004,0.019992,0.01797,0.00011371,17964000,54
4.607,10.12,15.668,21.238,26.816,32.391,37.95,43.48,0.00014679,0.011986,0.0099994,0.00014679,0.012004,0.019992,0.01797,0.00011212,21998000,54
4.6013,10.119,15.669,21.238,26.814,32.384,37.935,43.456,0.00014678,0.011986,0.0099994,0.0001468,0.012004,0.019992,0.01797,0.00011097,23323000,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
24.983,24.62,22.58,20.514,22.58,24.62,24.983,25,4.4884,4.4724,3.7803,0.14121,3.7803,4.4724,4.4884,4.4885,2.9204,54
4.2332,7.6584,14.076,20.511,24.733,26.372,26.372,25.838,0.14131,3.9608,3.9608,0.14131,5.7207,10.618,13.483,14.641,8.1637,54
4.233,9.6495,15.079,20.511,25.938,31.35,36.74,42.097,0.00017787,0.0084539,0.007051,0.00017785,0.0084631,0.014096,0.012675,0.00017785,11.767,54
4.2324,9.6854,15.115,20.511,25.866,31.171,36.417,41.595,0.00017786,0.0084539,0.007051,0.00017786,0.0084631,0.014096,0.012675,0.00015402,16000000,54
4.2329,9.6863,15.115,20.511,25.864,31.165,36.407,41.58,0.00017784,0.0084539,0.007051,0.00017784,0.0084631,0.014096,0.012675,0.00014522,16027000,54
4.2337,9.6829,15.112,20.511,25.872,31.185,36.443,41.637,0.00017785,0.0084539,0.007051,0.00017786,0.0084631,0.014096,0.012675,0.0001406,17109000,54
4.2327,9.6832,15.112,20.511,25.87,31.181,36.435,41.623,0.00017785,0.0084539,0.007051,0.00017788,0.0084631,0.014096,0.012675,0.00013775,17205000,54
4.2308,9.6815,15.111,20.51,25.87,31.182,36.437,41.628,0.00017788,0.0084539,0.007051,0.00017786,0.0084631,0.014096,0.012675,0.00013585,17235000,54
4.2317,9.6865,15.116,20.512,25.864,31.165,36.406,41.577,0.00017787,0.0084539,0.007051,0.00017786,0.0084631,0.014096,0.012675,0.00013446,20731000,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
24.995,24.891,24.308,23.717,24.308,24.891,24.995,25,1.2903,1.2858,1.0892,0.14091,1.0892,1.2858,1.2903,1.2903,1.6738,54
8.884,12.269,18.854,23.71,25.444,25.478,25.197,25.049,0.12792,5.5485,5.5485,0.12792,6.5359,10.23,11.284,11.424,7.6981,54
8.883,13.777,18.735,23.71,28.656,33.529,38.284,42.878,0.0035723,0.043754,0.036673,0.0035723,0.04404,0.073037,0.065413,0.0035723,11.475,54
8.8963,13.713,18.672,23.703,28.734,33.693,38.509,43.115,0.46764,0.42282,0.44065,0.46502,0.47347,0.45588,0.41534,0.40599,12.202,54
8.8905,13.744,18.7,23.705,28.703,33.639,38.458,43.111,0.33644,0.30426,0.31747,0.33511,0.34133,0.32759,0.29296,0.27522,12.038,54
8.89,13.748,18.705,23.705,28.694,33.618,38.422,43.055,0.31812,0.28808,0.30051,0.31698,0.32315,0.31014,0.27483,0.25194,11.992,54
8.8903,13.746,18.702,23.705,28.701,33.636,38.457,43.113,0.33077,0.29902,0.31205,0.32947,0.33528,0.32039,0.28243,0.25672,12.194,54
8.8924,13.737,18.694,23.704,28.704,33.635,38.434,43.047,0.37289,0.3373,0.35179,0.37128,0.37782,0.36085,0.31699,0.28544,12.856,54
8.8994,13.71,18.669,23.7,28.721,33.654,38.421,42.948,0.499,0.4515,0.4703,0.49613,0.50439,0.48089,0.42167,0.37838,14.787,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
25.011,25.237,26.51,27.8,26.51,25.237,25.011,25,2.8037,2.7937,2.3621,0.14141,2.3621,2.7937,2.8037,2.8038,2.4499,54
45.106,41.461,34.226,27.804,24.563,23.932,24.32,24.727,0.1408,5.2945,5.2945,0.1408,6.8853,11.722,13.769,14.278,8.1273,54
45.029,41.402,34.202,27.804,24.567,23.933,24.318,24.725,0.13382,5.2621,5.2623,0.15452,6.849,11.668,13.713,14.224,7.671,54
44.952,41.342,34.178,27.804,24.572,23.934,24.316,24.724,0.17863,5.2308,5.2315,0.21877,6.8138,11.614,13.657,14.169,7.7663,54
44.942,41.334,34.175,27.804,24.573,23.934,24.316,24.723,0.14322,5.2254,5.226,0.18116,6.8078,11.606,13.649,14.162,6.8957,54
45.032,41.404,34.203,27.805,24.568,23.933,24.318,24.725,0.25372,5.2678,5.2697,0.32753,6.8558,11.673,13.717,14.228,8.7496,54
45.043,41.413,34.207,27.804,24.567,23.933,24.318,24.726,0.22558,5.2712,5.2728,0.29533,6.8597,11.68,13.725,14.235,8.2808,54
45.099,41.456,34.224,27.805,24.564,23.933,24.319,24.727,0.25852,5.2965,5.2987,0.34197,6.8884,11.721,13.767,14.276,9.0961,54
45.115,41.469,34.229,27.804,24.563,23.932,24.32,24.727,0.24226,5.3025,5.3045,0.32299,6.8952,11.731,13.778,14.287,8.7642,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
25,25,25,24.999,24.939,23.658,16.447,9.1446,15.856,15.856,15.856,15.856,15.856,15.799,13.352,0.13814,4.1825,54
48.172,37.499,26.962,25.089,24.94,23.658,16.447,9.1444,0.13814,16.718,19.783,19.854,19.854,19.783,16.718,0.13814,8.8147,54
48.081,37.45,26.954,25.088,24.94,23.658,16.448,9.1447,0.15708,16.674,19.73,19.801,19.801,19.73,16.674,0.18138,8.5212,54
47.757,37.275,26.927,25.087,24.94,23.659,16.454,9.1569,0.64616,16.525,19.55,19.62,19.62,19.55,16.527,0.79125,11.017,54
47.758,37.276,26.927,25.087,24.94,23.658,16.452,9.1526,0.51087,16.522,19.548,19.618,19.618,19.548,16.523,0.64613,11.391,54
47.857,37.329,26.935,25.088,24.94,23.658,16.452,9.1524,0.49583,16.57,19.605,19.675,19.675,19.605,16.571,0.64003,12.106,54
47.93,37.369,26.941,25.088,24.94,23.658,16.451,9.152,0.47735,16.605,19.647,19.717,19.717,19.647,16.607,0.62492,12.708,54
47.942,37.375,26.942,25.088,24.94,23.658,16.451,9.1507,0.43245,16.61,19.653,19.723,19.723,19.653,16.611,0.57202,12.858,54
47.933,37.37,26.941,25.088,24.94,23.658,16.45,9.1498,0.39823,16.605,19.647,19.718,19.718,19.647,16.606,0.53093,12.916,54
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,54
25,25,25,25.001,25.085,26.852,36.801,46.878,21.878,21.878,21.878,21.878,21.878,21.8,18.423,0.12884,4.5044,54
25,25,25,25.001,25.084,26.835,36.693,46.678,21.68,21.68,21.68,21.68,21.68,21.603,18.257,0.34435,4.992,54
25,25,25,25.001,25.083,26.828,36.646,46.59,21.591,21.591,21.591,21.591,21.591,21.514,18.182,0.29039,5.1177,54
25,25,25,25.001,25.083,26.828,36.649,46.597,21.598,21.598,21.598,21.598,21.598,21.52,18.187,0.23004,4.6982,54
25,25,25,25.001,25.084,26.835,36.691,46.673,21.675,21.675,21.675,21.675,21.674,21.597,18.252,0.27058,5.3821,54
25,25,25,25.001,25.084,26.836,36.699,46.688,21.689,21.689,21.689,21.689,21.689,21.611,18.264,0.2418,5.0028,54
25,25,25,25.001,25.084,26.835,36.692,46.675,21.676,21.676,21.676,21.676,21.676,21.598,18.253,0.22155,4.5385,54
25,25,25,25.001,25.084,26.835,36.693,46.677,21.678,21.678,21.678,21.678,21.678,21.6,18.254,0.2036,3.914,54
