mu0,mu1,mu2,mu3,mu4,mu5,mu6,mu7,sigma0,sigma1,sigma2,sigma3,sigma4,sigma5,sigma6,sigma7,nlml,id
40.522,33.373,26.314,25.06,25.001,25,25,25,0.33634,13.075,15.47,15.526,15.526,15.526,15.526,15.526,4.6346,37
40.516,35.41,29.592,25.223,23.174,22.962,23.574,24.244,0.33617,0.38799,2.6599,6.4505,9.823,11.916,12.846,13.14,7.5078,37
40.497,35.48,30.606,26.239,22.655,20.013,18.35,17.593,0.30443,0.3303,0.34758,0.91364,2.0457,3.6124,5.5292,7.6877,8.8873,37
40.49,35.534,30.561,25.604,20.697,15.874,11.165,6.6013,0.26414,0.25241,0.2807,0.29026,0.28176,0.30793,0.44381,0.70377,10.97,37
40.491,35.529,30.565,25.628,20.745,15.942,11.246,6.6814,0.22753,0.21739,0.24191,0.24779,0.23043,0.23039,0.32612,0.5374,10.751,37
40.429,35.694,30.859,25.95,20.993,16.016,11.048,6.1147,0.40691,0.37952,0.39637,0.40035,0.38906,0.41333,0.55091,0.82545,13.265,37
40.451,35.666,30.753,25.776,20.799,15.887,11.104,6.5117,0.49871,0.46415,0.48066,0.48066,0.46415,0.49871,0.68624,1.0571,14.663,37
40.457,35.664,30.73,25.731,20.747,15.856,11.135,6.6554,0.4684,0.43558,0.44817,0.4448,0.42797,0.46424,0.65375,1.028,14.902,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
24.402,21.187,17.931,21.187,24.402,24.973,25,25,7.0452,5.9542,0.14223,5.9542,7.0452,7.0705,7.0706,7.0706,3.3749,37
11.119,11.32,17.928,24.496,26.629,26.046,25.325,25.06,4.7044,0.14222,0.14222,4.7044,8.999,10.609,10.872,10.89,7.0662,37
5.7417,11.318,17.929,24.719,30.825,35.559,38.534,39.701,0.0033624,0.0033624,0.0033624,0.40715,1.5025,3.3618,5.8465,8.6642,8.7593,37
5.7417,11.318,17.929,25.059,32.127,38.57,43.913,47.822,0.0033621,0.003362,0.0033621,0.069901,0.20477,0.32805,0.3096,0.0033622,11.587,37
5.7257,11.362,17.902,24.886,31.81,38.18,43.571,47.675,0.24137,0.22434,0.23858,0.4554,0.73211,0.85534,0.66754,0.21274,12.088,37
5.7291,11.352,17.908,24.924,31.875,38.249,43.61,47.646,0.19999,0.18877,0.19815,0.40161,0.66131,0.78186,0.6126,0.16562,11.461,37
5.7232,11.37,17.896,24.851,31.739,38.077,43.451,47.56,0.27605,0.25376,0.2724,0.49682,0.78364,0.90763,0.70436,0.22266,12.273,37
5.7237,11.369,17.897,24.859,31.755,38.103,43.485,47.598,0.26898,0.24777,0.26551,0.48848,0.7733,0.89691,0.69581,0.21248,12.066,37
5.7242,11.367,17.899,24.864,31.762,38.105,43.475,47.569,0.26216,0.24206,0.25887,0.481,0.76459,0.88823,0.68906,0.20409,11.786,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
9.1015,16.424,23.654,24.939,24.999,25,25,25,0.13817,13.388,15.842,15.899,15.899,15.899,15.899,15.899,4.1852,37
9.1023,13.061,18.844,23.707,26.184,26.603,26.1,25.534,0.13816,1.6759,0.13816,3.9414,7.9436,10.535,11.661,11.986,7.5148,37
9.1009,13.902,18.844,23.821,28.724,33.45,37.901,41.99,0.0014077,0.0014077,0.0014077,0.050832,0.2001,0.4906,0.95749,1.6267,7.78,37
9.1009,13.902,18.844,24.777,31.768,38.466,42.868,43.73,0.0013134,0.0013134,0.0013134,0.0013134,0.72468,2.8773,6.4037,10.452,11.455,37
9.1009,13.902,18.844,24.777,29.651,30.477,27.779,24.821,0.0013135,0.0013135,0.0013135,0.0013135,0.0013135,1.2065,4.2879,7.9628,13.425,37
9.1009,13.902,18.844,24.777,29.651,35.156,40.664,40.277,0.0013135,0.0013135,0.0013135,0.0013135,0.0013135,0.0013135,2.5894,7.3913,17.82,37
9.1009,13.902,18.844,24.777,29.651,35.156,40.147,38.886,0.0013135,0.0013135,0.0013135,0.0013135,0.0013135,0.0013135,0.0013135,2.2724,19.674,37
9.1009,13.902,18.844,24.777,29.651,35.156,40.147,45.938,0.0013135,0.0013135,0.0013135,0.0013135,0.0013135,0.0013135,0.0013135,0.0013135,24.613,37
9.0004,13.997,19.139,24.389,29.71,35.062,40.406,45.702,0.33974,0.29539,0.28971,0.29352,0.29427,0.28957,0.2864,0.30968,13.493,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
25,25,25,25.001,25.084,26.846,36.76,46.802,21.802,21.802,21.802,21.802,21.802,21.724,18.359,0.12959,4.501,37
25,25,25,25.001,25.083,26.821,36.605,46.514,21.52,21.52,21.52,21.52,21.519,21.442,18.122,0.49282,5.343,37
25,25,25,25.001,25.082,26.8,36.469,46.262,21.271,21.271,21.271,21.271,21.271,21.194,17.914,0.60043,6.5554,37
25,25,25,25.001,25.082,26.805,36.502,46.324,21.33,21.33,21.33,21.33,21.33,21.253,17.963,0.49332,6.9744,37
25,25,25,25.001,25.082,26.794,36.428,46.186,21.193,21.193,21.193,21.193,21.193,21.117,17.848,0.53803,8.1089,37
25,25,25,25.001,25.082,26.787,36.387,46.111,21.117,21.117,21.117,21.117,21.117,21.042,17.784,0.51501,8.7562,37
25,25,25,25.001,25.082,26.792,36.419,46.17,21.176,21.176,21.176,21.176,21.176,21.1,17.833,0.4942,9.3288,37
25,25,25,25.001,25.082,26.789,36.399,46.132,21.138,21.138,21.138,21.138,21.137,21.062,17.801,0.46819,9.7178,37
25,25,25,25.001,25.082,26.79,36.405,46.144,21.148,21.148,21.148,21.148,21.148,21.072,17.809,0.43662,9.8695,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
25,25,25,24.999,24.915,23.136,13.121,2.9774,22.023,22.023,22.023,22.023,22.023,21.944,18.544,0.12742,4.511,37
25.115,26.811,29.535,26.811,25.11,24.441,16.204,2.9777,15.894,14.576,0.12742,14.576,15.894,15.894,14.576,0.12742,8.3704,37
39.352,34.589,29.535,24.274,18.894,13.488,8.1513,2.977,0.10423,0.0055272,0.0055272,0.061168,0.13668,0.18112,0.14949,0.0055272,10.695,37
39.746,34.654,29.491,24.268,18.995,13.682,8.3405,2.9807,0.11186,0.095198,0.10834,0.12395,0.1304,0.12551,0.11415,0.11566,10.74,37
39.796,34.668,29.483,24.25,18.975,13.667,8.3328,2.9812,0.095504,0.090351,0.10402,0.11652,0.12065,0.11588,0.10751,0.11156,9.8973,37
39.867,34.69,29.468,24.209,18.922,13.616,8.2998,2.9831,0.14173,0.14043,0.16189,0.17952,0.1845,0.17715,0.16631,0.17461,10.297,37
39.947,34.718,29.453,24.163,18.86,13.555,8.2593,2.9847,0.20184,0.20504,0.23611,0.26038,0.26682,0.25661,0.24275,0.25612,11.312,37
39.982,34.729,29.449,24.151,18.846,13.543,8.2526,2.9842,0.19383,0.20011,0.23067,0.2537,0.25947,0.24956,0.23683,0.25061,11.029,37
40.092,34.779,29.433,24.074,18.728,13.416,8.161,2.9864,0.32881,0.34305,0.39518,0.43425,0.44471,0.42899,0.40787,0.43063,14.096,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
3.0199,13.144,23.139,24.915,24.999,25,25,25,0.12784,18.509,21.902,21.98,21.98,21.98,21.98,21.98,4.5091,37
3.0199,13.144,23.139,24.916,25.083,26.838,36.709,46.706,0.12784,18.394,21.766,21.844,21.844,21.766,18.394,0.12784,9.0057,37
3.0222,13.145,23.139,24.916,25.082,26.823,36.616,46.535,0.33965,18.324,21.682,21.76,21.76,21.682,18.324,0.29415,9.3371,37
3.0209,13.144,23.139,24.916,25.082,26.821,36.606,46.516,0.2453,18.315,21.672,21.75,21.75,21.672,18.315,0.20029,8.8806,37
3.0205,13.144,23.139,24.916,25.082,26.823,36.613,46.529,0.2035,18.32,21.678,21.756,21.756,21.678,18.32,0.16088,8.1316,37
3.0203,13.144,23.139,24.916,25.082,26.822,36.61,46.524,0.17705,18.318,21.675,21.753,21.753,21.675,18.318,0.13714,7.1663,37
3.0202,13.144,23.139,24.916,25.082,26.824,36.621,46.543,0.1722,18.326,21.685,21.763,21.763,21.685,18.326,0.13152,6.4606,37
3.0201,13.144,23.139,24.916,25.082,26.823,36.618,46.538,0.15856,18.323,21.682,21.76,21.76,21.682,18.323,0.11986,5.3554,37
3.0211,13.144,23.139,24.916,25.082,26.828,36.646,46.591,0.25861,18.346,21.709,21.787,21.787,21.709,18.346,0.19396,8.0797,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
25,25,25,24.999,24.931,23.498,15.427,7.2533,17.747,17.747,17.747,17.747,17.747,17.684,14.944,0.14253,4.2952,37
44.181,35.346,26.624,25.073,24.932,23.498,15.427,7.2532,0.14253,15.56,18.412,18.478,18.478,18.412,15.56,0.14253,8.671,37
43.856,35.171,26.596,25.072,24.932,23.498,15.433,7.2635,0.55376,15.424,18.249,18.314,18.314,18.249,15.425,0.63937,9.6249,37
43.967,35.231,26.606,25.072,24.932,23.498,15.431,7.2599,0.42782,15.47,18.304,18.37,18.37,18.304,15.471,0.52392,10.061,37
44.034,35.267,26.611,25.073,24.932,23.498,15.43,7.2584,0.369,15.498,18.338,18.404,18.404,18.338,15.499,0.46671,10.287,37
43.994,35.246,26.608,25.073,24.932,23.498,15.43,7.2574,0.32823,15.48,18.317,18.383,18.383,18.317,15.481,0.42371,10.32,37
43.992,35.244,26.608,25.073,24.932,23.498,15.429,7.2565,0.28957,15.479,18.315,18.381,18.381,18.315,15.479,0.37912,10.069,37
43.922,35.207,26.602,25.072,24.932,23.498,15.43,7.2576,0.32655,15.449,18.28,18.346,18.346,18.28,15.45,0.43196,11.028,37
43.96,35.227,26.605,25.072,24.932,23.498,15.43,7.2575,0.31993,15.465,18.299,18.365,18.365,18.299,15.466,0.42655,11.241,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
7.5365,15.58,23.522,24.932,24.999,25,25,25,0.14257,14.706,17.401,17.464,17.464,17.464,17.464,17.464,4.2791,37
7.5365,15.58,23.522,24.933,25.065,26.441,34.178,42.016,0.14257,14.518,17.18,17.242,17.242,17.18,14.518,0.14257,8.5325,37
7.5359,15.58,23.522,24.933,25.065,26.44,34.175,42.01,0.013347,14.515,17.176,17.238,17.238,17.176,14.515,0.011559,5.6346,37
7.5391,15.581,23.522,24.933,25.065,26.451,34.247,42.143,0.32838,14.573,17.243,17.305,17.305,17.243,14.572,0.26813,9.0068,37
7.5415,15.583,23.522,24.933,25.065,26.441,34.181,42.021,0.43634,14.523,17.184,17.245,17.245,17.184,14.523,0.34499,9.9554,37
7.5405,15.582,23.522,24.933,25.065,26.444,34.201,42.057,0.39434,14.538,17.201,17.263,17.263,17.201,14.537,0.30547,9.9072,37
7.5396,15.582,23.522,24.933,25.065,26.443,34.194,42.044,0.35548,14.532,17.195,17.256,17.256,17.195,14.531,0.27152,9.6207,37
7.5394,15.582,23.522,24.933,25.065,26.44,34.177,42.013,0.34452,14.519,17.179,17.241,17.241,17.179,14.519,0.26045,9.5463,37
7.5397,15.582,23.522,24.933,25.065,26.444,34.2,42.056,0.36114,14.537,17.2,17.262,17.262,17.2,14.536,0.27087,9.952,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
25,25,25,24.999,24.933,23.538,15.687,7.7341,17.266,17.266,17.266,17.266,17.266,17.204,14.539,0.13932,4.2677,37
44.461,35.497,26.648,25.074,24.934,23.538,15.687,7.7341,0.13932,15.491,18.331,18.397,18.397,18.331,15.491,0.13932,8.6622,37
44.442,35.487,26.646,25.074,24.934,23.538,15.686,7.7336,0.034192,15.482,18.32,18.386,18.386,18.32,15.482,0.039481,6.8481,37
44.467,35.501,26.648,25.074,24.934,23.538,15.686,7.7337,0.05531,15.493,18.334,18.4,18.4,18.334,15.493,0.067741,5.9725,37
44.489,35.512,26.65,25.074,24.934,23.538,15.686,7.7338,0.065283,15.503,18.345,18.411,18.411,18.345,15.503,0.082577,5.092,37
44.456,35.495,26.647,25.074,24.934,23.538,15.687,7.734,0.096943,15.489,18.328,18.394,18.394,18.328,15.489,0.12515,5.4432,37
44.49,35.513,26.65,25.074,24.934,23.538,15.687,7.7342,0.12373,15.504,18.346,18.412,18.412,18.346,15.504,0.162,5.8209,37
44.487,35.512,26.65,25.074,24.934,23.538,15.687,7.7341,0.11208,15.503,18.344,18.41,18.41,18.344,15.503,0.14827,4.6185,37
44.486,35.511,26.65,25.074,24.934,23.538,15.687,7.7341,0.10299,15.502,18.344,18.41,18.41,18.344,15.502,0.13731,3.3116,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
44.455,35.494,26.647,25.075,25.001,25,25,25,0.14234,16.383,19.386,19.456,19.456,19.456,19.456,19.456,4.3871,37
44.407,35.468,26.643,25.075,25.001,25,25,25,0.084471,16.342,19.338,19.407,19.407,19.407,19.407,19.407,3.476,37
44.521,35.53,26.653,25.075,25.001,25,25,25,0.23611,16.439,19.452,19.522,19.522,19.522,19.522,19.522,4.6031,37
44.638,35.593,26.662,25.076,25.001,25,25,25,0.32153,16.539,19.57,19.64,19.64,19.64,19.64,19.64,5.6077,37
44.685,35.618,26.666,25.076,25.001,25,25,25,0.29567,16.578,19.616,19.687,19.687,19.687,19.687,19.687,5.6406,37
44.641,35.595,26.663,25.076,25.001,25,25,25,0.28518,16.541,19.573,19.643,19.643,19.643,19.643,19.643,5.7286,37
44.615,35.581,26.661,25.076,25.001,25,25,25,0.26798,16.519,19.547,19.617,19.617,19.617,19.617,19.617,5.5802,37
44.502,35.52,26.651,25.075,25.001,25,25,25,0.41774,16.427,19.437,19.507,19.507,19.507,19.507,19.507,8.8393,37
44.558,35.55,26.656,25.076,25.001,25,25,25,0.427,16.475,19.493,19.563,19.563,19.563,19.563,19.563,9.6133,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
25,25,25,25,24.971,24.36,20.923,17.442,7.559,7.559,7.559,7.559,7.5589,7.5319,6.3655,0.14212,3.4417,37
12.794,18.416,23.967,24.952,24.97,24.36,20.923,17.442,0.14213,8.5494,10.116,10.153,10.153,10.116,8.5494,0.14213,7.4734,37
12.794,23.778,24.999,25.318,28.174,25.317,24.243,17.442,0.14213,8.4472,8.4899,8.4472,0.14213,8.4472,8.4472,0.14213,10.673,37
12.794,21.784,24.934,24.697,28.175,42.215,27.627,17.442,0.14214,10.848,11.245,10.822,0.14214,0.14214,10.413,0.14214,15.32,37
12.804,21.831,24.938,24.7,28.176,42.457,27.654,17.448,0.49782,10.954,11.343,10.929,0.49781,0.43119,10.529,0.49782,16.077,37
12.799,21.827,24.938,24.7,28.176,42.446,27.652,17.445,0.35442,10.946,11.336,10.921,0.35442,0.28941,10.52,0.35442,15.972,37
12.798,21.836,24.938,24.7,28.175,42.497,27.658,17.444,0.32097,10.967,11.354,10.942,0.32097,0.25377,10.542,0.32097,15.861,37
12.808,21.866,24.94,24.702,28.177,42.65,27.675,17.45,0.567,11.036,11.418,11.012,0.56699,0.43932,10.618,0.567,18.208,37
12.807,21.856,24.94,24.701,28.176,42.595,27.669,17.45,0.54288,11.012,11.396,10.988,0.54287,0.41474,10.592,0.54288,18.579,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
30.935,36.003,30.935,25.931,25.043,25.001,25,25,9.2661,0.1424,9.2661,10.964,11.004,11.004,11.004,11.004,3.8172,37
13.395,36.003,25,25,25,25,25,25,0.14242,0.14242,11.309,11.309,11.309,11.309,11.309,11.309,7.689,37
13.395,36.003,46.838,25,25,25,25,25,0.14242,0.14242,0.14242,15.628,15.628,15.628,15.628,15.628,12.504,37
13.395,36.004,46.805,25,25,25,25,25,0.066524,0.066524,0.057611,15.613,15.613,15.613,15.613,15.613,11.21,37
13.4,35.998,47.006,25,25,25,25,25,0.50239,0.50239,0.41024,15.71,15.71,15.71,15.71,15.71,13.837,37
13.4,35.999,47.093,25,25,25,25,25,0.47704,0.47704,0.37717,15.751,15.751,15.751,15.751,15.751,14.217,37
13.399,36,47.125,25,25,25,25,25,0.42474,0.42474,0.32903,15.765,15.765,15.765,15.765,15.765,14.199,37
13.398,36.001,47.126,25,25,25,25,25,0.37991,0.37991,0.29018,15.765,15.765,15.765,15.765,15.765,13.949,37
13.398,36.001,47.158,25,25,25,25,25,0.36698,0.36698,0.27743,15.779,15.779,15.779,15.779,15.779,13.926,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
24.926,24.529,24.126,24.529,24.926,24.997,25,25,0.88172,0.74888,0.14011,0.74888,0.88172,0.88481,0.88482,0.88482,1.2966,37
25,46.036,24.115,25,25,25,25,25,14.888,0.14306,0.14306,14.888,14.888,14.888,14.888,14.888,8.2391,37
25,46.221,24.115,25,25,25,25,25,15.023,0.32546,0.37579,15.023,15.023,15.023,15.023,15.023,8.6973,37
25,46.2,24.115,25,25,25,25,25,15.006,0.22189,0.27175,15.006,15.006,15.006,15.006,15.006,8.3431,37
25,46.144,24.115,25,25,25,25,25,14.966,0.2169,0.27435,14.966,14.966,14.966,14.966,14.966,8.2796,37
25,46.091,24.115,25,25,25,25,25,14.929,0.22431,0.28958,14.929,14.929,14.929,14.929,14.929,8.3815,37
25,46.149,24.115,25,25,25,25,25,14.971,0.2499,0.32718,14.971,14.971,14.971,14.971,14.971,8.9218,37
25,46.06,24.116,25,25,25,25,25,14.91,0.33767,0.44665,14.91,14.91,14.91,14.91,14.91,10.814,37
25,46.056,24.116,25,25,25,25,25,14.907,0.3104,0.41383,14.907,14.907,14.907,14.907,14.907,10.612,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
36.742,46.768,36.742,26.843,25.084,25.001,25,25,18.33,0.12993,18.33,21.69,21.768,21.768,21.768,21.768,4.4994,37
36.927,47.112,36.927,26.872,25.085,25.001,25,25,18.629,0.60405,18.629,22.04,22.12,22.12,22.12,22.12,5.574,37
36.903,47.067,36.903,26.868,25.085,25.001,25,25,18.586,0.41408,18.586,21.992,22.071,22.071,22.071,22.071,5.8492,37
36.824,46.92,36.824,26.856,25.085,25.001,25,25,18.464,0.4633,18.464,21.847,21.925,21.925,21.925,21.925,6.8136,37
36.893,47.048,36.893,26.867,25.085,25.001,25,25,18.572,0.50239,18.572,21.975,22.054,22.054,22.054,22.054,7.8746,37
36.882,47.028,36.882,26.865,25.085,25.001,25,25,18.554,0.4465,18.554,21.953,22.032,22.032,22.032,22.032,8.0849,37
36.851,46.971,36.851,26.86,25.085,25.001,25,25,18.506,0.43429,18.506,21.897,21.975,21.975,21.975,21.975,8.5905,37
36.864,46.995,36.864,26.862,25.085,25.001,25,25,18.525,0.40493,18.525,21.919,21.998,21.998,21.998,21.998,8.7416,37
36.85,46.968,36.85,26.86,25.085,25.001,25,25,18.502,0.38593,18.502,21.892,21.971,21.971,21.971,21.971,8.9205,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
31.163,36.425,31.163,25.967,25.044,25.001,25,25,9.6213,0.14233,9.6213,11.385,11.426,11.426,11.426,11.426,3.8548,37
31.258,36.601,31.258,25.982,25.045,25.001,25,25,9.7732,0.30777,9.7732,11.563,11.605,11.605,11.605,11.605,4.2547,37
17.328,36.6,25,25,25,25,25,25,0.35532,0.30775,9.8397,9.8397,9.8397,9.8397,9.8397,9.8397,7.7949,37
17.327,36.6,25,25,25,25,25,13.254,0.35534,0.30776,10.516,10.516,10.516,10.516,10.516,0.35534,11.7,37
17.326,36.601,25,25,25,41.672,25,13.252,0.35536,0.30778,12.348,12.348,12.348,0.35536,12.348,0.35536,16.114,37
17.324,36.602,25,25,25,41.615,25,13.25,0.26602,0.23039,12.328,12.328,12.328,0.23039,12.328,0.26602,15.913,37
17.324,36.602,25,25,25,41.669,25,13.25,0.24131,0.20899,12.346,12.346,12.346,0.19704,12.346,0.24131,15.577,37
17.324,36.603,25,25,25,41.652,25,13.249,0.21332,0.18474,12.34,12.34,12.34,0.16865,12.34,0.21332,14.876,37
17.324,36.602,25,25,25,41.587,25,13.25,0.26397,0.22862,12.318,12.318,12.318,0.20448,12.318,0.26397,15.574,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
25,25.001,25.056,26.221,32.782,39.427,32.782,26.221,14.428,14.428,14.428,14.376,12.149,0.13615,12.149,14.376,4.0881,37
25,25.001,25.055,26.206,32.682,39.241,32.682,26.206,14.244,14.244,14.244,14.193,11.996,0.32026,11.996,14.193,4.4994,37
25,25.001,25.055,26.204,32.673,39.225,32.673,26.204,14.226,14.226,14.226,14.175,11.98,0.21633,11.98,14.175,4.1116,37
25,25.001,25.055,26.195,32.612,39.111,32.612,26.195,14.115,14.115,14.115,14.064,11.886,0.30486,11.886,14.064,5.1176,37
25,25.001,25.055,26.196,32.623,39.131,32.623,26.196,14.134,14.134,14.134,14.083,11.902,0.26299,11.902,14.083,4.8407,37
25,25.001,25.055,26.203,32.668,39.216,32.668,26.203,14.219,14.219,14.219,14.168,11.975,0.32224,11.975,14.168,6.0163,37
25,25.001,25.055,26.201,32.65,39.182,32.65,26.201,14.185,14.185,14.185,14.134,11.946,0.30665,11.946,14.134,6.0647,37
25,25.001,25.055,26.201,32.65,39.183,32.65,26.201,14.185,14.185,14.185,14.134,11.946,0.28168,11.946,14.134,5.7622,37
25,25.001,25.055,26.198,32.633,39.15,32.633,26.198,14.153,14.153,14.153,14.102,11.918,0.2813,11.918,14.102,5.9508,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
33.489,29.579,25.719,25.033,25,25,25,25,0.14198,7.1493,8.4595,8.4899,8.49,8.49,8.49,8.49,3.5578,37
33.49,29.579,25.719,25.034,25.073,26.6,35.193,43.896,0.14198,12.335,14.596,14.649,14.649,14.596,12.335,0.14198,8.2066,37
33.49,29.579,25.719,25.034,25.074,26.606,35.235,43.974,0.15392,12.377,14.646,14.699,14.699,14.646,12.377,0.1333,7.7611,37
33.49,29.579,25.719,25.034,25.074,26.607,35.239,43.982,0.1107,12.382,14.651,14.704,14.704,14.651,12.382,0.090388,6.5063,37
33.487,29.578,25.719,25.034,25.074,26.618,35.308,44.109,0.37419,12.455,14.736,14.789,14.789,14.736,12.454,0.29585,9.1871,37
33.487,29.578,25.719,25.034,25.075,26.623,35.342,44.172,0.37993,12.489,14.777,14.83,14.83,14.777,12.488,0.29432,9.4545,37
33.488,29.578,25.719,25.034,25.075,26.622,35.334,44.159,0.34337,12.481,14.767,14.82,14.82,14.767,12.48,0.26227,9.1431,37
33.487,29.578,25.718,25.034,25.074,26.616,35.294,44.084,0.42017,12.442,14.72,14.773,14.773,14.72,12.441,0.31765,10.429,37
33.487,29.578,25.718,25.034,25.074,26.613,35.277,44.053,0.4077,12.425,14.7,14.753,14.753,14.7,12.424,0.30581,10.487,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
25,25,25,25,24.982,24.601,22.46,20.291,4.7107,4.7107,4.7107,4.7107,4.7107,4.6938,3.9674,0.14171,2.9688,37
29.88,27.632,25.413,25.019,24.982,24.601,22.46,20.291,0.14171,4.0402,4.7801,4.7972,4.7972,4.7801,4.0402,0.14171,5.974,37
29.882,28.437,24.617,18.728,12.468,10.08,13.893,20.289,0.037831,5.2646,8.0396,7.8995,4.8417,0.037831,2.5231,0.037831,10.793,37
29.882,36.865,40.552,32.504,18.067,10.08,13.577,20.289,0.037831,4.9773,0.037831,7.2954,7.2954,0.037831,4.9773,0.037831,15.216,37
29.882,36.806,40.442,32.425,18.044,10.083,13.577,20.289,0.21763,4.954,0.18848,7.2624,7.2628,0.21763,4.9543,0.21763,15.095,37
29.881,36.92,40.659,32.587,18.105,10.1,13.591,20.291,0.56581,5.0256,0.46211,7.3427,7.3461,0.56581,5.029,0.56581,16.787,37
29.881,36.952,40.719,32.629,18.115,10.094,13.588,20.29,0.48915,5.0341,0.38679,7.3579,7.3608,0.48915,5.0369,0.48915,17.005,37
29.881,36.919,40.656,32.583,18.1,10.093,13.587,20.29,0.46932,5.0173,0.36362,7.3369,7.3397,0.46932,5.0201,0.46932,17.3,37
29.881,36.977,40.767,32.665,18.129,10.1,13.592,20.291,0.57058,5.0512,0.43593,7.3761,7.3805,0.57058,5.0555,0.57058,18.7,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
25.16,26.017,26.885,26.017,25.16,25.007,25,25,1.8836,1.5936,0.1413,1.5936,1.8836,1.8904,1.8904,1.8904,2.0557,37
24.907,24.412,26.891,32.613,28.927,25.41,25.009,25,5.5406,4.7859,0.14228,0.14228,4.7859,5.5406,5.5486,5.5486,6.1416,37
43.619,33.38,26.89,32.616,30.529,26.044,25.059,25.001,0.014365,7.3276,0.014365,0.014365,9.3949,11.872,11.952,11.952,11.505,37
43.654,33.399,26.89,32.616,30.535,26.047,25.059,25.001,0.061009,7.3351,0.070446,0.070446,9.4076,11.891,11.972,11.972,10.275,37
43.738,33.444,26.891,32.614,30.547,26.054,25.06,25.001,0.17431,7.3545,0.21348,0.21348,9.4392,11.939,12.02,12.02,11.126,37
43.792,33.474,26.892,32.614,30.556,26.058,25.06,25.001,0.1839,7.3663,0.2326,0.2326,9.459,11.969,12.051,12.051,11.063,37
43.827,33.492,26.891,32.614,30.561,26.061,25.061,25.001,0.17726,7.3735,0.22883,0.22883,9.4713,11.988,12.07,12.07,10.728,37
43.795,33.475,26.892,32.614,30.556,26.058,25.06,25.001,0.17751,7.3668,0.2324,0.2324,9.46,11.97,12.052,12.053,10.49,37
43.761,33.458,26.892,32.613,30.551,26.056,25.06,25.001,0.18659,7.36,0.24682,0.24682,9.4483,11.952,12.034,12.034,10.537,37
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,37
21.221,22.961,24.68,24.985,25,25,25,25,0.14133,3.1855,3.7684,3.782,3.782,3.782,3.782,3.782,2.7492,37
21.218,22.96,24.68,24.985,24.935,23.584,15.976,8.2708,0.1415,10.213,12.085,12.129,12.129,12.085,10.213,0.1415,7.829,37
21.218,24.979,25,25,25.047,33.605,24.956,8.271,0.1415,11.079,11.08,11.08,11.079,0.1415,11.079,0.1415,11.472,37
21.218,23.59,24.91,24.835,27.532,33.606,22.137,8.2697,0.031335,8.9811,9.6747,8.894,0.031335,0.031335,8.1639,0.031335,14.68,37
21.218,23.968,24.97,24.646,27.532,33.606,2.2902,8.2697,0.031335,12.66,13.159,12.622,0.031335,0.031335,0.031335,0.031335,19.859,37
21.081,23.93,24.969,24.645,27.533,33.603,2.2954,8.2719,0.23772,12.668,13.167,12.63,0.27449,0.27449,0.27449,0.27449,19.988,37
21.081,27.987,39.928,28.701,27.533,33.603,2.2951,8.2718,0.23772,12.447,0.27449,12.407,0.27449,0.27448,0.27448,0.27449,24.126,37
