mu0,mu1,mu2,mu3,mu4,mu5,mu6,mu7,sigma0,sigma1,sigma2,sigma3,sigma4,sigma5,sigma6,sigma7,nlml,id
26.773,28.546,30.32,32.093,33.866,35.639,37.413,39.186,9.2457,9.2738,9.3205,9.3855,9.4684,9.5687,9.6859,9.8195,31.171,61
26.878,28.756,30.634,32.512,34.39,36.268,38.146,40.024,8.583,8.6066,8.6458,8.7004,8.7701,8.8545,8.9533,9.0659,34.442,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.537,26.073,26.61,27.146,27.683,28.219,28.756,29.292,12.612,12.696,12.836,13.028,13.272,13.564,13.901,14.28,4.121,61
25.352,25.703,26.055,26.406,26.758,27.11,27.461,27.813,13.142,13.222,13.354,13.537,13.768,14.046,14.367,14.729,8.0752,61
25.381,25.761,26.142,26.522,26.903,27.283,27.664,28.044,10.832,10.908,11.031,11.203,11.419,11.678,11.977,12.313,11.546,61
25.497,25.993,26.49,26.986,27.483,27.98,28.476,28.973,9.2798,9.3427,9.4465,9.5899,9.7713,9.9885,10.239,10.521,14.867,61
25.705,26.411,27.116,27.822,28.527,29.232,29.938,30.643,8.452,8.5015,8.5834,8.6969,8.8405,9.013,9.2127,9.4379,18.282,61
25.56,26.121,26.681,27.242,27.802,28.363,28.923,29.483,8.6953,8.7425,8.8207,8.929,9.0663,9.2314,9.4228,9.6389,21.92,61
25.83,26.661,27.491,28.322,29.152,29.982,30.813,31.643,8.7696,8.8081,8.8719,8.9606,9.0732,9.209,9.367,9.5461,25.823,61
26.021,27.042,28.063,29.083,30.104,31.125,32.146,33.167,8.5152,8.5471,8.5999,8.6733,8.7668,8.8797,9.0113,9.1608,29.442,61
26.164,27.328,28.491,29.655,30.819,31.983,33.146,34.31,8.1904,8.2171,8.2615,8.3232,8.4018,8.497,8.6081,8.7345,32.899,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
24.594,24.189,23.783,23.378,22.972,22.567,22.161,21.756,18.055,18.124,18.239,18.399,18.602,18.847,19.133,19.458,4.4009,61
24.556,24.111,23.667,23.222,22.778,22.333,21.889,21.444,14.773,14.849,14.974,15.148,15.369,15.635,15.943,16.291,8.3379,61
24.704,24.408,24.112,23.816,23.52,23.224,22.928,22.632,15.835,15.907,16.027,16.193,16.404,16.658,16.954,17.289,12.599,61
24.714,24.428,24.143,23.857,23.571,23.285,23,22.714,13.975,14.048,14.168,14.334,14.545,14.798,15.093,15.425,16.292,61
24.829,24.658,24.488,24.317,24.146,23.975,23.804,23.633,16.092,16.16,16.273,16.43,16.63,16.871,17.151,17.468,21.016,61
24.901,24.801,24.702,24.603,24.504,24.404,24.305,24.206,17.183,17.249,17.358,17.51,17.703,17.936,18.208,18.517,25.592,61
24.96,24.92,24.88,24.84,24.799,24.759,24.719,24.679,17.968,18.032,18.138,18.286,18.475,18.703,18.969,19.271,30.161,61
25.011,25.023,25.034,25.046,25.057,25.069,25.08,25.091,18.5,18.563,18.667,18.813,18.998,19.222,19.484,19.781,34.699,61
25.084,25.168,25.252,25.336,25.42,25.504,25.587,25.671,18.19,18.253,18.358,18.503,18.689,18.913,19.174,19.471,38.888,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
24.815,24.629,24.444,24.258,24.073,23.887,23.702,23.517,0.000098925,0.00010118,0.00010484,0.00010975,0.00011576,0.0001227,0.00013044,0.00013882,3.0156,61
24.265,23.53,22.794,22.059,21.324,20.589,19.854,19.119,0.000098711,0.00010034,0.000103,0.00010662,0.0001111,0.00011633,0.00012223,0.0001287,3573200000,61
24.946,24.892,24.838,24.785,24.731,24.677,24.623,24.569,0.000098516,0.000099573,0.00010131,0.0001037,0.00010668,0.00011022,0.00011427,0.00011876,9610800000,61
24.917,24.833,24.75,24.666,24.583,24.499,24.416,24.332,0.000098404,0.000099128,0.00010032,0.00010197,0.00010406,0.00010655,0.00010942,0.00011264,9630600000,61
25.161,25.323,25.484,25.645,25.807,25.968,26.13,26.291,0.000098356,0.00009894,0.000099905,0.00010124,0.00010293,0.00010496,0.00010732,0.00010997,12849000000,61
25.494,25.987,26.481,26.974,27.468,27.961,28.455,28.948,0.000098332,0.000098843,0.000099688,0.00010086,0.00010235,0.00010414,0.00010621,0.00010856,24304000000,61
25.758,26.515,27.273,28.031,28.789,29.546,30.304,31.062,0.000098313,0.000098767,0.000099519,0.00010056,0.00010189,0.00010349,0.00010534,0.00010745,33630000000,61
25.969,26.938,27.907,28.877,29.846,30.815,31.784,32.753,0.000098298,0.000098706,0.000099384,0.00010032,0.00010152,0.00010297,0.00010465,0.00010655,41104000000,61
26.149,27.298,28.447,29.596,30.745,31.894,33.044,34.193,0.000098285,0.000098657,0.000099273,0.00010013,0.00010122,0.00010254,0.00010407,0.00010581,47720000000,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.114,25.227,25.341,25.454,25.568,25.681,25.795,25.908,17.535,17.62,17.759,17.953,18.198,18.494,18.838,19.227,4.288,61
25.113,25.226,25.339,25.452,25.565,25.678,25.791,25.904,14.598,14.698,14.864,15.092,15.38,15.726,16.125,16.573,8.2016,61
25.267,25.534,25.801,26.068,26.335,26.601,26.868,27.135,12.416,12.526,12.708,12.957,13.272,13.646,14.076,14.556,11.842,61
25.396,25.793,26.189,26.585,26.982,27.378,27.775,28.171,13.553,13.653,13.819,14.048,14.336,14.682,15.079,15.525,16.173,61
25.524,26.048,26.572,27.096,27.62,28.144,28.668,29.192,14.018,14.113,14.272,14.491,14.767,15.098,15.48,15.91,20.425,61
25.65,26.301,26.951,27.602,28.252,28.902,29.553,30.203,14.289,14.382,14.535,14.747,15.016,15.337,15.708,16.126,24.673,61
25.782,26.565,27.347,28.129,28.912,29.694,30.476,31.259,14.329,14.42,14.57,14.778,15.042,15.357,15.722,16.133,28.864,61
25.911,26.823,27.734,28.645,29.557,30.468,31.379,32.29,14.405,14.494,14.641,14.845,15.103,15.413,15.771,16.174,33.096,61
26.043,27.086,28.129,29.172,30.215,31.258,32.301,33.344,14.411,14.499,14.644,14.844,15.098,15.403,15.756,16.153,37.315,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
24.559,24.118,23.677,23.236,22.795,22.354,21.913,21.472,14.272,14.357,14.496,14.689,14.934,15.228,15.568,15.951,4.1834,61
24.253,23.507,22.76,22.014,21.267,20.52,19.774,19.027,8.9856,9.0663,9.1992,9.3822,9.6123,9.8862,10.201,10.552,7.6058,61
24.229,23.457,22.686,21.914,21.143,20.371,19.6,18.828,7.3456,7.408,7.511,7.6528,7.8313,8.0442,8.2887,8.5621,10.772,61
24.841,24.683,24.524,24.366,24.207,24.049,23.89,23.732,12.522,12.584,12.686,12.828,13.008,13.225,13.477,13.761,15.88,61
25.103,25.207,25.31,25.414,25.517,25.62,25.724,25.827,13.679,13.736,13.83,13.962,14.129,14.331,14.565,14.832,20.258,61
25.237,25.474,25.711,25.948,26.185,26.422,26.659,26.896,13.322,13.377,13.467,13.593,13.753,13.946,14.171,14.426,24.174,61
25.432,25.865,26.297,26.73,27.162,27.594,28.027,28.459,13.512,13.563,13.648,13.766,13.917,14.098,14.309,14.55,28.359,61
25.607,26.214,26.822,27.429,28.036,28.643,29.25,29.858,13.44,13.488,13.568,13.679,13.82,13.991,14.19,14.417,32.448,61
25.771,26.542,27.313,28.084,28.856,29.627,30.398,31.169,13.288,13.334,13.409,13.513,13.647,13.808,13.996,14.209,36.496,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
24.433,23.867,23.3,22.734,22.167,21.601,21.034,20.468,7.3197,7.4575,7.6818,7.9852,8.3591,8.7946,9.2829,9.8163,3.5966,61
24.443,23.886,23.329,22.772,22.216,21.659,21.102,20.545,6.1621,6.2977,6.5175,6.8133,7.1757,7.5952,8.0629,8.5709,6.6834,61
24.693,24.386,24.079,23.773,23.466,23.159,22.852,22.545,12.437,12.537,12.703,12.932,13.22,13.563,13.959,14.401,11.865,61
24.572,24.143,23.715,23.287,22.859,22.43,22.002,21.574,10.761,10.86,11.023,11.247,11.53,11.866,12.251,12.681,15.284,61
24.955,24.909,24.864,24.818,24.773,24.727,24.682,24.636,13.424,13.509,13.65,13.845,14.092,14.387,14.729,15.114,20.087,61
25.166,25.332,25.498,25.663,25.829,25.995,26.161,26.327,14.355,14.435,14.566,14.748,14.979,15.256,15.578,15.94,24.518,61
25.344,25.689,26.033,26.378,26.722,27.067,27.411,27.756,14.88,14.955,15.08,15.254,15.474,15.739,16.046,16.393,28.899,61
25.508,26.016,26.524,27.031,27.539,28.047,28.555,29.063,15.127,15.2,15.321,15.488,15.7,15.956,16.253,16.589,33.221,61
25.665,26.33,26.996,27.661,28.326,28.991,29.657,30.322,15.278,15.349,15.466,15.627,15.833,16.081,16.369,16.695,37.54,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
24.458,23.915,23.373,22.83,22.288,21.746,21.203,20.661,10.875,10.972,11.131,11.351,11.627,11.957,12.334,12.756,3.9766,61
24.365,23.731,23.096,22.461,21.827,21.192,20.558,19.923,14.095,14.175,14.307,14.49,14.722,15.001,15.323,15.688,8.3455,61
24.501,24.002,23.503,23.003,22.504,22.005,21.506,21.007,15.391,15.467,15.592,15.767,15.988,16.255,16.564,16.915,12.592,61
24.577,24.154,23.731,23.308,22.885,22.462,22.039,21.617,15.874,15.948,16.072,16.243,16.46,16.722,17.026,17.37,16.831,61
24.639,24.278,23.917,23.556,23.195,22.834,22.473,22.112,16.134,16.208,16.33,16.499,16.713,16.972,17.273,17.614,21.07,61
24.693,24.387,24.08,23.773,23.467,23.16,22.853,22.547,16.263,16.336,16.457,16.625,16.838,17.095,17.393,17.732,25.298,61
24.745,24.491,24.236,23.981,23.727,23.472,23.217,22.963,16.351,16.423,16.543,16.71,16.922,17.178,17.475,17.811,29.527,61
24.793,24.587,24.38,24.174,23.967,23.761,23.554,23.348,16.358,16.43,16.55,16.716,16.927,17.182,17.478,17.814,33.731,61
24.843,24.686,24.529,24.372,24.215,24.059,23.902,23.745,16.401,16.473,16.593,16.758,16.968,17.222,17.517,17.851,37.959,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.567,26.133,26.7,27.267,27.834,28.4,28.967,29.534,8.7621,8.8776,9.0667,9.3251,9.6471,10.027,10.457,10.934,3.7786,61
25.429,25.858,26.288,26.717,27.146,27.575,28.004,28.434,7.4363,7.515,7.6445,7.8221,8.0447,8.3087,8.6102,8.9455,7.0995,61
24.84,24.679,24.519,24.359,24.198,24.038,23.878,23.717,15.346,15.412,15.522,15.675,15.869,16.104,16.376,16.685,12.49,61
25.015,25.031,25.046,25.062,25.077,25.092,25.108,25.123,14.448,14.508,14.609,14.749,14.928,15.143,15.393,15.677,16.412,61
25.19,25.379,25.569,25.759,25.949,26.138,26.328,26.518,13.692,13.748,13.839,13.967,14.129,14.325,14.553,14.812,20.283,61
25.344,25.688,26.032,26.376,26.72,27.064,27.408,27.752,12.924,12.975,13.058,13.173,13.321,13.498,13.705,13.94,24.055,61
25.487,25.973,26.46,26.946,27.433,27.919,28.406,28.893,12.25,12.295,12.37,12.475,12.608,12.769,12.956,13.169,27.762,61
25.613,26.225,26.838,27.45,28.063,28.675,29.288,29.9,11.633,11.674,11.742,11.836,11.957,12.102,12.271,12.464,31.393,61
25.724,26.449,27.173,27.898,28.622,29.347,30.071,30.796,11.086,11.123,11.184,11.269,11.378,11.509,11.662,11.837,34.959,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.964,26.927,27.891,28.855,29.818,30.782,31.746,32.709,0.00046876,0.00053447,0.00062891,0.00074118,0.00086435,0.00099439,0.0011289,0.0012665,2.4819,61
25.53,26.061,26.591,27.121,27.652,28.182,28.712,29.243,6.1752,6.3529,6.6385,7.0188,7.4794,8.0065,8.5878,9.2131,6.6201,61
24.719,24.438,24.156,23.875,23.594,23.313,23.032,22.75,13.975,14.068,14.222,14.435,14.703,15.025,15.397,15.815,12.206,61
24.802,24.605,24.407,24.209,24.011,23.814,23.616,23.418,14.509,14.599,14.748,14.954,15.215,15.528,15.89,16.298,16.39,61
24.872,24.744,24.616,24.488,24.36,24.232,24.104,23.976,14.793,14.882,15.028,15.23,15.487,15.795,16.151,16.553,20.568,61
24.936,24.872,24.808,24.744,24.68,24.615,24.551,24.487,14.961,15.048,15.193,15.393,15.647,15.951,16.303,16.701,24.741,61
24.994,24.989,24.983,24.977,24.971,24.966,24.96,24.954,14.966,15.053,15.197,15.396,15.649,15.952,16.303,16.699,28.864,61
25.055,25.11,25.166,25.221,25.276,25.331,25.387,25.442,15.08,15.166,15.309,15.506,15.757,16.057,16.405,16.798,33.049,61
25.112,25.225,25.337,25.449,25.561,25.674,25.786,25.898,15.045,15.131,15.273,15.47,15.72,16.02,16.368,16.76,37.164,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.461,25.922,26.383,26.844,27.304,27.765,28.226,28.687,13.508,13.595,13.739,13.938,14.19,14.492,14.841,15.234,4.1394,61
27.191,29.383,31.574,33.766,35.957,38.149,40.34,42.531,0.2281,0.23153,0.23713,0.24476,0.25423,0.26535,0.27792,0.29175,5.549,61
27.209,29.418,31.628,33.837,36.046,38.255,40.464,42.673,0.26866,0.27137,0.27582,0.28194,0.28962,0.29873,0.30916,0.32076,6.0574,61
27.214,29.429,31.643,33.858,36.072,38.287,40.501,42.715,0.22903,0.23077,0.23364,0.23759,0.24258,0.24854,0.25541,0.26311,5.8376,61
26.675,28.35,30.026,31.701,33.376,35.051,36.726,38.402,5.2584,5.2856,5.3308,5.3933,5.4727,5.5682,5.6789,5.8041,17.509,61
26.773,28.547,30.32,32.093,33.866,35.64,37.413,39.186,4.746,4.7673,4.8027,4.8519,4.9143,4.9895,5.077,5.1761,20.3,61
26.841,28.683,30.524,32.365,34.207,36.048,37.89,39.731,4.3697,4.387,4.4157,4.4555,4.5062,4.5675,4.6388,4.7198,22.96,61
26.894,28.787,30.681,32.575,34.469,36.362,38.256,40.15,4.0863,4.1007,4.1246,4.1579,4.2002,4.2514,4.3111,4.379,25.534,61
26.937,28.873,30.81,32.747,34.683,36.62,38.557,40.493,3.8658,3.8781,3.8984,3.9268,3.9629,4.0066,4.0577,4.1158,28.048,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.915,26.83,27.745,28.66,29.575,30.49,31.405,32.321,1.3824,1.5489,1.7923,2.0859,2.4114,2.7575,3.1175,3.4869,2.6063,61
24.63,24.259,23.889,23.518,23.148,22.777,22.407,22.036,10.399,10.516,10.707,10.969,11.297,11.685,12.128,12.619,7.5927,61
24.408,23.816,23.224,22.632,22.04,21.448,20.856,20.264,8.5803,8.7045,8.9076,9.1844,9.5285,9.9328,10.39,10.895,10.891,61
24.975,24.95,24.926,24.901,24.876,24.851,24.826,24.802,9.5866,9.6706,9.8091,9.9997,10.24,10.525,10.853,11.22,14.784,61
24.935,24.87,24.804,24.739,24.674,24.609,24.543,24.478,8.6538,8.7133,8.8115,8.9472,9.1187,9.324,9.561,9.8273,18.081,61
25.309,25.617,25.926,26.235,26.544,26.852,27.161,27.47,10.388,10.443,10.532,10.657,10.815,11.004,11.225,11.474,22.771,61
25.573,26.146,26.718,27.291,27.864,28.437,29.009,29.582,10.961,11.01,11.092,11.204,11.348,11.52,11.721,11.948,27.039,61
25.794,26.588,27.382,28.176,28.97,29.763,30.557,31.351,11.13,11.174,11.248,11.351,11.481,11.638,11.822,12.03,31.152,61
25.983,26.967,27.95,28.933,29.917,30.9,31.884,32.867,11.042,11.082,11.149,11.243,11.361,11.505,11.672,11.863,35.112,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
24.646,24.292,23.938,23.584,23.23,22.876,22.521,22.167,10.606,10.729,10.931,11.208,11.554,11.963,12.429,12.946,3.8435,61
25.239,25.478,25.717,25.956,26.195,26.434,26.673,26.912,17.295,17.368,17.49,17.66,17.876,18.136,18.438,18.782,8.5705,61
25.541,26.081,26.622,27.163,27.703,28.244,28.784,29.325,17.572,17.638,17.748,17.901,18.095,18.33,18.604,18.915,13.013,61
25.852,26.704,27.556,28.408,29.26,30.111,30.963,31.815,16.72,16.782,16.885,17.028,17.21,17.429,17.686,17.977,17.33,61
26.19,27.38,28.57,29.759,30.949,32.139,33.329,34.519,15.384,15.442,15.538,15.672,15.842,16.048,16.287,16.56,21.52,61
26.549,28.097,29.646,31.195,32.744,34.292,35.841,37.39,13.832,13.885,13.974,14.097,14.253,14.442,14.663,14.913,25.567,61
26.9,28.8,30.7,32.6,34.5,36.4,38.3,40.2,12.306,12.354,12.434,12.544,12.685,12.855,13.053,13.277,29.462,61
27.206,29.412,31.618,33.824,36.03,38.237,40.443,42.649,10.993,11.035,11.105,11.203,11.326,11.476,11.65,11.849,33.193,61
27.445,29.889,32.334,34.779,37.224,39.668,42.113,44.558,9.926,9.9628,10.024,10.109,10.217,10.348,10.5,10.673,36.731,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
24.541,24.083,23.624,23.166,22.707,22.249,21.79,21.331,13.594,13.681,13.825,14.023,14.275,14.576,14.924,15.315,4.1445,61
24.59,24.181,23.771,23.362,22.952,22.543,22.133,21.723,12.595,12.684,12.83,13.033,13.289,13.595,13.949,14.345,8.0026,61
24.714,24.427,24.141,23.855,23.568,23.282,22.996,22.709,13.95,14.034,14.173,14.365,14.608,14.899,15.237,15.617,12.212,61
24.785,24.569,24.354,24.138,23.923,23.707,23.492,23.276,14.346,14.428,14.564,14.753,14.991,15.278,15.61,15.984,16.358,61
24.848,24.696,24.544,24.392,24.239,24.087,23.935,23.783,14.603,14.684,14.819,15.004,15.24,15.523,15.851,16.221,20.516,61
24.904,24.809,24.713,24.618,24.522,24.427,24.331,24.236,14.691,14.771,14.904,15.089,15.323,15.604,15.93,16.298,24.643,61
24.96,24.919,24.879,24.839,24.799,24.758,24.718,24.678,14.749,14.829,14.961,15.145,15.377,15.657,15.981,16.347,28.772,61
25.014,25.028,25.042,25.056,25.069,25.083,25.097,25.111,14.778,14.858,14.99,15.172,15.404,15.682,16.005,16.369,32.896,61
25.068,25.137,25.205,25.274,25.342,25.411,25.479,25.547,14.829,14.909,15.04,15.221,15.452,15.728,16.05,16.412,37.04,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.608,26.216,26.824,27.433,28.041,28.649,29.257,29.865,7.8719,7.9911,8.1858,8.451,8.7801,9.1663,9.6028,10.083,3.708,61
26.797,28.595,30.392,32.189,33.987,35.784,37.581,39.379,2.6725,2.7153,2.785,2.8799,2.9974,3.1351,3.2903,3.4609,7.2303,61
26.983,28.965,30.948,32.931,34.913,36.896,38.879,40.861,2.0434,2.0653,2.1014,2.1508,2.2127,2.286,2.3698,2.463,9.6235,61
27.039,29.078,31.118,33.157,35.196,37.235,39.274,41.313,1.6772,1.6906,1.7128,1.7433,1.7817,1.8276,1.8804,1.9396,11.418,61
27.066,29.132,31.198,33.265,35.331,37.397,39.463,41.529,1.4617,1.471,1.4864,1.5076,1.5345,1.5667,1.604,1.6459,12.972,61
27.081,29.161,31.242,33.322,35.403,37.484,39.564,41.645,1.3116,1.3185,1.3299,1.3458,1.3659,1.3901,1.4182,1.4499,14.351,61
27.1,29.2,31.3,33.4,35.5,37.599,39.699,41.799,1.2305,1.2361,1.2453,1.258,1.2742,1.2937,1.3164,1.3421,15.777,61
27.119,29.237,31.356,33.474,35.593,37.711,39.83,41.948,1.1833,1.1879,1.1956,1.2063,1.2199,1.2364,1.2555,1.2772,17.237,61
27.115,29.23,31.345,33.46,35.576,37.691,39.806,41.921,1.1113,1.1151,1.1215,1.1305,1.1418,1.1556,1.1716,1.1898,18.374,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.05,25.1,25.15,25.2,25.25,25.3,25.35,25.4,0.000076855,0.000083362,0.000093202,0.00010545,0.00011936,0.00013442,0.00015029,0.00016673,2.3065,61
26.136,27.271,28.407,29.542,30.678,31.813,32.949,34.084,0.000076402,0.000081677,0.000089783,0.00010003,0.00011184,0.00012476,0.00013849,0.0001528,8479400000,61
24.187,23.375,22.562,21.749,20.937,20.124,19.311,18.499,0.000075223,0.000077177,0.000080329,0.000084544,0.000089672,0.000095567,0.0001021,0.00010915,19100000000,61
24.499,23.999,23.498,22.997,22.497,21.996,21.496,20.995,0.000075212,0.000077132,0.000080231,0.000084379,0.000089429,0.000095238,0.00010168,0.00010863,47054000000,61
24.802,24.604,24.406,24.207,24.009,23.811,23.613,23.415,0.0000752,0.000077089,0.000080137,0.000084219,0.000089193,0.00009492,0.00010127,0.00010814,74261000000,61
25.089,25.178,25.267,25.356,25.446,25.535,25.624,25.713,0.00007519,0.000077046,0.000080045,0.000084065,0.000088966,0.000094611,0.00010088,0.00010766,99656000000,61
25.372,25.744,26.116,26.487,26.859,27.231,27.603,27.975,0.000075179,0.000077006,0.000079957,0.000083915,0.000088745,0.000094312,0.0001005,0.00010719,1.2511E+11,61
25.64,26.279,26.919,27.559,28.198,28.838,29.478,30.117,0.000075169,0.000076966,0.000079872,0.00008377,0.00008853,0.000094022,0.00010012,0.00010673,1.4872E+11,61
25.902,26.803,27.705,28.606,29.508,30.409,31.311,32.212,0.000075159,0.000076928,0.000079789,0.00008363,0.000088323,0.00009374,0.000099764,0.00010629,1.7205E+11,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
24.518,24.035,23.553,23.07,22.588,22.105,21.623,21.14,14.551,14.63,14.76,14.941,15.17,15.446,15.766,16.127,4.2273,61
24.714,24.429,24.143,23.857,23.572,23.286,23,22.714,16.734,16.806,16.925,17.09,17.301,17.555,17.85,18.185,8.5217,61
24.805,24.61,24.416,24.221,24.026,23.831,23.637,23.442,16.671,16.743,16.861,17.025,17.233,17.485,17.777,18.109,12.725,61
24.903,24.807,24.71,24.614,24.517,24.421,24.324,24.228,16.835,16.905,17.022,17.183,17.388,17.636,17.924,18.25,16.982,61
24.993,24.986,24.978,24.971,24.964,24.957,24.95,24.943,15.869,15.94,16.056,16.218,16.424,16.673,16.961,17.289,20.928,61
25.09,25.18,25.27,25.36,25.45,25.54,25.63,25.72,16.002,16.071,16.186,16.346,16.549,16.793,17.078,17.401,25.166,61
25.184,25.368,25.552,25.736,25.92,26.104,26.288,26.472,16.042,16.111,16.224,16.382,16.582,16.824,17.105,17.424,29.388,61
25.276,25.553,25.829,26.105,26.382,26.658,26.935,27.211,16.028,16.096,16.208,16.364,16.562,16.801,17.08,17.395,33.596,61
25.368,25.735,26.103,26.47,26.838,27.206,27.573,27.941,15.96,16.027,16.138,16.293,16.489,16.726,17.002,17.314,37.781,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.776,26.552,27.327,28.103,28.879,29.655,30.431,31.207,3.3137,3.4893,3.7637,4.1173,4.5316,4.9914,5.4854,6.0051,3.0591,61
25.723,26.446,27.169,27.891,28.614,29.337,30.06,30.783,7.0196,7.1593,7.3863,7.6929,8.0699,8.5081,8.9985,9.533,7.0207,61
25.613,26.226,26.839,27.453,28.066,28.679,29.292,29.905,10.524,10.637,10.821,11.074,11.391,11.767,12.196,12.673,11.508,61
25.712,26.424,27.136,27.848,28.56,29.273,29.985,30.697,11.463,11.566,11.738,11.973,12.27,12.623,13.027,13.479,15.685,61
25.829,26.657,27.486,28.314,29.143,29.972,30.8,31.629,11.965,12.065,12.228,12.453,12.737,13.075,13.464,13.899,19.847,61
25.961,26.922,27.884,28.845,29.806,30.767,31.729,32.69,12.15,12.246,12.405,12.623,12.899,13.228,13.607,14.031,23.958,61
25.874,26.749,27.623,28.497,29.371,30.246,31.12,31.994,13.769,13.858,14.005,14.208,14.465,14.772,15.128,15.528,28.666,61
25.865,26.73,27.594,28.459,29.324,30.189,31.053,31.918,14.658,14.743,14.884,15.078,15.325,15.621,15.964,16.35,33.198,61
25.869,26.738,27.607,28.476,29.345,30.214,31.083,31.952,15.396,15.478,15.614,15.801,16.04,16.326,16.658,17.034,37.746,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.735,26.469,27.204,27.939,28.674,29.408,30.143,30.878,5.5813,5.7037,5.902,6.1688,6.4959,6.8745,7.2966,7.7553,3.519,61
26.546,28.092,29.639,31.185,32.731,34.277,35.823,37.369,2.9945,3.0415,3.1182,3.2225,3.3519,3.5036,3.6747,3.8628,6.9429,61
26.266,27.533,28.799,30.065,31.332,32.598,33.865,35.131,4.0756,4.1233,4.2015,4.3087,4.4427,4.6012,4.7817,4.9819,9.846,61
26.574,28.149,29.723,31.298,32.872,34.447,36.021,37.596,4.6664,4.7019,4.7604,4.8411,4.9429,5.0647,5.2048,5.362,13.722,61
26.774,28.548,30.322,32.096,33.87,35.643,37.417,39.191,4.4545,4.4802,4.5228,4.5818,4.6565,4.7462,4.85,4.9672,16.95,61
