id,trial,round,arm,out
2,7,29,6,41.3079810396
2,8,29,6,41.0642172042
2,9,29,6,41.2933819314
2,10,29,6,40.7546332727
2,1,30,4,14.9527271265
2,2,30,5,35.5795567652
2,3,30,5,35.605066307
2,4,30,5,35.3492621367
2,5,30,5,35.2445145797
2,6,30,5,35.4338135476
2,7,30,5,36.0936957352
2,8,30,5,35.936742469
2,9,30,5,35.3039362778
2,10,30,5,35.7310481404
3,1,1,1,6.6890287326
3,2,1,2,11.5250465336
3,3,1,3,16.0540526549
3,4,1,1,6.5268822785
3,5,1,4,20.8878603114
3,6,1,5,25.8470783389
3,7,1,6,31.4566886635
3,8,1,7,35.9540484606
3,9,1,8,40.5144991941
3,10,1,8,40.9213454468
3,1,2,8,45.4716376121
3,2,2,8,45.3407050209
3,3,2,7,39.5317273075
3,4,2,8,45.2627740686
3,5,2,8,45.1798270485
3,6,2,8,45.3126553114
3,7,2,8,45.248364869
3,8,2,8,45.1576639427
3,9,2,8,45.8879903053
3,10,2,8,45.6919030003
3,1,3,8,2.6786984027
3,2,3,7,8.8740211931
3,3,3,1,45.8413871741
3,4,3,1,45.5615698215
3,5,3,1,46.0683287987
3,6,3,4,26.9406125632
3,7,3,1,46.0166506215
3,8,3,1,45.8971520038
3,9,3,1,45.8467764977
3,10,3,1,45.482650286
3,1,4,1,4.7506318865
3,2,4,8,40.722658876
3,3,4,7,35.5659671429
3,4,4,5,25.4925886338
3,5,4,8,41.001336658
3,6,4,2,8.9790233909
3,7,4,8,41.092776819
3,8,4,8,40.7765220922
3,9,4,8,40.9385780526
3,10,4,8,40.2983248907
3,1,5,1,6.1918485445
3,2,5,8,44.9299379411
3,3,5,8,44.5558564767
3,4,5,8,44.3725641537
3,5,5,8,44.4880981802
3,6,5,8,45.0344702334
3,7,5,8,44.8039183571
3,8,5,8,44.4922677628
3,9,5,8,44.4638805035
3,10,5,8,44.1553145176
3,1,6,8,8.6000043996
3,2,6,1,44.2989916563
3,3,6,1,44.6678189846
3,4,6,1,44.1920219786
3,5,6,1,44.5365671137
3,6,6,1,44.9988420724
3,7,6,1,44.1117718339
3,8,6,1,44.3919558061
3,9,6,1,44.3192850663
3,10,6,1,44.2100633261
3,1,7,8,41.2032719832
3,2,7,8,41.3888530259
3,3,7,8,41.5612093057
3,4,7,8,41.2833984111
3,5,7,8,40.722577446
3,6,7,8,41.4733986426
3,7,7,8,40.9034306766
3,8,7,8,41.6335083074
3,9,7,8,41.9220464035
3,10,7,8,41.1531324101
3,1,8,8,2.5408219187
3,2,8,1,47.1035805056
3,3,8,1,46.3581461539
3,4,8,1,47.248170823
3,5,8,1,47.181715597
3,6,8,1,47.0323387393
3,7,8,1,46.6949499619
3,8,8,1,46.724596908
3,9,8,1,47.1525662806
3,10,8,1,46.9405064315
3,1,9,1,44.8105776754
3,2,9,1,44.5088644908
3,3,9,1,44.0032102098
3,4,9,1,44.8540979213
3,5,9,1,43.4033277128
3,6,9,1,43.4388585382
3,7,9,1,44.3312189629
3,8,9,1,44.047544262
3,9,9,1,44.5024382223
3,10,9,1,44.0208362534
3,1,10,8,8.0566181035
3,2,10,1,45.0616870565
3,3,10,1,45.0427544961
3,4,10,1,44.6320487432
3,5,10,1,44.6873709271
3,6,10,1,45.0998042838
3,7,10,1,44.057778149
3,8,10,1,44.8506321068
3,9,10,1,45.2156853561
3,10,10,1,44.9699699107
3,1,11,1,20.732780586
3,2,11,8,8.7524092614
3,3,11,4,46.1034567654
3,4,11,4,45.9008405162
3,5,11,4,45.552785918
3,6,11,4,46.002198404
3,7,11,4,45.7000687292
3,8,11,4,45.2131654764
3,9,11,4,45.7541381651
3,10,11,4,46.0772417766
3,1,12,4,40.8267911961
3,2,12,5,46.5354043698
3,3,12,5,45.9073057737
3,4,12,5,46.0336960678
3,5,12,5,46.2908582572
3,6,12,5,46.7342396357
3,7,12,5,46.1951949764
3,8,12,5,46.1661258125
3,9,12,5,45.8142838544
3,10,12,5,46.3454126294
3,1,13,5,39.4883308176
3,2,13,4,34.1759637888
3,3,13,6,28.3836141024
3,4,13,3,23.7605926983
3,5,13,5,39.4796437186
3,6,13,5,39.2030398833
3,7,13,5,39.2905573726
3,8,13,5,40.0882390202
3,9,13,5,38.8939984949
3,10,13,5,39.5575785296
3,1,14,4,15.1549756804
3,2,14,5,2.6290345524
3,3,14,2,39.6705900229
3,4,14,7,27.3019959885
3,5,14,1,46.2738047938
3,6,14,1,45.7225174928
3,7,14,1,46.0595108005
3,8,14,1,45.7002084462
3,9,14,1,45.8796208517
3,10,14,1,45.3794397969
3,1,15,1,30.8849874528
3,2,15,8,19.1283355113
3,3,15,3,41.2516571252
3,4,15,6,35.9476312141
3,5,15,3,40.6862824127
3,6,15,4,13.3000070196
3,7,15,2,8.1089653105
3,8,15,3,40.8547665335
3,9,15,3,41.1307637989
3,10,15,3,41.2104736138
3,1,16,3,21.9777337419
3,2,16,6,28.584652421
3,3,16,7,39.9961978254
3,4,16,7,40.0352580077
3,5,16,7,39.5280216525
3,6,16,7,39.7042613207
3,7,16,7,39.8602776676
3,8,16,7,39.4335339241
3,9,16,7,39.5542623041
3,10,16,7,39.565234673
3,1,17,2,21.3057170981
3,2,17,1,40.6634946312
3,3,17,8,27.6080732548
3,4,17,7,15.2099514802
3,5,17,1,40.4441239357
3,6,17,1,40.869002636
3,7,17,1,40.3867528353
3,8,17,1,40.0545467007
3,9,17,1,40.796590126
3,10,17,1,41.0367483037
3,1,18,2,10.3316769443
3,2,18,1,45.7279693326
3,3,18,1,45.3319099914
3,4,18,1,45.5460776741
3,5,18,1,45.314836565
3,6,18,1,45.8869344214
3,7,18,1,45.3016894514
3,8,18,1,46.0477409895
3,9,18,1,45.3121539205
3,10,18,1,45.0016258404
3,1,19,1,36.9711566364
3,2,19,2,16.6718647443
3,3,19,8,32.0674929564
3,4,19,6,6.4445477375
3,5,19,1,36.6980336168
3,6,19,1,36.7877942638
3,7,19,1,36.9390709568
3,8,19,1,37.1439587626
3,9,19,1,36.9027483715
3,10,19,1,36.6149060305
3,1,20,1,32.3582554686
3,2,20,8,21.6768345941
3,3,20,2,37.3164722866
3,4,20,3,42.908697527
3,5,20,3,43.0183828968
3,6,20,3,43.6463717303
3,7,20,3,42.5944127052
3,8,20,3,42.753015592
3,9,20,3,42.8684166659
3,10,20,3,42.2744703594
3,1,21,3,31.5229075506
3,2,21,6,14.0645040107
3,3,21,4,25.1028239758
3,4,21,1,42.7714404411
3,5,21,1,42.1825020274
3,6,21,1,42.6908524869
3,7,21,1,42.7938143726
3,8,21,1,42.6381923176
3,9,21,1,42.8560291727
3,10,21,1,42.4806000484
3,1,22,1,45.159402238
3,2,22,1,45.4341950194
3,3,22,1,45.1878179022
3,4,22,1,45.3548354545
3,5,22,1,45.3695045416
3,6,22,1,44.9725882789
3,7,22,1,44.8725996344
3,8,22,1,44.781628169
3,9,22,1,45.0844982601
3,10,22,1,45.3160891855
3,1,23,1,9.1031599439
3,2,23,8,41.3629687721
3,3,23,8,41.8931638591
3,4,23,8,40.529538408
3,5,23,8,41.444356055
3,6,23,8,41.1378042471
3,7,23,8,41.1013649403
3,8,23,8,41.5582398355
3,9,23,8,41.6263208987
3,10,23,8,41.1639823756
3,1,24,8,46.5371980471
3,2,24,8,46.0584113146
3,3,24,8,46.4143557918
3,4,24,8,46.5131355733
3,5,24,8,46.4870410982
3,6,24,8,46.639770582
3,7,24,8,46.1881238087
3,8,24,8,47.0330208195
3,9,24,8,46.8610515275
3,10,24,8,46.4981306308
3,1,25,8,45.4672236227
3,2,25,8,45.2947324465
3,3,25,8,45.299793321
3,4,25,8,45.1449552706
3,5,25,8,45.73288782
3,6,25,8,45.973252362
3,7,25,8,45.2344618698
3,8,25,8,45.348190816
3,9,25,8,45.1800133124
3,10,25,8,46.5455817051
3,1,26,8,40.6759961324
3,2,26,8,41.0506788507
3,3,26,8,41.0937272324
3,4,26,8,40.2501893591
3,5,26,8,40.3432420768
3,6,26,8,40.3814870701
3,7,26,8,40.9896562789
3,8,26,8,41.3176504716
3,9,26,8,41.1999323949
3,10,26,8,40.6637856094
3,1,27,8,41.999800623
3,2,27,8,41.6753048833
3,3,27,8,41.8304257142
3,4,27,8,41.6389393424
3,5,27,8,41.7566846151
3,6,27,8,42.0405941106
3,7,27,8,41.5545827277
3,8,27,8,41.8735601731
3,9,27,8,41.6351980829
3,10,27,8,42.1374169652
3,1,28,8,6.9800969161
3,2,28,1,43.4956774841
3,3,28,1,44.0809241639
3,4,28,1,44.383289908
3,5,28,1,44.3902719764
3,6,28,1,43.8361312365
3,7,28,1,44.5981345522
3,8,28,1,43.8890142643
3,9,28,1,43.8894109285
3,10,28,1,43.7761330515
3,1,29,1,41.5283361042
3,2,29,1,42.6344015916
3,3,29,1,41.8308808288
3,4,29,1,41.5773586316
3,5,29,1,42.0247702429
3,6,29,1,42.1927725867
3,7,29,1,42.2093273167
3,8,29,1,42.8800289537
3,9,29,1,41.8079117867
3,10,29,1,41.8671813579
3,1,30,1,41.4132272745
3,2,30,1,41.4477423754
3,3,30,1,40.7553393771
3,4,30,1,41.1648799085
3,5,30,1,41.0400037876
3,6,30,1,40.8037702651
3,7,30,1,40.8800899914
3,8,30,1,41.2179749155
3,9,30,1,41.4037941659
3,10,30,1,40.7786195981
4,1,1,1,41.6799422237
4,2,1,3,32.8165973541
4,3,1,5,23.7425559158
4,4,1,1,42.3331815217
4,5,1,2,37.3827352837
4,6,1,8,9.3223170542
4,7,1,6,17.9175643905
4,8,1,1,41.6313212331
4,9,1,8,8.7375777564
4,10,1,1,41.3894440695
4,1,2,1,2.8100004805
4,2,2,5,28.0287907084
4,3,2,6,33.8896402733
4,4,2,7,40.5583312576
4,5,2,8,46.4279160479
4,6,2,8,47.1586866073
4,7,2,8,46.5186167622
4,8,2,8,46.5125125012
4,9,2,8,46.7171922674
4,10,2,8,47.0392483383
4,1,3,1,7.4136091547
4,2,3,4,22.6578274898
4,3,3,8,43.0687867682
4,4,3,8,42.0793353591
4,5,3,7,37.7503923279
4,6,3,8,42.5620692589
4,7,3,8,42.8221612797
4,8,3,8,42.9491243519
4,9,3,8,42.9799700242
4,10,3,8,42.4009121078
4,1,4,8,40.5633149983
4,2,4,8,40.8395003766
4,3,4,4,20.0607513688
4,4,4,8,40.8706845932
4,5,4,8,41.0380616088
4,6,4,8,40.8671272174
